split,task,seed,layer,real_paraphrase_distance,real_semantic_distance,real_irrelevant_distance,real_semantic_margin,real_semantic_ratio,mismatch_paraphrase_distance,mismatch_semantic_distance,mismatch_irrelevant_distance,mismatch_semantic_margin,grounded_semantic_margin,real_visual_attention_mass
exploration,move_near,31,21,0.055496332567014535,0.10197580599348272,0.03691637629615,0.04647947342646819,1.845101127342206,0.05309532535474499,0.07946332932582276,0.03843773118156925,0.021777964240991283,0.024701509185476908,0.14437257593207656
exploration,move_near,31,22,0.053119880699666146,0.07769414646026507,0.04744534566064345,0.02457426576059893,1.5707594236030176,0.04083380799182001,0.05711249694249798,0.04250009298477816,0.01160376960314341,0.012970496157455517,0.09209366902496423
exploration,move_near,31,23,0.054766416618828896,0.05977883022195655,0.08775439910459511,-0.037724503130398414,0.6255212638200841,0.06437216385709653,0.07053429558316517,0.07274062637061296,-0.010679651571300667,-0.02704485155909775,0.08191813675473252
exploration,move_near,31,24,0.048106264358459216,0.10934118861067753,0.05314836097385243,0.05619282763682509,2.102006079335091,0.06100555713822592,0.06719309111020755,0.0556305427162862,0.0014284845474206258,0.05476434308940447,0.08970507040030995
exploration,move_near,31,25,0.036901964200211766,0.05997791966127174,0.035036737620587476,0.021263064411524955,1.5634943410406805,0.03915514222321864,0.056346446161976114,0.031972247539065225,0.01580532574719753,0.005457738664327426,0.12995217373449464
exploration,move_near,31,26,0.04548688748435026,0.07217909558829372,0.04068066151607705,0.026614150031658266,1.6602823625325296,0.04734093460889416,0.05040407013544392,0.038377806622989306,0.0030631355265497567,0.023551014505108506,0.14594581335222756
exploration,move_near,31,27,0.03913868778494007,0.05352456161127538,0.03323083758803624,0.014385873826335311,1.4283346598783577,0.03927497569116321,0.06533454566530907,0.03235432970019081,0.02383263244254313,-0.009446758616207819,0.08517274274953361
exploration,move_near,31,28,0.03764229567286049,0.05324850012924043,0.04457327774322769,0.0075830830725502965,1.1822411085171216,0.04489795369823361,0.07108493844180158,0.033991197436734115,0.02459823944576528,-0.01701515637321498,0.11077766916080378
exploration,move_near,31,29,0.044318607305974,0.06893220492975562,0.039859805377361834,0.020911614818546687,1.4381544408117188,0.04337527140346103,0.05656071548437786,0.03269778087652366,0.012997704657005246,0.007913910161541441,0.16904984141047427
exploration,move_near,31,30,0.03007525358193511,0.05298157666099232,0.03492000073926918,0.0176384125940853,1.535095088057492,0.042387098278471584,0.06646783818019912,0.028715869928546817,0.024080739901727533,-0.006442327307642235,0.14161606574418784
