id,layer,mode,k,replacements
close_drawer__049__step_011,11,gaussian,64,12
close_drawer__049__step_011,11,gaussian,109,23
close_drawer__049__step_011,11,gaussian,154,21
close_drawer__049__step_011,11,both,64,11
close_drawer__049__step_011,11,both,109,23
close_drawer__049__step_011,11,both,154,21
close_drawer__049__step_011,7,raw,64,0
close_drawer__049__step_011,7,raw,109,0
close_drawer__049__step_011,7,raw,154,0
close_drawer__049__step_011,7,corners,64,2
close_drawer__049__step_011,7,corners,109,2
close_drawer__049__step_011,7,corners,154,3
close_drawer__049__step_011,7,gaussian,64,18
close_drawer__049__step_011,7,gaussian,109,27
close_drawer__049__step_011,7,gaussian,154,33
close_drawer__049__step_011,7,both,64,18
close_drawer__049__step_011,7,both,109,25
close_drawer__049__step_011,7,both,154,32
close_drawer__049__step_056,11,raw,64,0
close_drawer__049__step_056,11,raw,109,0
close_drawer__049__step_056,11,raw,154,0
close_drawer__049__step_056,11,corners,64,1
close_drawer__049__step_056,11,corners,109,1
close_drawer__049__step_056,11,corners,154,2
close_drawer__049__step_056,11,gaussian,64,15
close_drawer__049__step_056,11,gaussian,109,23
close_drawer__049__step_056,11,gaussian,154,23
close_drawer__049__step_056,11,both,64,15
close_drawer__049__step_056,11,both,109,23
close_drawer__049__step_056,11,both,154,23
close_drawer__049__step_056,7,raw,64,0
close_drawer__049__step_056,7,raw,109,0
close_drawer__049__step_056,7,raw,154,0
close_drawer__049__step_056,7,corners,64,2
close_drawer__049__step_056,7,corners,109,2
close_drawer__049__step_056,7,corners,154,3
close_drawer__049__step_056,7,gaussian,64,15
close_drawer__049__step_056,7,gaussian,109,25
close_drawer__049__step_056,7,gaussian,154,27
close_drawer__049__step_056,7,both,64,15
close_drawer__049__step_056,7,both,109,24
close_drawer__049__step_056,7,both,154,27
close_drawer__049__step_101,11,raw,64,0
close_drawer__049__step_101,11,raw,109,0
close_drawer__049__step_101,11,raw,154,0
close_drawer__049__step_101,11,corners,64,1
close_drawer__049__step_101,11,corners,109,2
close_drawer__049__step_101,11,corners,154,2
close_drawer__049__step_101,11,gaussian,64,14
close_drawer__049__step_101,11,gaussian,109,24
close_drawer__049__step_101,11,gaussian,154,25
close_drawer__049__step_101,11,both,64,14
close_drawer__049__step_101,11,both,109,24
close_drawer__049__step_101,11,both,154,26
close_drawer__049__step_101,7,raw,64,0
close_drawer__049__step_101,7,raw,109,0
close_drawer__049__step_101,7,raw,154,0
close_drawer__049__step_101,7,corners,64,2
close_drawer__049__step_101,7,corners,109,2
close_drawer__049__step_101,7,corners,154,4
close_drawer__049__step_101,7,gaussian,64,16
close_drawer__049__step_101,7,gaussian,109,25
close_drawer__049__step_101,7,gaussian,154,24
close_drawer__049__step_101,7,both,64,16
close_drawer__049__step_101,7,both,109,26
close_drawer__049__step_101,7,both,154,23
pick_coke_can__001__step_008,11,raw,64,0
pick_coke_can__001__step_008,11,raw,109,0
pick_coke_can__001__step_008,11,raw,154,0
pick_coke_can__001__step_008,11,corners,64,0
pick_coke_can__001__step_008,11,corners,109,1
pick_coke_can__001__step_008,11,corners,154,2
pick_coke_can__001__step_008,11,gaussian,64,20
pick_coke_can__001__step_008,11,gaussian,109,28
pick_coke_can__001__step_008,11,gaussian,154,31
pick_coke_can__001__step_008,11,both,64,20
pick_coke_can__001__step_008,11,both,109,28
pick_coke_can__001__step_008,11,both,154,31
pick_coke_can__001__step_008,7,raw,64,0
pick_coke_can__001__step_008,7,raw,109,0
pick_coke_can__001__step_008,7,raw,154,0
pick_coke_can__001__step_008,7,corners,64,1
pick_coke_can__001__step_008,7,corners,109,3
pick_coke_can__001__step_008,7,corners,154,3
pick_coke_can__001__step_008,7,gaussian,64,14
pick_coke_can__001__step_008,7,gaussian,109,20
pick_coke_can__001__step_008,7,gaussian,154,34
pick_coke_can__001__step_008,7,both,64,15
pick_coke_can__001__step_008,7,both,109,21
pick_coke_can__001__step_008,7,both,154,34
pick_coke_can__001__step_040,11,raw,64,0
pick_coke_can__001__step_040,11,raw,109,0
pick_coke_can__001__step_040,11,raw,154,0
pick_coke_can__001__step_040,11,corners,64,0
pick_coke_can__001__step_040,11,corners,109,0
pick_coke_can__001__step_040,11,corners,154,2
pick_coke_can__001__step_040,11,gaussian,64,10
pick_coke_can__001__step_040,11,gaussian,109,22
pick_coke_can__001__step_040,11,gaussian,154,24
pick_coke_can__001__step_040,11,both,64,10
pick_coke_can__001__step_040,11,both,109,22
pick_coke_can__001__step_040,11,both,154,24
pick_coke_can__001__step_040,7,raw,64,0
pick_coke_can__001__step_040,7,raw,109,0
pick_coke_can__001__step_040,7,raw,154,0
pick_coke_can__001__step_040,7,corners,64,1
pick_coke_can__001__step_040,7,corners,109,3
pick_coke_can__001__step_040,7,corners,154,3
pick_coke_can__001__step_040,7,gaussian,64,12
pick_coke_can__001__step_040,7,gaussian,109,15
pick_coke_can__001__step_040,7,gaussian,154,28
pick_coke_can__001__step_040,7,both,64,13
pick_coke_can__001__step_040,7,both,109,15
pick_coke_can__001__step_040,7,both,154,29
pick_coke_can__001__step_071,11,raw,64,0
pick_coke_can__001__step_071,11,raw,109,0
pick_coke_can__001__step_071,11,raw,154,0
pick_coke_can__001__step_071,11,corners,64,0
pick_coke_can__001__step_071,11,corners,109,0
pick_coke_can__001__step_071,11,corners,154,2
pick_coke_can__001__step_071,11,gaussian,64,8
pick_coke_can__001__step_071,11,gaussian,109,22
pick_coke_can__001__step_071,11,gaussian,154,25
pick_coke_can__001__step_071,11,both,64,8
pick_coke_can__001__step_071,11,both,109,21
pick_coke_can__001__step_071,11,both,154,25
pick_coke_can__001__step_071,7,raw,64,0
pick_coke_can__001__step_071,7,raw,109,0
pick_coke_can__001__step_071,7,raw,154,0
pick_coke_can__001__step_071,7,corners,64,1
pick_coke_can__001__step_071,7,corners,109,2
pick_coke_can__001__step_071,7,corners,154,3
pick_coke_can__001__step_071,7,gaussian,64,11
pick_coke_can__001__step_071,7,gaussian,109,14
pick_coke_can__001__step_071,7,gaussian,154,27
pick_coke_can__001__step_071,7,both,64,11
pick_coke_can__001__step_071,7,both,109,16
pick_coke_can__001__step_071,7,both,154,27
pick_coke_can__003__step_008,11,raw,64,0
pick_coke_can__003__step_008,11,raw,109,0
pick_coke_can__003__step_008,11,raw,154,0
pick_coke_can__003__step_008,11,corners,64,1
pick_coke_can__003__step_008,11,corners,109,2
pick_coke_can__003__step_008,11,corners,154,4
pick_coke_can__003__step_008,11,gaussian,64,13
pick_coke_can__003__step_008,11,gaussian,109,22
pick_coke_can__003__step_008,11,gaussian,154,26
pick_coke_can__003__step_008,11,both,64,14
pick_coke_can__003__step_008,11,both,109,23
pick_coke_can__003__step_008,11,both,154,26
pick_coke_can__003__step_008,7,raw,64,0
pick_coke_can__003__step_008,7,raw,109,0
pick_coke_can__003__step_008,7,raw,154,0
pick_coke_can__003__step_008,7,corners,64,1
pick_coke_can__003__step_008,7,corners,109,4
pick_coke_can__003__step_008,7,corners,154,4
pick_coke_can__003__step_008,7,gaussian,64,13
pick_coke_can__003__step_008,7,gaussian,109,21
pick_coke_can__003__step_008,7,gaussian,154,22
pick_coke_can__003__step_008,7,both,64,14
pick_coke_can__003__step_008,7,both,109,21
pick_coke_can__003__step_008,7,both,154,21
pick_coke_can__003__step_040,11,raw,64,0
pick_coke_can__003__step_040,11,raw,109,0
pick_coke_can__003__step_040,11,raw,154,0
pick_coke_can__003__step_040,11,corners,64,0
pick_coke_can__003__step_040,11,corners,109,1
pick_coke_can__003__step_040,11,corners,154,3
pick_coke_can__003__step_040,11,gaussian,64,16
pick_coke_can__003__step_040,11,gaussian,109,23
pick_coke_can__003__step_040,11,gaussian,154,26
pick_coke_can__003__step_040,11,both,64,16
pick_coke_can__003__step_040,11,both,109,23
pick_coke_can__003__step_040,11,both,154,26
pick_coke_can__003__step_040,7,raw,64,0
pick_coke_can__003__step_040,7,raw,109,0
pick_coke_can__003__step_040,7,raw,154,0
pick_coke_can__003__step_040,7,corners,64,1
pick_coke_can__003__step_040,7,corners,109,3
pick_coke_can__003__step_040,7,corners,154,3
pick_coke_can__003__step_040,7,gaussian,64,11
pick_coke_can__003__step_040,7,gaussian,109,21
pick_coke_can__003__step_040,7,gaussian,154,29
pick_coke_can__003__step_040,7,both,64,10
pick_coke_can__003__step_040,7,both,109,22
pick_coke_can__003__step_040,7,both,154,28
pick_coke_can__003__step_071,11,raw,64,0
pick_coke_can__003__step_071,11,raw,109,0
pick_coke_can__003__step_071,11,raw,154,0
pick_coke_can__003__step_071,11,corners,64,0
pick_coke_can__003__step_071,11,corners,109,1
pick_coke_can__003__step_071,11,corners,154,3
pick_coke_can__003__step_071,11,gaussian,64,16
pick_coke_can__003__step_071,11,gaussian,109,23
pick_coke_can__003__step_071,11,gaussian,154,22
pick_coke_can__003__step_071,11,both,64,16
pick_coke_can__003__step_071,11,both,109,23
pick_coke_can__003__step_071,11,both,154,22
pick_coke_can__003__step_071,7,raw,64,0
pick_coke_can__003__step_071,7,raw,109,0
pick_coke_can__003__step_071,7,raw,154,0
pick_coke_can__003__step_071,7,corners,64,1
pick_coke_can__003__step_071,7,corners,109,3
pick_coke_can__003__step_071,7,corners,154,3
pick_coke_can__003__step_071,7,gaussian,64,10
pick_coke_can__003__step_071,7,gaussian,109,22
pick_coke_can__003__step_071,7,gaussian,154,25
pick_coke_can__003__step_071,7,both,64,12
pick_coke_can__003__step_071,7,both,109,22
pick_coke_can__003__step_071,7,both,154,25
pick_coke_can__030__step_008,11,raw,64,0
pick_coke_can__030__step_008,11,raw,109,0
pick_coke_can__030__step_008,11,raw,154,0
pick_coke_can__030__step_008,11,corners,64,1
pick_coke_can__030__step_008,11,corners,109,3
pick_coke_can__030__step_008,11,corners,154,4
pick_coke_can__030__step_008,11,gaussian,64,14
pick_coke_can__030__step_008,11,gaussian,109,23
pick_coke_can__030__step_008,11,gaussian,154,25
pick_coke_can__030__step_008,11,both,64,14
pick_coke_can__030__step_008,11,both,109,23
pick_coke_can__030__step_008,11,both,154,26
pick_coke_can__030__step_008,7,raw,64,0
pick_coke_can__030__step_008,7,raw,109,0
pick_coke_can__030__step_008,7,raw,154,0
pick_coke_can__030__step_008,7,corners,64,3
pick_coke_can__030__step_008,7,corners,109,4
pick_coke_can__030__step_008,7,corners,154,4
pick_coke_can__030__step_008,7,gaussian,64,14
pick_coke_can__030__step_008,7,gaussian,109,24
pick_coke_can__030__step_008,7,gaussian,154,30
pick_coke_can__030__step_008,7,both,64,15
pick_coke_can__030__step_008,7,both,109,23
pick_coke_can__030__step_008,7,both,154,32
pick_coke_can__030__step_040,11,raw,64,0
pick_coke_can__030__step_040,11,raw,109,0
pick_coke_can__030__step_040,11,raw,154,0
pick_coke_can__030__step_040,11,corners,64,0
pick_coke_can__030__step_040,11,corners,109,2
pick_coke_can__030__step_040,11,corners,154,3
pick_coke_can__030__step_040,11,gaussian,64,12
pick_coke_can__030__step_040,11,gaussian,109,23
pick_coke_can__030__step_040,11,gaussian,154,27
pick_coke_can__030__step_040,11,both,64,12
pick_coke_can__030__step_040,11,both,109,23
pick_coke_can__030__step_040,11,both,154,29
pick_coke_can__030__step_040,7,raw,64,0
pick_coke_can__030__step_040,7,raw,109,0
pick_coke_can__030__step_040,7,raw,154,0
pick_coke_can__030__step_040,7,corners,64,2
pick_coke_can__030__step_040,7,corners,109,3
pick_coke_can__030__step_040,7,corners,154,3
pick_coke_can__030__step_040,7,gaussian,64,17
pick_coke_can__030__step_040,7,gaussian,109,21
pick_coke_can__030__step_040,7,gaussian,154,25
pick_coke_can__030__step_040,7,both,64,17
pick_coke_can__030__step_040,7,both,109,21
pick_coke_can__030__step_040,7,both,154,25
pick_coke_can__030__step_071,11,raw,64,0
pick_coke_can__030__step_071,11,raw,109,0
pick_coke_can__030__step_071,11,raw,154,0
pick_coke_can__030__step_071,11,corners,64,1
pick_coke_can__030__step_071,11,corners,109,1
pick_coke_can__030__step_071,11,corners,154,3
pick_coke_can__030__step_071,11,gaussian,64,19
pick_coke_can__030__step_071,11,gaussian,109,21
pick_coke_can__030__step_071,11,gaussian,154,26
pick_coke_can__030__step_071,11,both,64,20
pick_coke_can__030__step_071,11,both,109,21
pick_coke_can__030__step_071,11,both,154,26
pick_coke_can__030__step_071,7,raw,64,0
pick_coke_can__030__step_071,7,raw,109,0
pick_coke_can__030__step_071,7,raw,154,0
pick_coke_can__030__step_071,7,corners,64,2
pick_coke_can__030__step_071,7,corners,109,3
pick_coke_can__030__step_071,7,corners,154,3
pick_coke_can__030__step_071,7,gaussian,64,16
pick_coke_can__030__step_071,7,gaussian,109,24
pick_coke_can__030__step_071,7,gaussian,154,27
pick_coke_can__030__step_071,7,both,64,16
pick_coke_can__030__step_071,7,both,109,24
pick_coke_can__030__step_071,7,both,154,27
pick_coke_can__059__step_008,11,raw,64,0
pick_coke_can__059__step_008,11,raw,109,0
pick_coke_can__059__step_008,11,raw,154,0
pick_coke_can__059__step_008,11,corners,64,0
pick_coke_can__059__step_008,11,corners,109,1
pick_coke_can__059__step_008,11,corners,154,3
pick_coke_can__059__step_008,11,gaussian,64,14
pick_coke_can__059__step_008,11,gaussian,109,27
pick_coke_can__059__step_008,11,gaussian,154,22
pick_coke_can__059__step_008,11,both,64,14
pick_coke_can__059__step_008,11,both,109,27
pick_coke_can__059__step_008,11,both,154,22
pick_coke_can__059__step_008,7,raw,64,0
pick_coke_can__059__step_008,7,raw,109,0
pick_coke_can__059__step_008,7,raw,154,0
pick_coke_can__059__step_008,7,corners,64,1
pick_coke_can__059__step_008,7,corners,109,3
pick_coke_can__059__step_008,7,corners,154,4
pick_coke_can__059__step_008,7,gaussian,64,11
pick_coke_can__059__step_008,7,gaussian,109,24
pick_coke_can__059__step_008,7,gaussian,154,30
pick_coke_can__059__step_008,7,both,64,12
pick_coke_can__059__step_008,7,both,109,25
pick_coke_can__059__step_008,7,both,154,28
pick_coke_can__059__step_040,11,raw,64,0
pick_coke_can__059__step_040,11,raw,109,0
pick_coke_can__059__step_040,11,raw,154,0
pick_coke_can__059__step_040,11,corners,64,0
pick_coke_can__059__step_040,11,corners,109,1
pick_coke_can__059__step_040,11,corners,154,3
pick_coke_can__059__step_040,11,gaussian,64,19
pick_coke_can__059__step_040,11,gaussian,109,22
pick_coke_can__059__step_040,11,gaussian,154,21
pick_coke_can__059__step_040,11,both,64,18
pick_coke_can__059__step_040,11,both,109,22
pick_coke_can__059__step_040,11,both,154,21
pick_coke_can__059__step_040,7,raw,64,0
pick_coke_can__059__step_040,7,raw,109,0
pick_coke_can__059__step_040,7,raw,154,0
pick_coke_can__059__step_040,7,corners,64,2
pick_coke_can__059__step_040,7,corners,109,3
pick_coke_can__059__step_040,7,corners,154,3
pick_coke_can__059__step_040,7,gaussian,64,13
pick_coke_can__059__step_040,7,gaussian,109,24
pick_coke_can__059__step_040,7,gaussian,154,25
pick_coke_can__059__step_040,7,both,64,15
pick_coke_can__059__step_040,7,both,109,23
pick_coke_can__059__step_040,7,both,154,24
pick_coke_can__059__step_071,11,raw,64,0
pick_coke_can__059__step_071,11,raw,109,0
pick_coke_can__059__step_071,11,raw,154,0
pick_coke_can__059__step_071,11,corners,64,1
pick_coke_can__059__step_071,11,corners,109,1
pick_coke_can__059__step_071,11,corners,154,3
pick_coke_can__059__step_071,11,gaussian,64,15
pick_coke_can__059__step_071,11,gaussian,109,22
pick_coke_can__059__step_071,11,gaussian,154,26
pick_coke_can__059__step_071,11,both,64,16
pick_coke_can__059__step_071,11,both,109,21
pick_coke_can__059__step_071,11,both,154,26
pick_coke_can__059__step_071,7,raw,64,0
pick_coke_can__059__step_071,7,raw,109,0
pick_coke_can__059__step_071,7,raw,154,0
pick_coke_can__059__step_071,7,corners,64,2
pick_coke_can__059__step_071,7,corners,109,3
pick_coke_can__059__step_071,7,corners,154,3
pick_coke_can__059__step_071,7,gaussian,64,14
pick_coke_can__059__step_071,7,gaussian,109,27
pick_coke_can__059__step_071,7,gaussian,154,27
pick_coke_can__059__step_071,7,both,64,14
pick_coke_can__059__step_071,7,both,109,25
pick_coke_can__059__step_071,7,both,154,28
pick_coke_can__095__step_008,11,raw,64,0
pick_coke_can__095__step_008,11,raw,109,0
pick_coke_can__095__step_008,11,raw,154,0
pick_coke_can__095__step_008,11,corners,64,0
pick_coke_can__095__step_008,11,corners,109,2
pick_coke_can__095__step_008,11,corners,154,4
pick_coke_can__095__step_008,11,gaussian,64,12
pick_coke_can__095__step_008,11,gaussian,109,21
pick_coke_can__095__step_008,11,gaussian,154,21
pick_coke_can__095__step_008,11,both,64,12
pick_coke_can__095__step_008,11,both,109,21
pick_coke_can__095__step_008,11,both,154,21
pick_coke_can__095__step_008,7,raw,64,0
pick_coke_can__095__step_008,7,raw,109,0
pick_coke_can__095__step_008,7,raw,154,0
pick_coke_can__095__step_008,7,corners,64,2
pick_coke_can__095__step_008,7,corners,109,4
pick_coke_can__095__step_008,7,corners,154,4
pick_coke_can__095__step_008,7,gaussian,64,12
pick_coke_can__095__step_008,7,gaussian,109,19
pick_coke_can__095__step_008,7,gaussian,154,19
pick_coke_can__095__step_008,7,both,64,13
pick_coke_can__095__step_008,7,both,109,18
pick_coke_can__095__step_008,7,both,154,21
pick_coke_can__095__step_040,11,raw,64,0
pick_coke_can__095__step_040,11,raw,109,0
pick_coke_can__095__step_040,11,raw,154,0
pick_coke_can__095__step_040,11,corners,64,1
pick_coke_can__095__step_040,11,corners,109,2
pick_coke_can__095__step_040,11,corners,154,3
pick_coke_can__095__step_040,11,gaussian,64,11
pick_coke_can__095__step_040,11,gaussian,109,19
pick_coke_can__095__step_040,11,gaussian,154,33
pick_coke_can__095__step_040,11,both,64,12
pick_coke_can__095__step_040,11,both,109,19
pick_coke_can__095__step_040,11,both,154,35
pick_coke_can__095__step_040,7,raw,64,0
pick_coke_can__095__step_040,7,raw,109,0
pick_coke_can__095__step_040,7,raw,154,0
pick_coke_can__095__step_040,7,corners,64,2
pick_coke_can__095__step_040,7,corners,109,3
pick_coke_can__095__step_040,7,corners,154,3
pick_coke_can__095__step_040,7,gaussian,64,13
pick_coke_can__095__step_040,7,gaussian,109,26
pick_coke_can__095__step_040,7,gaussian,154,28
pick_coke_can__095__step_040,7,both,64,14
pick_coke_can__095__step_040,7,both,109,26
pick_coke_can__095__step_040,7,both,154,28
pick_coke_can__095__step_071,11,raw,64,0
pick_coke_can__095__step_071,11,raw,109,0
pick_coke_can__095__step_071,11,raw,154,0
pick_coke_can__095__step_071,11,corners,64,2
pick_coke_can__095__step_071,11,corners,109,2
pick_coke_can__095__step_071,11,corners,154,3
pick_coke_can__095__step_071,11,gaussian,64,14
pick_coke_can__095__step_071,11,gaussian,109,19
pick_coke_can__095__step_071,11,gaussian,154,31
pick_coke_can__095__step_071,11,both,64,14
pick_coke_can__095__step_071,11,both,109,20
pick_coke_can__095__step_071,11,both,154,31
pick_coke_can__095__step_071,7,raw,64,0
pick_coke_can__095__step_071,7,raw,109,0
pick_coke_can__095__step_071,7,raw,154,0
pick_coke_can__095__step_071,7,corners,64,2
pick_coke_can__095__step_071,7,corners,109,3
pick_coke_can__095__step_071,7,corners,154,3
pick_coke_can__095__step_071,7,gaussian,64,11
pick_coke_can__095__step_071,7,gaussian,109,25
pick_coke_can__095__step_071,7,gaussian,154,33
pick_coke_can__095__step_071,7,both,64,12
pick_coke_can__095__step_071,7,both,109,25
pick_coke_can__095__step_071,7,both,154,33
move_near__000__step_008,11,raw,64,0
move_near__000__step_008,11,raw,109,0
move_near__000__step_008,11,raw,154,0
move_near__000__step_008,11,corners,64,0
move_near__000__step_008,11,corners,109,0
move_near__000__step_008,11,corners,154,2
move_near__000__step_008,11,gaussian,64,8
move_near__000__step_008,11,gaussian,109,21
move_near__000__step_008,11,gaussian,154,18
move_near__000__step_008,11,both,64,8
move_near__000__step_008,11,both,109,21
move_near__000__step_008,11,both,154,18
move_near__000__step_008,7,raw,64,0
move_near__000__step_008,7,raw,109,0
move_near__000__step_008,7,raw,154,0
move_near__000__step_008,7,corners,64,1
move_near__000__step_008,7,corners,109,2
move_near__000__step_008,7,corners,154,4
move_near__000__step_008,7,gaussian,64,12
move_near__000__step_008,7,gaussian,109,22
move_near__000__step_008,7,gaussian,154,28
move_near__000__step_008,7,both,64,12
move_near__000__step_008,7,both,109,22
move_near__000__step_008,7,both,154,27
move_near__000__step_040,11,raw,64,0
move_near__000__step_040,11,raw,109,0
move_near__000__step_040,11,raw,154,0
move_near__000__step_040,11,corners,64,0
move_near__000__step_040,11,corners,109,0
move_near__000__step_040,11,corners,154,2
move_near__000__step_040,11,gaussian,64,13
move_near__000__step_040,11,gaussian,109,24
move_near__000__step_040,11,gaussian,154,23
move_near__000__step_040,11,both,64,13
move_near__000__step_040,11,both,109,24
move_near__000__step_040,11,both,154,23
move_near__000__step_040,7,raw,64,0
move_near__000__step_040,7,raw,109,0
move_near__000__step_040,7,raw,154,0
move_near__000__step_040,7,corners,64,1
move_near__000__step_040,7,corners,109,2
move_near__000__step_040,7,corners,154,2
move_near__000__step_040,7,gaussian,64,15
move_near__000__step_040,7,gaussian,109,29
move_near__000__step_040,7,gaussian,154,31
move_near__000__step_040,7,both,64,17
move_near__000__step_040,7,both,109,30
move_near__000__step_040,7,both,154,32
move_near__000__step_071,11,raw,64,0
move_near__000__step_071,11,raw,109,0
move_near__000__step_071,11,raw,154,0
move_near__000__step_071,11,corners,64,0
move_near__000__step_071,11,corners,109,0
move_near__000__step_071,11,corners,154,2
move_near__000__step_071,11,gaussian,64,15
move_near__000__step_071,11,gaussian,109,19
move_near__000__step_071,11,gaussian,154,28
move_near__000__step_071,11,both,64,15
move_near__000__step_071,11,both,109,19
move_near__000__step_071,11,both,154,28
move_near__000__step_071,7,raw,64,0
move_near__000__step_071,7,raw,109,0
move_near__000__step_071,7,raw,154,0
move_near__000__step_071,7,corners,64,1
move_near__000__step_071,7,corners,109,2
move_near__000__step_071,7,corners,154,2
move_near__000__step_071,7,gaussian,64,17
move_near__000__step_071,7,gaussian,109,21
move_near__000__step_071,7,gaussian,154,29
move_near__000__step_071,7,both,64,18
move_near__000__step_071,7,both,109,20
move_near__000__step_071,7,both,154,28
move_near__001__step_008,11,raw,64,0
move_near__001__step_008,11,raw,109,0
move_near__001__step_008,11,raw,154,0
move_near__001__step_008,11,corners,64,1
move_near__001__step_008,11,corners,109,1
move_near__001__step_008,11,corners,154,2
move_near__001__step_008,11,gaussian,64,15
move_near__001__step_008,11,gaussian,109,24
move_near__001__step_008,11,gaussian,154,25
move_near__001__step_008,11,both,64,15
move_near__001__step_008,11,both,109,24
move_near__001__step_008,11,both,154,25
move_near__001__step_008,7,raw,64,0
move_near__001__step_008,7,raw,109,0
move_near__001__step_008,7,raw,154,0
move_near__001__step_008,7,corners,64,2
move_near__001__step_008,7,corners,109,3
move_near__001__step_008,7,corners,154,3
move_near__001__step_008,7,gaussian,64,14
move_near__001__step_008,7,gaussian,109,25
move_near__001__step_008,7,gaussian,154,32
move_near__001__step_008,7,both,64,15
move_near__001__step_008,7,both,109,25
move_near__001__step_008,7,both,154,31
move_near__001__step_040,11,raw,64,0
move_near__001__step_040,11,raw,109,0
move_near__001__step_040,11,raw,154,0
move_near__001__step_040,11,corners,64,0
move_near__001__step_040,11,corners,109,1
move_near__001__step_040,11,corners,154,2
move_near__001__step_040,11,gaussian,64,13
move_near__001__step_040,11,gaussian,109,23
move_near__001__step_040,11,gaussian,154,16
move_near__001__step_040,11,both,64,13
move_near__001__step_040,11,both,109,23
move_near__001__step_040,11,both,154,17
move_near__001__step_040,7,raw,64,0
move_near__001__step_040,7,raw,109,0
move_near__001__step_040,7,raw,154,0
move_near__001__step_040,7,corners,64,1
move_near__001__step_040,7,corners,109,2
move_near__001__step_040,7,corners,154,4
move_near__001__step_040,7,gaussian,64,14
move_near__001__step_040,7,gaussian,109,21
move_near__001__step_040,7,gaussian,154,25
move_near__001__step_040,7,both,64,13
move_near__001__step_040,7,both,109,20
move_near__001__step_040,7,both,154,25
move_near__001__step_071,11,raw,64,0
move_near__001__step_071,11,raw,109,0
move_near__001__step_071,11,raw,154,0
move_near__001__step_071,11,corners,64,0
move_near__001__step_071,11,corners,109,1
move_near__001__step_071,11,corners,154,2
move_near__001__step_071,11,gaussian,64,13
move_near__001__step_071,11,gaussian,109,21
move_near__001__step_071,11,gaussian,154,16
move_near__001__step_071,11,both,64,13
move_near__001__step_071,11,both,109,21
move_near__001__step_071,11,both,154,16
move_near__001__step_071,7,raw,64,0
move_near__001__step_071,7,raw,109,0
move_near__001__step_071,7,raw,154,0
move_near__001__step_071,7,corners,64,1
move_near__001__step_071,7,corners,109,2
move_near__001__step_071,7,corners,154,3
move_near__001__step_071,7,gaussian,64,12
move_near__001__step_071,7,gaussian,109,20
move_near__001__step_071,7,gaussian,154,21
move_near__001__step_071,7,both,64,15
move_near__001__step_071,7,both,109,20
move_near__001__step_071,7,both,154,22
move_near__002__step_008,11,raw,64,0
move_near__002__step_008,11,raw,109,0
move_near__002__step_008,11,raw,154,0
move_near__002__step_008,11,corners,64,1
move_near__002__step_008,11,corners,109,1
move_near__002__step_008,11,corners,154,2
move_near__002__step_008,11,gaussian,64,14
move_near__002__step_008,11,gaussian,109,24
move_near__002__step_008,11,gaussian,154,22
move_near__002__step_008,11,both,64,15
move_near__002__step_008,11,both,109,25
move_near__002__step_008,11,both,154,22
move_near__002__step_008,7,raw,64,0
move_near__002__step_008,7,raw,109,0
move_near__002__step_008,7,raw,154,0
move_near__002__step_008,7,corners,64,2
move_near__002__step_008,7,corners,109,3
move_near__002__step_008,7,corners,154,3
move_near__002__step_008,7,gaussian,64,18
move_near__002__step_008,7,gaussian,109,24
move_near__002__step_008,7,gaussian,154,27
move_near__002__step_008,7,both,64,19
move_near__002__step_008,7,both,109,26
move_near__002__step_008,7,both,154,28
move_near__002__step_040,11,raw,64,0
move_near__002__step_040,11,raw,109,0
move_near__002__step_040,11,raw,154,0
move_near__002__step_040,11,corners,64,0
move_near__002__step_040,11,corners,109,1
move_near__002__step_040,11,corners,154,1
move_near__002__step_040,11,gaussian,64,15
move_near__002__step_040,11,gaussian,109,17
move_near__002__step_040,11,gaussian,154,21
move_near__002__step_040,11,both,64,15
move_near__002__step_040,11,both,109,17
move_near__002__step_040,11,both,154,21
move_near__002__step_040,7,raw,64,0
move_near__002__step_040,7,raw,109,0
move_near__002__step_040,7,raw,154,0
move_near__002__step_040,7,corners,64,2
move_near__002__step_040,7,corners,109,2
move_near__002__step_040,7,corners,154,3
move_near__002__step_040,7,gaussian,64,20
move_near__002__step_040,7,gaussian,109,22
move_near__002__step_040,7,gaussian,154,31
move_near__002__step_040,7,both,64,20
move_near__002__step_040,7,both,109,23
move_near__002__step_040,7,both,154,29
move_near__002__step_071,11,raw,64,0
move_near__002__step_071,11,raw,109,0
move_near__002__step_071,11,raw,154,0
move_near__002__step_071,11,corners,64,0
move_near__002__step_071,11,corners,109,1
move_near__002__step_071,11,corners,154,1
move_near__002__step_071,11,gaussian,64,13
move_near__002__step_071,11,gaussian,109,21
move_near__002__step_071,11,gaussian,154,21
move_near__002__step_071,11,both,64,13
move_near__002__step_071,11,both,109,21
move_near__002__step_071,11,both,154,21
move_near__002__step_071,7,raw,64,0
move_near__002__step_071,7,raw,109,0
move_near__002__step_071,7,raw,154,0
move_near__002__step_071,7,corners,64,2
move_near__002__step_071,7,corners,109,2
move_near__002__step_071,7,corners,154,3
move_near__002__step_071,7,gaussian,64,18
move_near__002__step_071,7,gaussian,109,22
move_near__002__step_071,7,gaussian,154,30
move_near__002__step_071,7,both,64,20
move_near__002__step_071,7,both,109,22
move_near__002__step_071,7,both,154,30
move_near__031__step_008,11,raw,64,0
move_near__031__step_008,11,raw,109,0
