task,seed,lambda_0,lambda_0.1,lambda_0.15,lambda_0.2,lambda_0.25,lambda_0.3,lambda_0.35,lambda_0.4,lambda_0.45,lambda_0.5,lambda_0.55,lambda_0.6,lambda_0.75
widowx_spoon_on_towel,4,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,5,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,6,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,7,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,8,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,9,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,10,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,11,0,0,0,0,0,0,0,0,0,1,0,0,0
widowx_spoon_on_towel,12,0,0,0,1,0,0,0,0,1,0,0,1,0
widowx_spoon_on_towel,13,0,0,0,0,0,0,1,0,0,0,0,0,0
widowx_spoon_on_towel,14,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,15,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,16,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,17,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,18,0,0,0,0,0,0,0,0,1,0,0,0,0
widowx_spoon_on_towel,19,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,20,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,21,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,22,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,23,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,24,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,25,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,26,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,27,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,28,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,29,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,30,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,31,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,32,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,33,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,34,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,35,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,36,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,37,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,38,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,39,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,40,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,41,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,42,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,43,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,44,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,45,0,0,0,0,0,0,0,0,1,0,1,0,0
widowx_spoon_on_towel,46,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,47,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,48,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,49,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,50,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,51,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,52,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,53,0,0,0,0,0,0,1,0,0,0,0,0,0
widowx_spoon_on_towel,54,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,55,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,56,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,57,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,58,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,59,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,60,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,61,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,62,0,0,0,0,0,0,0,0,0,0,0,0,1
widowx_spoon_on_towel,63,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,64,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,65,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,66,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,67,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,68,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,69,0,0,0,0,0,1,1,0,0,0,0,0,0
widowx_spoon_on_towel,70,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,71,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,72,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,73,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,74,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,75,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,76,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,77,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,78,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,79,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,80,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,81,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,82,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,83,0,0,0,0,0,0,1,0,0,0,0,0,0
widowx_spoon_on_towel,84,0,0,0,0,0,0,0,0,1,0,0,0,0
widowx_spoon_on_towel,85,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,86,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,87,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,88,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,89,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,90,0,0,0,0,0,0,0,0,1,0,0,0,1
widowx_spoon_on_towel,91,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,92,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,93,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,94,0,0,0,0,0,0,0,0,0,0,0,0,1
widowx_spoon_on_towel,95,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,96,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,97,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,98,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_spoon_on_towel,99,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,0,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,1,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,2,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,3,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,4,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,5,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,6,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,7,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,8,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,9,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,10,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,11,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,12,0,1,1,0,0,0,0,0,0,0,1,0,0
widowx_stack_cube,13,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,14,0,1,1,0,0,0,0,0,0,0,1,0,0
widowx_stack_cube,15,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,16,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,17,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,18,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,19,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,20,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,21,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,22,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,23,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,24,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,25,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,26,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,27,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,28,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,29,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,30,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,31,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,32,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,33,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,34,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,35,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,36,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,37,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,38,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,39,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,40,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,41,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,42,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,43,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,44,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,45,0,1,1,0,0,0,0,0,0,0,1,0,0
widowx_stack_cube,46,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,47,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,48,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,49,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,50,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,51,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,52,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,53,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,54,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,55,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,56,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,57,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,58,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,59,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,60,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,61,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,62,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,63,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,64,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,65,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,66,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,67,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,68,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,69,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,70,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,71,0,1,1,0,0,0,0,0,0,0,1,0,0
widowx_stack_cube,72,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,73,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,74,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,75,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,76,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,77,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,78,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,79,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,80,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,81,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,82,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,83,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,84,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,85,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,86,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,87,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,88,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,89,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,90,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,91,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,92,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,93,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,94,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,95,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,96,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,97,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,98,0,0,0,0,0,0,0,0,0,0,0,0,0
widowx_stack_cube,99,0,0,0,0,0,0,0,0,0,0,0,0,0
