split,task,seed,layer,top_alignment,top_minus_random,synonym_residual_cosine,target_residual_cosine,semantic_separation,synonym_mask_jaccard,target_mask_jaccard,mask_jaccard_separation
exploration,move_near,98,29,0.25342520448743305,0.16412158825492967,0.9510146656241862,0.9688233535095091,-0.017808687885322787,0.9143184421534937,0.9041202296521446,0.01019821250134915
exploration,move_near,98,30,0.1929163119635454,0.10361269573104204,0.9891233316929666,0.9842537246535948,0.004869607039371855,0.9385964912280702,0.927485380116959,0.011111111111111108
exploration,move_near,98,31,0.2877661584360775,0.19846254220357418,0.8790898956647326,0.9621745161630395,-0.0830846204983069,0.9292615596963424,0.9074036361990746,0.021857923497267746
exploration,move_near,99,0,0.25343355409330287,0.22432244859601322,1.0,1.0,0.0,1.0,1.0,0.0
exploration,move_near,99,1,0.24477213948697715,0.21566103398968753,0.9993245523519522,0.9993519063777287,-2.7354025776619533e-05,0.9844961240310077,0.9761904761904763,0.00830564784053156
exploration,move_near,99,2,0.14616050651196247,0.11704940101467283,0.9426259099743125,0.9459119816436314,-0.0032860716693188983,0.9178294573643412,0.8787878787878788,0.03904157857646232
exploration,move_near,99,3,0.2720377581429023,0.24292665264561264,0.995429188822203,0.9892859066552003,0.006143282167002735,0.9844961240310077,0.9696969696969697,0.014799154334038075
exploration,move_near,99,4,0.3115963930340538,0.2824852875367642,0.9383679255752871,0.9783103459438234,-0.03994242036853616,0.8940199335548172,0.960686600221484,-0.06666666666666665
exploration,move_near,99,5,0.2575171815300626,0.22840607603277296,0.9526966313362233,0.9931711073340602,-0.04047447599783701,0.960686600221484,0.9761904761904763,-0.01550387596899224
exploration,move_near,99,6,0.313493284211115,0.2843821787138254,1.0,0.8553963531259354,0.14460364687406455,1.0,0.8025078369905957,0.19749216300940442
exploration,move_near,99,7,0.29576721798053246,0.2666561124832428,0.9874074772398528,0.8449650754193261,0.14244240182052678,0.9844961240310077,0.85705329153605,0.1274428324949576
exploration,move_near,99,8,0.19069272248393346,0.16158161698664386,0.8803793680553974,0.7843788804495745,0.09600048760582292,0.9178294573643412,0.85705329153605,0.060776165828290964
exploration,move_near,99,9,0.19899537604275627,0.16988427054546665,0.897621266164237,0.8133741659231761,0.08424710024106084,0.8940199335548172,0.6909237688847885,0.20309616467002897
exploration,move_near,99,10,0.24155562793385102,0.2124445224365614,0.876488081401737,0.7985377954145833,0.07795028598715366,0.8246753246753246,0.7970073404856013,0.02766798418972331
exploration,move_near,99,11,0.2519678983793744,0.2228567928820848,0.8773847147250001,0.8037670671331103,0.07361764759188978,0.9333333333333332,0.7407592407592407,0.1925740925740926
exploration,move_near,99,12,0.17041683978498934,0.1413057342876997,0.9268455789127835,0.7508845965667493,0.17596098234603416,0.903030303030303,0.7888888888888889,0.11414141414141414
exploration,move_near,99,13,0.2258778706008426,0.19676676510355295,0.9720790090975999,0.9004091596936954,0.07166984940390449,0.960686600221484,0.7375727720555307,0.2231138281659533
exploration,move_near,99,14,0.17785101707741138,0.14873991158012176,0.7477805640830262,0.7240850062827616,0.023695557800264482,0.8718524458700884,0.632967032967033,0.23888541290305523
exploration,move_near,99,15,0.17497256396680783,0.1458614584695182,0.9353064200350043,0.7698932557965836,0.1654131642384207,0.945887445887446,0.761888881478023,0.18399856440942283
exploration,move_near,99,16,0.1449244106610628,0.1158133051637732,0.9641576316875486,0.832605110607104,0.1315525210804447,0.8940199335548172,0.6806896551724139,0.2133302783824035
exploration,move_near,99,17,0.1273834906189513,0.09827238512166168,0.9098346453636398,0.7582893730081541,0.15154527235548565,0.8940199335548172,0.7040229885057471,0.1899969450490702
exploration,move_near,99,18,0.16256508953486962,0.13345398403758,0.8323312369271539,0.7682309005583859,0.06410033636876815,0.8650793650793651,0.5775910364145659,0.2874883286647993
exploration,move_near,99,19,0.10209254893135439,0.07298144343406475,0.9687136702785651,0.963008748399762,0.005704921878803115,0.8650793650793651,0.8650793650793651,0.0
exploration,move_near,99,20,0.08404959510631087,0.05493848960902122,0.9636143016264945,0.8021257175806996,0.16148858404579483,0.960686600221484,0.742911877394636,0.21777472282684796
exploration,move_near,99,21,0.1500126616078463,0.12090155611055664,0.9652046869362064,0.8328392406420457,0.1323654462941607,0.9761904761904763,0.7883664228491813,0.18782405334129473
