state_id,task,seed,step,partner_layer,alpha,m_t,l11_success,vanilla_success,paired_group,l11_group,mask_jaccard_l11,mean_lost_l11_tokens,mean_new_partner_tokens,lost_l11_fraction,components,component_change_l11,isolated_ratio,isolated_change_l11,largest_component_ratio,largest_change_l11,score_cosine_l11,rank_correlation_l11,target_response,target_response_l11,target_response_change,target_mask_response,target_correct_both
google_robot_move_near__seed000__step008,move_near,0,8,5,0.5,43,1,1,stable_success,success,0.8297872340425532,4,4,0.09302325581395349,10,1,0.16279069767441862,0.06976744186046513,0.7441860465116279,0.046511627906976716,0.977895019163445,0.9848942835889218,0.03552578378484159,0.043906901179143074,-0.00838111739430148,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,6,0.9,43,1,1,stable_success,success,1.0,0,0,0.0,9,0,0.09302325581395349,0.0,0.6976744186046512,0.0,0.9997466142671151,0.9995551041428241,0.043546840201063086,0.043906901179143074,-0.0003600609780799874,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,6,0.75,43,1,1,stable_success,success,0.9545454545454546,1,1,0.023255813953488372,9,0,0.11627906976744186,0.023255813953488372,0.7209302325581395,0.023255813953488302,0.9979128432989297,0.9983248455024032,0.04285554918645072,0.043906901179143074,-0.001051351992692351,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,6,0.5,43,1,1,stable_success,success,0.9545454545454546,1,1,0.023255813953488372,9,0,0.11627906976744186,0.023255813953488372,0.7209302325581395,0.023255813953488302,0.9854615287986394,0.9934274147402151,0.04099678503386484,0.043906901179143074,-0.002910116145278231,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,7,0.9,43,1,1,stable_success,success,0.9545454545454546,1,1,0.023255813953488372,8,-1,0.06976744186046512,-0.023255813953488372,0.6976744186046512,0.0,0.9994701509373407,0.9989349679560539,0.04393716123343389,0.043906901179143074,3.0260054290819072e-05,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,7,0.75,43,1,1,stable_success,success,0.9545454545454546,1,1,0.023255813953488372,8,-1,0.06976744186046512,-0.023255813953488372,0.6976744186046512,0.0,0.9958838232093457,0.9958707656214234,0.04400341449723215,0.043906901179143074,9.651331808907537e-05,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,7,0.5,43,1,1,stable_success,success,0.8695652173913043,3,3,0.06976744186046512,8,-1,0.06976744186046512,-0.023255813953488372,0.627906976744186,-0.06976744186046513,0.9752866714858488,0.9855516136415654,0.04421121430636315,0.043906901179143074,0.00030431312722007525,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,8,0.9,43,1,1,stable_success,success,0.9111111111111111,2,2,0.046511627906976744,8,-1,0.09302325581395349,0.0,0.7209302325581395,0.023255813953488302,0.998772893986721,0.9981696326390477,0.042911994898564315,0.043906901179143074,-0.0009949062805787584,0.011627906976744186,1
google_robot_move_near__seed000__step008,move_near,0,8,8,0.75,43,1,1,stable_success,success,0.8695652173913043,3,3,0.06976744186046512,8,-1,0.09302325581395349,0.0,0.6976744186046512,0.0,0.9916557464274381,0.9931026836804759,0.041340427341379715,0.043906901179143074,-0.0025664738377633584,0.011627906976744186,1
google_robot_move_near__seed000__step008,move_near,0,8,8,0.5,43,1,1,stable_success,success,0.8297872340425532,4,4,0.09302325581395349,9,0,0.06976744186046512,-0.023255813953488372,0.3953488372093023,-0.3023255813953489,0.9622218421945837,0.9795426585030897,0.03848717093888399,0.043906901179143074,-0.005419730240259081,0.011627906976744186,1
google_robot_move_near__seed000__step008,move_near,0,8,9,0.9,43,1,1,stable_success,success,0.9545454545454546,1,1,0.023255813953488372,8,-1,0.06976744186046512,-0.023255813953488372,0.6744186046511628,-0.023255813953488413,0.998980845616978,0.9965388246738384,0.04317502275689391,0.043906901179143074,-0.0007318784222491645,0.023255813953488372,1
google_robot_move_near__seed000__step008,move_near,0,8,9,0.75,43,1,1,stable_success,success,0.8695652173913043,3,3,0.06976744186046512,7,-2,0.046511627906976744,-0.046511627906976744,0.6511627906976745,-0.046511627906976716,0.9925980816967058,0.9878175783932249,0.04191736823762944,0.043906901179143074,-0.001989532941513633,0.023255813953488372,1
