partner_layer,alpha,task,states,episodes,target_control_states,target_response,target_response_change,mask_jaccard_l11,mean_lost_l11_tokens,components,component_change_l11,score_cosine_l11,rank_correlation_l11
2,0.5,move_near,30,10,3,0.03515496834135496,-0.006860890857794434,0.8566957201970303,3.3333333333333335,8.833333333333334,0.2,0.9905209432728461,0.9591700045777066
2,0.5,open_drawer,30,10,3,0.03638980789750083,-0.0023437900635433586,0.8443383850245427,2.9,5.9,0.16666666666666666,0.9921578508908837,0.9829048886091399
2,0.5,pick_coke_can,30,10,3,0.14852713782300894,-0.023418358702654712,0.88646729703322,2.033333333333333,6.7,0.3,0.9931129133971481,0.9731787880521858
2,0.75,close_drawer,15,5,0,,,0.9322894108817525,1.0,4.066666666666666,-0.13333333333333333,0.999113119663561,0.99334177347982
2,0.75,move_near,30,10,3,0.03944022037592242,-0.002575638823226971,0.9407055276802461,1.4666666666666666,8.6,-0.03333333333333333,0.9987807982874186,0.9842070315480277
2,0.75,open_drawer,30,10,3,0.03791778136820194,-0.0008158165928422549,0.9373527963775026,1.2,5.866666666666666,0.13333333333333333,0.9990609183507535,0.9942867837796594
2,0.75,pick_coke_can,30,10,3,0.1633460555552226,-0.008599440970441042,0.966424209935107,0.7,6.5,0.1,0.9991737754908164,0.9897802700846874
2,0.9,close_drawer,15,5,0,,,0.9750385393649151,0.3333333333333333,4.133333333333334,-0.06666666666666667,0.9998991422843633,0.9983972781719691
2,0.9,move_near,30,10,3,0.04111943306459088,-0.0008964261345585136,0.9824309624076965,0.43333333333333335,8.6,-0.03333333333333333,0.9998578214649482,0.9954467555504689
2,0.9,open_drawer,30,10,3,0.03845758993897095,-0.000276008022073231,0.979131683640008,0.43333333333333335,5.633333333333334,-0.1,0.9998933520453145,0.9983237726024261
2,0.9,pick_coke_can,30,10,3,0.16897832633468216,-0.0029671701909815044,0.9867035037960628,0.23333333333333334,6.366666666666666,-0.03333333333333333,0.9999059916678606,0.9971489471274889
3,0.5,close_drawer,15,5,0,,,0.8645073531601047,1.7333333333333334,4.066666666666666,-0.13333333333333333,0.9920947118896334,0.9810808632791637
3,0.5,move_near,30,10,3,0.0374667664750713,-0.004549092724078095,0.8821580683973214,2.6,8.3,-0.3333333333333333,0.9941613742923026,0.9837270160982678
3,0.5,open_drawer,30,10,3,0.03443569154781581,-0.00429790641322838,0.8523912057663818,2.7333333333333334,5.733333333333333,0.0,0.9926052552170781,0.9836254243915462
3,0.5,pick_coke_can,30,10,3,0.150622714267068,-0.02132278225859564,0.9393281793267882,1.1666666666666667,6.5,0.1,0.9973136731347242,0.9883907930876631
3,0.75,close_drawer,15,5,0,,,0.9449009057185095,0.7333333333333333,3.933333333333333,-0.26666666666666666,0.9990135645866708,0.9943553063248645
3,0.75,move_near,30,10,3,0.040343416030175924,-0.0016724431689734698,0.9426651428234317,1.2666666666666666,8.466666666666667,-0.16666666666666666,0.9992673966235597,0.9953083514534217
3,0.75,open_drawer,30,10,3,0.03717856737176597,-0.0015550305892782213,0.9314635901175266,1.2666666666666666,5.433333333333334,-0.3,0.9990776273777467,0.9952354657816432
3,0.75,pick_coke_can,30,10,3,0.1641797082684992,-0.007765788257164438,0.9750452364899901,0.4666666666666667,6.4,0.0,0.9996746062193188,0.9966347657740137
3,0.9,close_drawer,15,5,0,,,0.9696337618239147,0.3333333333333333,4.066666666666666,-0.13333333333333333,0.9998861763209,0.9986624513618676
3,0.9,move_near,30,10,3,0.041438555108138576,-0.000577304091010813,0.9796605506198122,0.4,8.6,-0.03333333333333333,0.9999152171978901,0.9990052309834438
3,0.9,open_drawer,30,10,3,0.03820004735902143,-0.0005335506020227634,0.9681844766958398,0.6333333333333333,5.733333333333333,0.0,0.9998935890474265,0.9989079308766305
3,0.9,pick_coke_can,30,10,3,0.16927433920894333,-0.002671157316720296,0.9896658312447786,0.13333333333333333,6.466666666666667,0.06666666666666667,0.9999627909180078,0.9992370965896085
4,0.5,close_drawer,15,5,0,,,0.8764541381504446,1.4666666666666666,4.133333333333334,-0.06666666666666667,0.994550032241176,0.9816987106126496
4,0.5,move_near,30,10,3,0.03476638352674217,-0.0072494756724072245,0.8810124590611408,2.566666666666667,8.7,0.06666666666666667,0.9910163971121473,0.9809390497444113
4,0.5,open_drawer,30,10,3,0.03183773842655461,-0.006895859534489582,0.8460704067697985,2.9,6.233333333333333,0.5,0.9917026114156114,0.9822716868848703
4,0.5,pick_coke_can,30,10,3,0.13831948151229614,-0.033626015013367504,0.8531103185655188,2.466666666666667,7.0,0.6,0.9894242665598693,0.970833357175555
4,0.75,close_drawer,15,5,0,,,0.9597738178463238,0.5333333333333333,4.0,-0.2,0.9993261837094194,0.9940166514076446
4,0.75,move_near,30,10,3,0.03926373800143124,-0.0027521211977181528,0.9438823889884351,1.2,8.433333333333334,-0.2,0.9987915801170916,0.9937119716563667
4,0.75,open_drawer,30,10,3,0.03613369091156909,-0.002599907049475102,0.9464048135855363,1.0333333333333334,5.8,0.06666666666666667,0.9989175970562509,0.9940945677882047
