partner_layer,alpha,task,states,episodes,target_control_states,target_response,target_response_change,mask_jaccard_l11,mean_lost_l11_tokens,components,component_change_l11,score_cosine_l11,rank_correlation_l11
4,0.75,pick_coke_can,30,10,3,0.15893748294890145,-0.013008013576762201,0.9499461269485996,1.0333333333333334,6.433333333333334,0.03333333333333333,0.9986341364039318,0.9880188544289311
4,0.9,close_drawer,15,5,0,,,0.975982968173121,0.26666666666666666,4.133333333333334,-0.06666666666666667,0.9999223985470267,0.9984219787136642
4,0.9,move_near,30,10,3,0.04105378353166352,-0.0009620756674858765,0.9695106330620635,0.6,8.566666666666666,-0.06666666666666667,0.9998566688986662,0.9983247024490729
4,0.9,open_drawer,30,10,3,0.037827391388831295,-0.0009062065722128948,0.9709012977853024,0.5666666666666667,5.8,0.06666666666666667,0.9998728580669635,0.9982376544975966
4,0.9,pick_coke_can,30,10,3,0.16736212388508942,-0.004583372640574225,0.9859283858697147,0.26666666666666666,6.433333333333334,0.03333333333333333,0.9998406143141808,0.9962413452735178
5,0.5,close_drawer,15,5,0,,,0.8119697111869787,2.6,5.2,1.0,0.9764132348006724,0.9703328374151216
5,0.5,move_near,30,10,3,0.03249778375350818,-0.009518075445641217,0.8401154322107461,3.5,9.233333333333333,0.6,0.9828574382792746,0.9781643635080488
5,0.5,open_drawer,30,10,3,0.028218247113118353,-0.010515350847925839,0.7974363707758652,3.8333333333333335,6.766666666666667,1.0333333333333334,0.9745809069772904,0.9721139467460135
5,0.5,pick_coke_can,30,10,3,0.1216465048423288,-0.05029899168333483,0.7974071020087926,3.0,7.233333333333333,0.8333333333333334,0.9769816297670351,0.9698210641260392
5,0.75,close_drawer,15,5,0,,,0.9251332433207778,1.1333333333333333,4.333333333333333,0.13333333333333333,0.99675697835348,0.9893557354848551
5,0.75,move_near,30,10,3,0.03824780930778691,-0.0037680498913624885,0.9433831132163627,1.2666666666666666,8.866666666666667,0.23333333333333334,0.9975783129619307,0.9915102855344472
5,0.75,open_drawer,30,10,3,0.0343096548631372,-0.004423943097906983,0.9043990102715876,1.8333333333333333,6.366666666666666,0.6333333333333333,0.9963895318927652,0.989841067750057
5,0.75,pick_coke_can,30,10,3,0.15108271332678969,-0.020862783198873972,0.9310870106027046,1.2,6.7,0.3,0.9968689403329128,0.9873580195696955
5,0.9,close_drawer,15,5,0,,,0.9674981196882726,0.4,4.2,0.0,0.9996138080675581,0.996603770885786
5,0.9,move_near,30,10,3,0.04067559004882531,-0.001340269150324087,0.9782800569289828,0.4,8.733333333333333,0.1,0.9997078148354028,0.9968966487373159
5,0.9,open_drawer,30,10,3,0.037118818031590034,-0.0016147799294541527,0.9692896092746167,0.6666666666666666,5.7,-0.03333333333333333,0.9995630518706161,0.9967100118257418
5,0.9,pick_coke_can,30,10,3,0.1643739665075485,-0.007571530018115132,0.9753032222318468,0.4666666666666667,6.5,0.1,0.9996287119691993,0.9955282721065078
6,0.5,close_drawer,15,5,0,,,0.8920067623008802,1.5333333333333334,4.133333333333334,-0.06666666666666667,0.9913577161451996,0.9877897783627068
6,0.5,move_near,30,10,3,0.03772071364713278,-0.004295145552016611,0.8715488624947749,2.466666666666667,8.933333333333334,0.3,0.983216912658144,0.9869968575951781
6,0.5,open_drawer,30,10,3,0.029919220203221974,-0.008814377757822218,0.8610335046950459,2.3333333333333335,6.133333333333334,0.4,0.9826288060090086,0.987092822537575
6,0.5,pick_coke_can,30,10,3,0.1197512037299177,-0.052194292795745965,0.8282473409996024,2.3,6.933333333333334,0.5333333333333333,0.9814657025440613,0.9736507686732278
6,0.75,close_drawer,15,5,0,,,0.9527922077922079,0.6,3.933333333333333,-0.26666666666666666,0.9987551083764608,0.9970927748531317
6,0.75,move_near,30,10,3,0.04037240882939839,-0.0016434503697510007,0.940928416671326,0.9333333333333333,8.666666666666666,0.03333333333333333,0.9973666350592685,0.9963019283588918
6,0.75,open_drawer,30,10,3,0.03538734892298595,-0.0033462490380582375,0.9339466058337001,1.0666666666666667,5.7,-0.03333333333333333,0.9972022651462956,0.9966624942778666
6,0.75,pick_coke_can,30,10,3,0.14888078329118817,-0.02306471323447547,0.9289525246130277,1.0,6.433333333333334,0.03333333333333333,0.9969836380798652,0.9896506876096739
6,0.9,close_drawer,15,5,0,,,0.9802840434419383,0.2,4.133333333333334,-0.06666666666666667,0.999848257233434,0.9994845788509955
6,0.9,move_near,30,10,3,0.04143954106531384,-0.0005763181338355553,0.9779480047860433,0.3333333333333333,8.633333333333333,0.0,0.9996683818278819,0.9991963502326998
6,0.9,open_drawer,30,10,3,0.03756394232814194,-0.001169655632902256,0.9715814499462907,0.4666666666666667,5.633333333333334,-0.1,0.9996374845328008,0.9992826352330813
6,0.9,pick_coke_can,30,10,3,0.16330897246151552,-0.008636524064148133,0.9808687573262151,0.3333333333333333,6.4,0.0,0.9996137244036482,0.9970845731288623
7,0.5,close_drawer,15,5,0,,,0.8494346123041042,2.2,4.333333333333333,0.13333333333333333,0.9749437969177575,0.9720153830014495
7,0.5,move_near,30,10,3,0.045944185702976724,0.00392832650382733,0.8430242816525978,3.1333333333333333,9.0,0.36666666666666664,0.980239431539948,0.9767354514763101
7,0.5,open_drawer,30,10,3,0.02806444515888884,-0.01066915280215535,0.8164206084519211,3.3333333333333335,6.766666666666667,1.0333333333333334,0.9778444182485765,0.9709380483710992
