partner_layer,alpha,states,target_control_states,target_response,target_response_l11,target_response_change,mask_jaccard_l11,mean_lost_l11_tokens,mean_new_partner_tokens,lost_l11_fraction,components,component_change_l11,isolated_ratio,largest_component_ratio,score_cosine_l11,rank_correlation_l11,open_target_delta,pick_target_delta,move_target_delta,task_nonharm_fraction,complement_score,strict_candidate,relaxed_candidate
6,0.9,105,9,0.08077081861832375,0.08423165122861907,-0.0034608326102953148,0.977297209651291,0.3523809523809524,0.3523809523809524,0.011858030619001647,6.495238095238095,-0.0380952380952381,0.10348855622445546,0.606063881123897,0.9996696341088707,0.9986588137200404,-0.001169655632902256,-0.008636524064148133,-0.0005763181338355553,0.6666666666666666,0.8893197913683596,0,0
7,0.5,105,9,0.07790685566680905,0.08423165122861907,-0.0063247955618100276,0.833032882878402,2.8190476190476192,2.8190476190476192,0.09448103939964717,7.133333333333334,0.6,0.11716259840326339,0.579185737702455,0.9790015511745012,0.9739749752040894,-0.01066915280215535,-0.012233560387102063,0.00392832650382733,0.3333333333333333,0.6856748498563824,0,0
7,0.75,105,9,0.08174732404030663,0.08423165122861907,-0.0024843271883124448,0.927393569503456,1.1904761904761905,1.1904761904761905,0.03915986882644636,6.761904761904762,0.22857142857142856,0.108454918522813,0.5952125800286211,0.9965476897355855,0.9911465792542697,-0.0042299550586029555,-0.004868707529038276,0.0016456810227038973,0.3333333333333333,0.8484005819746595,0,0
7,0.9,105,9,0.08335133619431913,0.08423165122861907,-0.0008803150342999568,0.9717186583187469,0.4380952380952381,0.4380952380952381,0.014758735838100551,6.542857142857143,0.009523809523809525,0.10321452819939617,0.6080178929920484,0.9995565720818513,0.997598699985831,-0.0015056219311023907,-0.0017351534406234899,0.0005998302688260104,1.0,0.9905702937964025,0,1
8,0.5,105,9,0.06689175192530045,0.08423165122861907,-0.017339899303318623,0.8180385813130568,3.066666666666667,3.066666666666667,0.10359621671783954,7.114285714285714,0.580952380952381,0.12040669657542488,0.565841176365434,0.9699933583078464,0.9767988411317833,-0.015528753493183394,-0.03892790395116316,0.002436959534390694,0.3333333333333333,0.5308042154979645,0,0
8,0.75,105,9,0.07600405360533262,0.08423165122861907,-0.008227597623286462,0.9096279025749551,1.4857142857142858,1.4857142857142858,0.04868013888900034,6.666666666666667,0.13333333333333333,0.10756101350196205,0.6020387712437987,0.9936267614047132,0.9911653396767266,-0.007530752901897334,-0.01824375388811834,0.001091713920156288,0.3333333333333333,0.6987501161007114,0,0
8,0.9,105,9,0.08103704210439679,0.08423165122861907,-0.0031946091242222763,0.9648320512508727,0.6190476190476191,0.6190476190476191,0.01828148185183216,6.485714285714286,-0.047619047619047616,0.10460306319498267,0.6122187757141779,0.9990688529229621,0.9973630639026038,-0.0029565653013942186,-0.007037937515561944,0.0004106754442893337,0.3333333333333333,0.8497561131155885,0,0
9,0.5,105,9,0.06702661888866691,0.08423165122861907,-0.017205032339952162,0.8283561875462069,2.933333333333333,2.933333333333333,0.09775055797148799,7.285714285714286,0.7523809523809524,0.12925783381730763,0.5731902360265054,0.9761859786346406,0.9749002850167302,-0.014002578347375708,-0.046154750063887584,0.008542231391406809,0.3333333333333333,0.536938375482627,0,0
9,0.75,105,9,0.07648555362515354,0.08423165122861907,-0.007746097603465545,0.9156439524517052,1.361904761904762,1.361904761904762,0.045282352753348125,6.828571428571428,0.29523809523809524,0.10999168601437537,0.5964336214743404,0.9957797098138983,0.9892014558741783,-0.006419639946393891,-0.02051364204543897,0.003694989181436223,0.3333333333333333,0.7032789357353089,0,0
9,0.9,105,9,0.08130919439998145,0.08423165122861907,-0.0029224568286376354,0.9635444316007807,0.5523809523809524,0.5523809523809524,0.019210839010548778,6.561904761904762,0.02857142857142857,0.10301023813971047,0.6050523802328782,0.9994389882041689,0.9960662309670949,-0.0024405398383968643,-0.007694317816324371,0.001367487168808329,0.3333333333333333,0.8585368103411359,0,0
