state_id,task,seed,split,matched_count,layer,scale,count,top_alignment,top_minus_random,synonym_residual_cosine,target_residual_cosine,semantic_separation,synonym_mask_jaccard,target_mask_jaccard,mask_jaccard_separation
google_robot_move_near__seed000__step008,move_near,0,validation,43,9,0.75,32,0.2901896882474074,0.07478433112884894,1.0000000000000002,0.8982439023723304,0.1017560976276698,1.0,0.8823529411764706,0.11764705882352944
google_robot_move_near__seed000__step008,move_near,0,validation,43,11,0.75,32,0.6132925531008812,0.3978871959823227,0.5165313927653622,0.445538895121961,0.07099249764340121,0.8823529411764706,0.7777777777777778,0.10457516339869277
google_robot_move_near__seed000__step008,move_near,0,validation,43,14,0.75,32,0.11826788034268243,-0.097137476775876,0.744059285858966,0.7297255474418382,0.014333738417127817,0.8285714285714286,0.6,0.22857142857142865
google_robot_move_near__seed000__step008,move_near,0,validation,43,9,1.0,43,0.24410320192024357,-0.031357233141280555,0.9463900474200136,0.9614627547424525,-0.015072707322438816,0.9111111111111111,0.9111111111111111,0.0
google_robot_move_near__seed000__step008,move_near,0,validation,43,11,1.0,43,0.6229500637596898,0.34748962869816563,0.995125505231346,0.9535484597296343,0.04157704550171171,0.9545454545454546,0.8297872340425532,0.12475822050290142
google_robot_move_near__seed000__step008,move_near,0,validation,43,14,1.0,43,0.19495388703711747,-0.08050654802440665,0.8325871552711891,0.8368531564230457,-0.004266001151856602,0.9111111111111111,0.6862745098039216,0.22483660130718952
google_robot_move_near__seed000__step008,move_near,0,validation,43,9,1.25,54,0.36769715264377384,0.08065593127506432,1.0,0.8461935576461245,0.15380644235387553,1.0,0.8947368421052632,0.10526315789473684
google_robot_move_near__seed000__step008,move_near,0,validation,43,11,1.25,54,0.6029344531780899,0.3158932318093804,0.9935090782223758,0.8931486445379503,0.10036043368442549,0.9285714285714286,0.8947368421052632,0.03383458646616544
google_robot_move_near__seed000__step008,move_near,0,validation,43,14,1.25,54,0.31751859451612036,0.030477373147410836,0.9844516173494683,0.9127506843961042,0.0717009329533641,0.9636363636363636,0.6875,0.2761363636363636
google_robot_move_near__seed000__step040,move_near,0,validation,26,9,0.75,20,0.014591712988823538,-0.028376343977676792,0.9375363197953902,0.8603513002547863,0.07718501954060386,0.8181818181818182,0.7391304347826086,0.07905138339920958
google_robot_move_near__seed000__step040,move_near,0,validation,26,11,0.75,20,0.03881577015214044,-0.00415228681435989,0.8827558468251314,0.7720676367235827,0.11068821010154872,0.8181818181818182,0.7391304347826086,0.07905138339920958
google_robot_move_near__seed000__step040,move_near,0,validation,26,14,0.75,20,0.0780575837128164,0.035089526746316074,1.0,0.9637918215707814,0.03620817842921864,1.0,0.9047619047619048,0.09523809523809523
google_robot_move_near__seed000__step040,move_near,0,validation,26,9,1.0,26,0.142826572986213,0.107409147451042,0.9173785378846611,0.8276864850416151,0.08969205284304593,0.9259259259259259,0.7333333333333333,0.19259259259259265
google_robot_move_near__seed000__step040,move_near,0,validation,26,11,1.0,26,0.10771253300667498,0.07229510747150397,0.9498452312751787,0.88940866340953,0.06043656786564877,0.9259259259259259,0.6774193548387096,0.2485065710872163
google_robot_move_near__seed000__step040,move_near,0,validation,26,14,1.0,26,0.15329703222811283,0.11787960669294183,0.9170730025201039,0.9873675507415914,-0.07029454822148751,0.7931034482758621,0.9259259259259259,-0.13282247765006383
google_robot_move_near__seed000__step040,move_near,0,validation,26,9,1.25,32,0.12326450382939269,0.18559924548279885,0.9538559635277023,0.8886982927395511,0.06515767078815116,0.8823529411764706,0.7777777777777778,0.10457516339869277
google_robot_move_near__seed000__step040,move_near,0,validation,26,11,1.25,32,0.11331323528632924,0.17564797693973538,0.9608975275398878,0.883358151012955,0.07753937652693277,0.8823529411764706,0.7297297297297297,0.15262321144674085
google_robot_move_near__seed000__step040,move_near,0,validation,26,14,1.25,32,0.1037620769310767,0.16609681858448286,0.8578297788497903,0.9036714403689703,-0.04584166151918001,0.8285714285714286,0.8823529411764706,-0.05378151260504194
google_robot_move_near__seed000__step071,move_near,0,validation,42,9,0.75,32,-0.26359318410733956,-0.004130238829888888,1.0,0.9517351845346388,0.04826481546536121,1.0,0.9393939393939394,0.06060606060606055
google_robot_move_near__seed000__step071,move_near,0,validation,42,11,0.75,32,-0.39198070740018287,-0.1325177621227322,0.9141440133179671,0.9162210529032415,-0.0020770395852743873,0.8285714285714286,0.8285714285714286,0.0
google_robot_move_near__seed000__step071,move_near,0,validation,42,14,0.75,32,-0.29908739395419254,-0.039624448676741864,0.9880739003478856,0.9910666127535785,-0.0029927124056929877,0.8823529411764706,0.8823529411764706,0.0
google_robot_move_near__seed000__step071,move_near,0,validation,42,9,1.0,42,-0.38178593362609986,-0.3858629166516188,0.9559407994992962,0.9367116133294516,0.019229186169844592,0.9534883720930233,0.8666666666666667,0.08682170542635659
google_robot_move_near__seed000__step071,move_near,0,validation,42,11,1.0,42,-0.4024790276836292,-0.40655601070914815,1.0,0.8794399594169668,0.12056004058303316,1.0,0.9090909090909091,0.09090909090909094
google_robot_move_near__seed000__step071,move_near,0,validation,42,14,1.0,42,-0.319136615312334,-0.32321359833785296,0.9341948345810326,0.9191417580257294,0.015053076555303191,0.9090909090909091,0.9090909090909091,0.0
google_robot_move_near__seed000__step071,move_near,0,validation,42,9,1.25,52,-0.39185908812642745,-0.42872937021597857,1.0,0.9647179301370246,0.03528206986297544,1.0,0.9259259259259259,0.07407407407407407
google_robot_move_near__seed000__step071,move_near,0,validation,42,11,1.25,52,-0.38868799819839217,-0.4255582802879433,0.9449528453270766,0.8439619824979645,0.10099086282911207,0.8909090909090909,0.8909090909090909,0.0
google_robot_move_near__seed000__step071,move_near,0,validation,42,14,1.25,52,-0.28658018719640266,-0.3234504692859538,0.9672448896997574,0.9833183848404635,-0.016073495140706107,0.8909090909090909,0.9259259259259259,-0.03501683501683506
google_robot_move_near__seed001__step008,move_near,1,exploration,18,9,0.75,14,0.072455687777484,0.2105395452294232,0.9688368437686196,0.9861298163844782,-0.017292972615858604,0.8666666666666667,0.8666666666666667,0.0
google_robot_move_near__seed001__step008,move_near,1,exploration,18,11,0.75,14,0.30150805640406886,0.43959191385600804,0.8949637441875934,0.8993344801800954,-0.0043707359925020395,0.75,0.75,0.0
google_robot_move_near__seed001__step008,move_near,1,exploration,18,14,0.75,14,0.07518530306001697,0.21326916051195619,0.6431189594927931,0.5167958918038689,0.1263230676889242,0.75,0.5555555555555556,0.19444444444444442
google_robot_move_near__seed001__step008,move_near,1,exploration,18,9,1.0,18,0.17557046346789776,0.29861455411881965,0.995163862907162,0.9355668896656429,0.059596973241519025,0.8947368421052632,0.8947368421052632,0.0
google_robot_move_near__seed001__step008,move_near,1,exploration,18,11,1.0,18,0.268485713484864,0.39152980413578586,0.8978444944364651,0.8321734938988544,0.06567100053761066,0.8,0.6363636363636364,0.1636363636363637
google_robot_move_near__seed001__step008,move_near,1,exploration,18,14,1.0,18,0.21693713609700938,0.33998122674793124,0.9911121834779855,0.5281285386170977,0.4629836448608877,0.8947368421052632,0.6363636363636364,0.2583732057416268
google_robot_move_near__seed001__step008,move_near,1,exploration,18,9,1.25,22,0.16458271982218345,0.2719654529430109,0.9330745927774678,0.9786510639267053,-0.04557647114923746,0.8333333333333334,0.9130434782608695,-0.07971014492753614
google_robot_move_near__seed001__step008,move_near,1,exploration,18,11,1.25,22,0.30181633058148255,0.40919906370231,0.36839111410143643,0.4738895101463027,-0.10549839604486627,0.76,0.6296296296296297,0.13037037037037036
google_robot_move_near__seed001__step008,move_near,1,exploration,18,14,1.25,22,0.1409097266043954,0.24829245972522287,0.9843253378964447,0.8025975972360114,0.1817277406604333,0.9130434782608695,0.76,0.1530434782608695
google_robot_move_near__seed001__step040,move_near,1,exploration,30,9,0.75,22,0.3395172629418111,0.5880758573984666,0.9567181393365823,0.4779039999391886,0.47881413939739376,0.9130434782608695,0.8333333333333334,0.07971014492753614
google_robot_move_near__seed001__step040,move_near,1,exploration,30,11,0.75,22,0.2698077841937648,0.5183663786504202,0.73298266977866,0.6203528228982144,0.11262984688044564,0.8333333333333334,0.6923076923076923,0.14102564102564108
google_robot_move_near__seed001__step040,move_near,1,exploration,30,14,0.75,22,0.31145489918229974,0.5600134936389551,1.0,0.37427514238068166,0.6257248576193184,1.0,0.76,0.24
google_robot_move_near__seed001__step040,move_near,1,exploration,30,9,1.0,30,0.33587508438980845,0.48599888027235794,1.0,0.9624811167293575,0.037518883270642456,1.0,0.9354838709677419,0.06451612903225812
google_robot_move_near__seed001__step040,move_near,1,exploration,30,11,1.0,30,0.7119211216195453,0.8620449175020948,0.9289770009507491,0.8187915597029246,0.11018544124782448,0.9354838709677419,0.875,0.06048387096774188
google_robot_move_near__seed001__step040,move_near,1,exploration,30,14,1.0,30,0.510872487285846,0.6609962831683954,0.9469572173347539,0.38770984193222174,0.5592473754025322,0.875,0.8181818181818182,0.05681818181818177
google_robot_move_near__seed001__step040,move_near,1,exploration,30,9,1.25,38,0.4944496089467505,0.5299082755905865,0.9602154442937954,0.9317875115015443,0.028427932792251087,0.9,0.7674418604651163,0.1325581395348837
google_robot_move_near__seed001__step040,move_near,1,exploration,30,11,1.25,38,0.6429775991235055,0.6784362657673415,0.8652527282860434,0.4275722541900214,0.437680474096022,0.9,0.9,0.0
google_robot_move_near__seed001__step040,move_near,1,exploration,30,14,1.25,38,0.5244350123641145,0.5598936790079505,0.969038198916631,0.7770047419495496,0.1920334569670814,0.9487179487179487,0.9,0.048717948717948656
google_robot_move_near__seed001__step071,move_near,1,exploration,23,9,0.75,17,-0.09774069106946082,-0.4297019207039266,0.8780309657486844,0.8686131874555839,0.009417778293100532,0.8888888888888888,0.7894736842105263,0.09941520467836251
google_robot_move_near__seed001__step071,move_near,1,exploration,23,11,0.75,17,0.629254789514948,0.29729355988048217,0.9713522871001846,0.7477321814586079,0.22362010564157675,0.8888888888888888,0.7,0.18888888888888888
google_robot_move_near__seed001__step071,move_near,1,exploration,23,14,0.75,17,0.08598898842424586,-0.24597224121021993,0.9067540942452271,0.4386857516778764,0.46806834256735075,0.8888888888888888,0.5454545454545454,0.3434343434343434
google_robot_move_near__seed001__step071,move_near,1,exploration,23,9,1.0,23,0.19747917414225177,-0.10837310324115138,0.9377407596673536,0.39904806902746737,0.5386926906398862,0.9166666666666666,0.7692307692307693,0.14743589743589736
google_robot_move_near__seed001__step071,move_near,1,exploration,23,11,1.0,23,0.07625235270062132,-0.22959992468278184,0.5589229303579568,0.5642287204796667,-0.005305790121709841,0.84,0.7692307692307693,0.0707692307692307
google_robot_move_near__seed001__step071,move_near,1,exploration,23,14,1.0,23,0.38644421081890723,0.08059193343550408,1.0,0.5331178781601476,0.46688212183985245,1.0,0.84,0.16000000000000003
google_robot_move_near__seed001__step071,move_near,1,exploration,23,9,1.25,29,0.409489360430393,0.14962688253720202,1.0,0.9489673037434069,0.051032696256593124,1.0,0.9333333333333333,0.06666666666666665
google_robot_move_near__seed001__step071,move_near,1,exploration,23,11,1.25,29,0.46266345945024523,0.20280098155705423,1.0,0.6966377362747919,0.30336226372520814,1.0,0.8709677419354839,0.12903225806451613
google_robot_move_near__seed001__step071,move_near,1,exploration,23,14,1.25,29,0.48715562165773424,0.22729314376454324,0.8337900769994174,0.903896805534126,-0.07010672853470856,0.8709677419354839,0.8125,0.058467741935483875
google_robot_move_near__seed002__step008,move_near,2,exploration,37,9,0.75,28,0.28281297019670776,0.4444787404843932,0.6905067294992907,0.6925392462739021,-0.0020325167746113593,0.8064516129032258,0.8064516129032258,0.0
google_robot_move_near__seed002__step008,move_near,2,exploration,37,11,0.75,28,0.514625503282721,0.6762912735704065,0.9748573623109348,0.8812569730007965,0.09360038931013825,0.9310344827586207,0.8064516129032258,0.1245828698553949
google_robot_move_near__seed002__step008,move_near,2,exploration,37,14,0.75,28,0.4280585028122946,0.58972427309998,0.950585877845627,0.6789233808265612,0.27166249701906575,0.9310344827586207,0.75,0.18103448275862066
