split,task,seed,layer,scale,mean_count,top_alignment,top_minus_random,synonym_residual_cosine,target_residual_cosine,semantic_separation,synonym_mask_jaccard,target_mask_jaccard,mask_jaccard_separation
exploration,move_near,73,14,1.0,51.333333333333336,0.4099909059797145,0.21800271613044542,0.9933792372631977,0.853229373984952,0.14014986327824566,0.97629179331307,0.8376984126984127,0.13859338061465723
exploration,move_near,73,14,1.25,64.33333333333333,0.46724939791109404,0.2772437096891018,0.9893298687095139,0.9112277905338524,0.07810207817566162,0.9462169461717229,0.8368487131198995,0.10936823305182335
exploration,move_near,95,9,0.75,38.333333333333336,0.4468458385409151,0.2895673879846778,0.8074671256174698,0.8544972017791101,-0.047030076161640344,0.8640993265993266,0.8470823095823096,0.017017017017017005
exploration,move_near,95,9,1.0,51.333333333333336,0.5305332153059618,0.3655689062635661,0.9171349428810408,0.9179536823164658,-0.0008187394354249496,0.9073359073359074,0.8880734942378777,0.019262413098029563
exploration,move_near,95,9,1.25,64.33333333333333,0.5250107854644867,0.1901283492769171,0.9912483592070647,0.956469332515093,0.0347790266919716,0.9364824717765895,0.9017471341937782,0.03473533758281122
exploration,move_near,95,11,0.75,38.333333333333336,0.49866719803173937,0.341388747475502,0.99123325068162,0.7283642301673002,0.26286902051431976,0.9249213836477987,0.7928432191590087,0.1320781644887901
exploration,move_near,95,11,1.0,51.333333333333336,0.2986894373268652,0.13372512828446959,0.8494813277914023,0.6979804900422358,0.15150083774916653,0.8988855704883579,0.7843481252149983,0.11453744527335967
exploration,move_near,95,11,1.25,64.33333333333333,0.28592210898698434,-0.04896032720058511,0.9787145781057807,0.6784727604171494,0.3002418176886312,0.9439711516790625,0.8271348022619928,0.11683634941706966
exploration,move_near,95,14,0.75,38.333333333333336,0.5177969480728704,0.3605184975166331,0.9465352947896709,0.7776962089461718,0.16883908584349913,0.9340388007054674,0.7295716769400981,0.20446712376536938
exploration,move_near,95,14,1.0,51.333333333333336,0.4099909059797145,0.2450265969373188,0.9933792372631977,0.853229373984952,0.14014986327824566,0.97629179331307,0.8376984126984127,0.13859338061465723
exploration,move_near,95,14,1.25,64.33333333333333,0.46724939791109404,0.13236696172352458,0.9893298687095139,0.9112277905338524,0.07810207817566162,0.9462169461717229,0.8368487131198995,0.10936823305182335
exploration,move_near,98,9,0.75,42.0,0.27708362063568864,0.06614520212157131,0.9303863100094483,0.721728129890748,0.20865818011870033,0.9613526570048309,0.8389776200335207,0.12237503697131025
