dataset,task,seed,step,state_id,outcome_group,alpha,spatial_mode,m_t,jaccard_l11,l11_retention,lost_from_l11,new_vs_l11,components,isolated_ratio,largest_component_ratio,synonym_mask_jaccard,target_response,target_mask_response,target_correct_both
cached_90,move_near,0,8,google_robot_move_near__seed000__step008,both_success,0.5,gaussian,43,0.7551020408163265,0.8604651162790697,6,6,5,0.0,0.6976744186046512,0.9545454545454546,0.02239158499620743,0.023255813953488372,1
cached_90,move_near,0,8,google_robot_move_near__seed000__step008,both_success,0.5,both,43,0.7551020408163265,0.8604651162790697,6,6,5,0.0,0.6976744186046512,0.9545454545454546,0.022414400498480445,0.023255813953488372,1
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,1.0,raw,26,1.0,1.0,0,0,8,0.15384615384615385,0.46153846153846156,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,1.0,corners,26,1.0,1.0,0,0,8,0.15384615384615385,0.46153846153846156,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,1.0,gaussian,26,0.7333333333333333,0.8461538461538461,4,4,4,0.0,0.6153846153846154,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,1.0,both,26,0.7333333333333333,0.8461538461538461,4,4,4,0.0,0.6153846153846154,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.9,raw,26,0.7931034482758621,0.8846153846153846,3,3,7,0.11538461538461539,0.5384615384615384,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.9,corners,26,0.7931034482758621,0.8846153846153846,3,3,7,0.11538461538461539,0.5384615384615384,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.9,gaussian,26,0.6774193548387096,0.8076923076923077,5,5,4,0.0,0.5769230769230769,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.9,both,26,0.6774193548387096,0.8076923076923077,5,5,4,0.0,0.5769230769230769,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.75,raw,26,0.7333333333333333,0.8461538461538461,4,4,8,0.15384615384615385,0.5384615384615384,1.0,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.75,corners,26,0.7333333333333333,0.8461538461538461,4,4,8,0.15384615384615385,0.5384615384615384,1.0,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.75,gaussian,26,0.6774193548387096,0.8076923076923077,5,5,4,0.0,0.6153846153846154,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.75,both,26,0.6774193548387096,0.8076923076923077,5,5,4,0.0,0.6153846153846154,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.5,raw,26,0.6774193548387096,0.8076923076923077,5,5,9,0.15384615384615385,0.46153846153846156,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.5,corners,26,0.6774193548387096,0.8076923076923077,5,5,9,0.15384615384615385,0.46153846153846156,0.9259259259259259,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.5,gaussian,26,0.6774193548387096,0.8076923076923077,5,5,5,0.038461538461538464,0.5769230769230769,0.7931034482758621,,,
cached_90,move_near,0,40,google_robot_move_near__seed000__step040,both_success,0.5,both,26,0.6774193548387096,0.8076923076923077,5,5,5,0.038461538461538464,0.5769230769230769,0.7931034482758621,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,1.0,raw,42,1.0,1.0,0,0,12,0.16666666666666666,0.5238095238095238,1.0,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,1.0,corners,42,1.0,1.0,0,0,12,0.16666666666666666,0.5238095238095238,1.0,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,1.0,gaussian,42,0.6470588235294118,0.7857142857142857,9,9,3,0.023809523809523808,0.9285714285714286,0.8666666666666667,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,1.0,both,42,0.6470588235294118,0.7857142857142857,9,9,3,0.023809523809523808,0.9285714285714286,0.8666666666666667,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.9,raw,42,0.9534883720930233,0.9761904761904762,1,1,11,0.14285714285714285,0.5238095238095238,0.9534883720930233,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.9,corners,42,0.9534883720930233,0.9761904761904762,1,1,11,0.14285714285714285,0.5238095238095238,0.9534883720930233,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.9,gaussian,42,0.6470588235294118,0.7857142857142857,9,9,3,0.023809523809523808,0.9285714285714286,0.8666666666666667,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.9,both,42,0.6470588235294118,0.7857142857142857,9,9,3,0.023809523809523808,0.9285714285714286,0.8666666666666667,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.75,raw,42,0.9090909090909091,0.9523809523809523,2,2,11,0.14285714285714285,0.5238095238095238,0.9534883720930233,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.75,corners,42,0.9090909090909091,0.9523809523809523,2,2,11,0.14285714285714285,0.5238095238095238,0.9534883720930233,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.75,gaussian,42,0.5849056603773585,0.7380952380952381,11,11,2,0.0,0.9523809523809523,0.9090909090909091,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.75,both,42,0.5849056603773585,0.7380952380952381,11,11,2,0.0,0.9523809523809523,0.9090909090909091,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.5,raw,42,0.8666666666666667,0.9285714285714286,3,3,11,0.14285714285714285,0.5,0.9534883720930233,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.5,corners,42,0.8666666666666667,0.9285714285714286,3,3,11,0.14285714285714285,0.5,0.9534883720930233,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.5,gaussian,42,0.5849056603773585,0.7380952380952381,11,11,2,0.0,0.9523809523809523,0.9534883720930233,,,
cached_90,move_near,0,71,google_robot_move_near__seed000__step071,both_success,0.5,both,42,0.5849056603773585,0.7380952380952381,11,11,2,0.0,0.9523809523809523,0.9534883720930233,,,
cached_90,move_near,1,8,google_robot_move_near__seed001__step008,both_fail,1.0,raw,18,1.0,1.0,0,0,9,0.2222222222222222,0.2222222222222222,0.8,,,
cached_90,move_near,1,8,google_robot_move_near__seed001__step008,both_fail,1.0,corners,18,1.0,1.0,0,0,9,0.2222222222222222,0.2222222222222222,0.8,,,
