dataset,task,seed,step,state_id,outcome_group,l11_success,sparse_success,alpha,spatial_mode,m_t,jaccard_l11,l11_retention,lost_from_l11,new_vs_l11,components,isolated_ratio,largest_component_ratio
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,1.0,gaussian,46,0.8775510204081632,0.9347826086956522,3,3,4,0.043478260869565216,0.7608695652173914
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,1.0,both,46,0.8775510204081632,0.9347826086956522,3,3,3,0.021739130434782608,0.782608695652174
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.9,raw,46,0.9574468085106383,0.9782608695652174,1,1,5,0.06521739130434782,0.7391304347826086
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.9,corners,46,0.9166666666666666,0.9565217391304348,2,2,4,0.043478260869565216,0.7608695652173914
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.9,gaussian,46,0.8775510204081632,0.9347826086956522,3,3,4,0.043478260869565216,0.7608695652173914
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.9,both,46,0.8775510204081632,0.9347826086956522,3,3,3,0.021739130434782608,0.782608695652174
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.75,raw,46,0.8775510204081632,0.9347826086956522,3,3,5,0.043478260869565216,0.717391304347826
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.75,corners,46,0.84,0.9130434782608695,4,4,4,0.021739130434782608,0.7391304347826086
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.75,gaussian,46,0.84,0.9130434782608695,4,4,4,0.043478260869565216,0.7608695652173914
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.75,both,46,0.84,0.9130434782608695,4,4,3,0.021739130434782608,0.782608695652174
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.5,raw,46,0.803921568627451,0.8913043478260869,5,5,6,0.06521739130434782,0.6956521739130435
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.5,corners,46,0.803921568627451,0.8913043478260869,5,5,5,0.043478260869565216,0.717391304347826
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.5,gaussian,46,0.84,0.9130434782608695,4,4,4,0.043478260869565216,0.7608695652173914
initial_400,open_drawer,99,0,google_robot_open_drawer__seed099__initial,l11_win,1,0,0.5,both,46,0.803921568627451,0.8913043478260869,5,5,3,0.0,0.7608695652173914
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,1.0,raw,37,1.0,1.0,0,0,4,0.05405405405405406,0.6486486486486487
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,1.0,corners,37,1.0,1.0,0,0,4,0.05405405405405406,0.6486486486486487
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,1.0,gaussian,37,0.85,0.918918918918919,3,3,2,0.0,0.6216216216216216
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,1.0,both,37,0.85,0.918918918918919,3,3,2,0.0,0.6216216216216216
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.9,raw,37,0.9473684210526315,0.972972972972973,1,1,5,0.08108108108108109,0.6216216216216216
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.9,corners,37,0.9473684210526315,0.972972972972973,1,1,5,0.08108108108108109,0.6216216216216216
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.9,gaussian,37,0.85,0.918918918918919,3,3,2,0.0,0.6216216216216216
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.9,both,37,0.85,0.918918918918919,3,3,2,0.0,0.6216216216216216
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.75,raw,37,0.8974358974358975,0.9459459459459459,2,2,6,0.10810810810810811,0.5945945945945946
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.75,corners,37,0.8974358974358975,0.9459459459459459,2,2,6,0.10810810810810811,0.5945945945945946
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.75,gaussian,37,0.8048780487804879,0.8918918918918919,4,4,2,0.0,0.6486486486486487
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.75,both,37,0.8048780487804879,0.8918918918918919,4,4,2,0.0,0.6486486486486487
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.5,raw,37,0.8048780487804879,0.8918918918918919,4,4,7,0.10810810810810811,0.5675675675675675
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.5,corners,37,0.8048780487804879,0.8918918918918919,4,4,7,0.10810810810810811,0.5675675675675675
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.5,gaussian,37,0.6818181818181818,0.8108108108108109,7,7,4,0.05405405405405406,0.7027027027027027
initial_400,close_drawer,0,0,google_robot_close_drawer__seed000__initial,both_success,1,1,0.5,both,37,0.6818181818181818,0.8108108108108109,7,7,4,0.05405405405405406,0.7027027027027027
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,1.0,raw,20,1.0,1.0,0,0,6,0.15,0.35
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,1.0,corners,20,1.0,1.0,0,0,6,0.15,0.35
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,1.0,gaussian,20,0.6,0.75,5,5,2,0.0,0.7
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,1.0,both,20,0.6,0.75,5,5,2,0.0,0.7
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.9,raw,20,1.0,1.0,0,0,6,0.15,0.35
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.9,corners,20,1.0,1.0,0,0,6,0.15,0.35
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.9,gaussian,20,0.6,0.75,5,5,2,0.0,0.7
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.9,both,20,0.6,0.75,5,5,2,0.0,0.7
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.75,raw,20,0.7391304347826086,0.85,3,3,7,0.25,0.4
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.75,corners,20,0.7391304347826086,0.85,3,3,7,0.25,0.4
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.75,gaussian,20,0.5384615384615384,0.7,6,6,2,0.0,0.7
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.75,both,20,0.5384615384615384,0.7,6,6,2,0.0,0.7
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.5,raw,20,0.6,0.75,5,5,8,0.3,0.4
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.5,corners,20,0.6,0.75,5,5,8,0.3,0.4
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.5,gaussian,20,0.48148148148148145,0.65,7,7,4,0.1,0.65
initial_400,close_drawer,1,0,google_robot_close_drawer__seed001__initial,l11_win,1,0,0.5,both,20,0.48148148148148145,0.65,7,7,4,0.1,0.65
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,1.0,raw,26,1.0,1.0,0,0,9,0.2692307692307692,0.4230769230769231
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,1.0,corners,26,1.0,1.0,0,0,9,0.2692307692307692,0.4230769230769231
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,1.0,gaussian,26,0.6774193548387096,0.8076923076923077,5,5,3,0.038461538461538464,0.5769230769230769
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,1.0,both,26,0.6774193548387096,0.8076923076923077,5,5,3,0.038461538461538464,0.5769230769230769
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.9,raw,26,0.8571428571428571,0.9230769230769231,2,2,9,0.2692307692307692,0.46153846153846156
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.9,corners,26,0.8571428571428571,0.9230769230769231,2,2,9,0.2692307692307692,0.46153846153846156
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.9,gaussian,26,0.6774193548387096,0.8076923076923077,5,5,3,0.038461538461538464,0.5769230769230769
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.9,both,26,0.6774193548387096,0.8076923076923077,5,5,3,0.038461538461538464,0.5769230769230769
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.75,raw,26,0.8571428571428571,0.9230769230769231,2,2,9,0.2692307692307692,0.4230769230769231
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.75,corners,26,0.8571428571428571,0.9230769230769231,2,2,9,0.2692307692307692,0.4230769230769231
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.75,gaussian,26,0.6774193548387096,0.8076923076923077,5,5,3,0.038461538461538464,0.6153846153846154
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.75,both,26,0.6774193548387096,0.8076923076923077,5,5,3,0.038461538461538464,0.6153846153846154
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.5,raw,26,0.7931034482758621,0.8846153846153846,3,3,9,0.2692307692307692,0.46153846153846156
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.5,corners,26,0.7931034482758621,0.8846153846153846,3,3,9,0.2692307692307692,0.46153846153846156
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.5,gaussian,26,0.6774193548387096,0.8076923076923077,5,5,4,0.07692307692307693,0.6538461538461539
initial_400,close_drawer,2,0,google_robot_close_drawer__seed002__initial,l11_win,1,0,0.5,both,26,0.6774193548387096,0.8076923076923077,5,5,4,0.07692307692307693,0.6538461538461539
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,1.0,raw,25,1.0,1.0,0,0,6,0.12,0.44
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,1.0,corners,25,1.0,1.0,0,0,6,0.12,0.44
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,1.0,gaussian,25,0.7241379310344828,0.84,4,4,3,0.04,0.6
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,1.0,both,25,0.7241379310344828,0.84,4,4,3,0.04,0.6
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.9,raw,25,0.9230769230769231,0.96,1,1,7,0.16,0.44
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.9,corners,25,0.9230769230769231,0.96,1,1,7,0.16,0.44
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.9,gaussian,25,0.7857142857142857,0.88,3,3,4,0.08,0.64
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.9,both,25,0.7857142857142857,0.88,3,3,4,0.08,0.64
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.75,raw,25,0.7857142857142857,0.88,3,3,9,0.24,0.44
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.75,corners,25,0.7857142857142857,0.88,3,3,9,0.24,0.44
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.75,gaussian,25,0.7241379310344828,0.84,4,4,5,0.12,0.64
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.75,both,25,0.6666666666666666,0.8,5,5,4,0.08,0.68
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.5,raw,25,0.6666666666666666,0.8,5,5,10,0.24,0.44
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.5,corners,25,0.6666666666666666,0.8,5,5,10,0.24,0.44
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.5,gaussian,25,0.6129032258064516,0.76,6,6,5,0.12,0.68
initial_400,close_drawer,3,0,google_robot_close_drawer__seed003__initial,both_success,1,1,0.5,both,25,0.6129032258064516,0.76,6,6,5,0.12,0.68
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,1.0,raw,22,1.0,1.0,0,0,6,0.18181818181818182,0.45454545454545453
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,1.0,corners,22,1.0,1.0,0,0,6,0.18181818181818182,0.45454545454545453
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,1.0,gaussian,22,0.6923076923076923,0.8181818181818182,4,4,3,0.045454545454545456,0.5454545454545454
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,1.0,both,22,0.6923076923076923,0.8181818181818182,4,4,3,0.045454545454545456,0.5454545454545454
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.9,raw,22,0.9130434782608695,0.9545454545454546,1,1,7,0.22727272727272727,0.45454545454545453
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.9,corners,22,0.9130434782608695,0.9545454545454546,1,1,7,0.22727272727272727,0.45454545454545453
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.9,gaussian,22,0.6296296296296297,0.7727272727272727,5,5,2,0.0,0.5909090909090909
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.9,both,22,0.6296296296296297,0.7727272727272727,5,5,2,0.0,0.5909090909090909
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.75,raw,22,0.76,0.8636363636363636,3,3,10,0.36363636363636365,0.4090909090909091
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.75,corners,22,0.76,0.8636363636363636,3,3,10,0.36363636363636365,0.4090909090909091
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.75,gaussian,22,0.6296296296296297,0.7727272727272727,5,5,2,0.0,0.5909090909090909
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.75,both,22,0.6296296296296297,0.7727272727272727,5,5,2,0.0,0.5909090909090909
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.5,raw,22,0.6296296296296297,0.7727272727272727,5,5,9,0.2727272727272727,0.45454545454545453
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.5,corners,22,0.6296296296296297,0.7727272727272727,5,5,9,0.2727272727272727,0.45454545454545453
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.5,gaussian,22,0.5714285714285714,0.7272727272727273,6,6,4,0.09090909090909091,0.6818181818181818
initial_400,close_drawer,4,0,google_robot_close_drawer__seed004__initial,both_success,1,1,0.5,both,22,0.5714285714285714,0.7272727272727273,6,6,4,0.09090909090909091,0.6818181818181818
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,1.0,raw,23,1.0,1.0,0,0,5,0.08695652173913043,0.391304347826087
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,1.0,corners,23,1.0,1.0,0,0,5,0.08695652173913043,0.391304347826087
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,1.0,gaussian,23,0.6428571428571429,0.782608695652174,5,5,3,0.043478260869565216,0.5217391304347826
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,1.0,both,23,0.6428571428571429,0.782608695652174,5,5,3,0.043478260869565216,0.5217391304347826
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.9,raw,23,0.84,0.9130434782608695,2,2,7,0.13043478260869565,0.391304347826087
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.9,corners,23,0.84,0.9130434782608695,2,2,7,0.13043478260869565,0.391304347826087
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.9,gaussian,23,0.5862068965517241,0.7391304347826086,6,6,5,0.13043478260869565,0.5652173913043478
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.9,both,23,0.5862068965517241,0.7391304347826086,6,6,5,0.13043478260869565,0.5652173913043478
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.75,raw,23,0.7692307692307693,0.8695652173913043,3,3,7,0.13043478260869565,0.391304347826087
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.75,corners,23,0.7692307692307693,0.8695652173913043,3,3,7,0.13043478260869565,0.391304347826087
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.75,gaussian,23,0.5333333333333333,0.6956521739130435,7,7,4,0.08695652173913043,0.6521739130434783
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.75,both,23,0.5333333333333333,0.6956521739130435,7,7,4,0.08695652173913043,0.6521739130434783
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.5,raw,23,0.6428571428571429,0.782608695652174,5,5,8,0.17391304347826086,0.4782608695652174
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.5,corners,23,0.6428571428571429,0.782608695652174,5,5,8,0.17391304347826086,0.4782608695652174
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.5,gaussian,23,0.4375,0.6086956521739131,9,9,3,0.0,0.7391304347826086
initial_400,close_drawer,5,0,google_robot_close_drawer__seed005__initial,l11_win,1,0,0.5,both,23,0.4375,0.6086956521739131,9,9,3,0.0,0.7391304347826086
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,1.0,raw,22,1.0,1.0,0,0,5,0.09090909090909091,0.45454545454545453
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,1.0,corners,22,1.0,1.0,0,0,5,0.09090909090909091,0.45454545454545453
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,1.0,gaussian,22,0.6296296296296297,0.7727272727272727,5,5,3,0.045454545454545456,0.5
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,1.0,both,22,0.6296296296296297,0.7727272727272727,5,5,3,0.045454545454545456,0.5
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.9,raw,22,0.8333333333333334,0.9090909090909091,2,2,6,0.13636363636363635,0.4090909090909091
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.9,corners,22,0.8333333333333334,0.9090909090909091,2,2,6,0.13636363636363635,0.4090909090909091
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.9,gaussian,22,0.6296296296296297,0.7727272727272727,5,5,3,0.045454545454545456,0.5454545454545454
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.9,both,22,0.6296296296296297,0.7727272727272727,5,5,3,0.045454545454545456,0.5454545454545454
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.75,raw,22,0.6923076923076923,0.8181818181818182,4,4,8,0.22727272727272727,0.4090909090909091
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.75,corners,22,0.6923076923076923,0.8181818181818182,4,4,8,0.22727272727272727,0.4090909090909091
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.75,gaussian,22,0.5714285714285714,0.7272727272727273,6,6,3,0.0,0.5909090909090909
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.75,both,22,0.5714285714285714,0.7272727272727273,6,6,3,0.0,0.5909090909090909
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.5,raw,22,0.5172413793103449,0.6818181818181818,7,7,8,0.22727272727272727,0.45454545454545453
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.5,corners,22,0.5172413793103449,0.6818181818181818,7,7,8,0.22727272727272727,0.45454545454545453
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.5,gaussian,22,0.5172413793103449,0.6818181818181818,7,7,3,0.0,0.6363636363636364
initial_400,close_drawer,6,0,google_robot_close_drawer__seed006__initial,both_success,1,1,0.5,both,22,0.5172413793103449,0.6818181818181818,7,7,3,0.0,0.6363636363636364
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,1.0,raw,39,1.0,1.0,0,0,8,0.07692307692307693,0.41025641025641024
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,1.0,corners,39,0.95,0.9743589743589743,1,1,8,0.05128205128205128,0.41025641025641024
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,1.0,gaussian,39,0.6595744680851063,0.7948717948717948,8,8,4,0.02564102564102564,0.5897435897435898
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,1.0,both,39,0.6595744680851063,0.7948717948717948,8,8,4,0.02564102564102564,0.5897435897435898
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.9,raw,39,0.9024390243902439,0.9487179487179487,2,2,9,0.07692307692307693,0.46153846153846156
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.9,corners,39,0.9024390243902439,0.9487179487179487,2,2,9,0.07692307692307693,0.46153846153846156
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.9,gaussian,39,0.6956521739130435,0.8205128205128205,7,7,4,0.02564102564102564,0.5897435897435898
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.9,both,39,0.6956521739130435,0.8205128205128205,7,7,4,0.02564102564102564,0.6153846153846154
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.75,raw,39,0.813953488372093,0.8974358974358975,4,4,8,0.05128205128205128,0.5128205128205128
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.75,corners,39,0.813953488372093,0.8974358974358975,4,4,8,0.05128205128205128,0.5128205128205128
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.75,gaussian,39,0.625,0.7692307692307693,9,9,6,0.05128205128205128,0.6153846153846154
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.75,both,39,0.625,0.7692307692307693,9,9,7,0.10256410256410256,0.6153846153846154
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.5,raw,39,0.7333333333333333,0.8461538461538461,6,6,10,0.1282051282051282,0.5384615384615384
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.5,corners,39,0.6956521739130435,0.8205128205128205,7,7,10,0.10256410256410256,0.5384615384615384
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.5,gaussian,39,0.5918367346938775,0.7435897435897436,10,10,6,0.05128205128205128,0.6666666666666666
initial_400,close_drawer,7,0,google_robot_close_drawer__seed007__initial,l11_win,1,0,0.5,both,39,0.56,0.717948717948718,11,11,6,0.07692307692307693,0.6923076923076923
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,1.0,raw,31,1.0,1.0,0,0,6,0.0967741935483871,0.7096774193548387
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,1.0,corners,31,1.0,1.0,0,0,6,0.0967741935483871,0.7096774193548387
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,1.0,gaussian,31,0.5897435897435898,0.7419354838709677,8,8,2,0.0,0.9354838709677419
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,1.0,both,31,0.5897435897435898,0.7419354838709677,8,8,2,0.0,0.9354838709677419
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.9,raw,31,0.9375,0.967741935483871,1,1,6,0.0967741935483871,0.7419354838709677
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.9,corners,31,0.9375,0.967741935483871,1,1,6,0.0967741935483871,0.7419354838709677
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.9,gaussian,31,0.631578947368421,0.7741935483870968,7,7,2,0.0,0.9354838709677419
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.9,both,31,0.631578947368421,0.7741935483870968,7,7,2,0.0,0.9354838709677419
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.75,raw,31,0.8235294117647058,0.9032258064516129,3,3,7,0.12903225806451613,0.6774193548387096
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.75,corners,31,0.8235294117647058,0.9032258064516129,3,3,7,0.12903225806451613,0.6774193548387096
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.75,gaussian,31,0.631578947368421,0.7741935483870968,7,7,2,0.0,0.9354838709677419
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.75,both,31,0.631578947368421,0.7741935483870968,7,7,2,0.0,0.9354838709677419
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.5,raw,31,0.631578947368421,0.7741935483870968,7,7,6,0.06451612903225806,0.3548387096774194
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.5,corners,31,0.631578947368421,0.7741935483870968,7,7,6,0.06451612903225806,0.3548387096774194
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.5,gaussian,31,0.6756756756756757,0.8064516129032258,6,6,2,0.0,0.9354838709677419
initial_400,close_drawer,8,0,google_robot_close_drawer__seed008__initial,both_success,1,1,0.5,both,31,0.6756756756756757,0.8064516129032258,6,6,2,0.0,0.9354838709677419
initial_400,close_drawer,9,0,google_robot_close_drawer__seed009__initial,both_fail,0,0,1.0,raw,23,1.0,1.0,0,0,8,0.2608695652173913,0.391304347826087
initial_400,close_drawer,9,0,google_robot_close_drawer__seed009__initial,both_fail,0,0,1.0,corners,23,1.0,1.0,0,0,8,0.2608695652173913,0.391304347826087
