dataset,task,seed,step,state_id,outcome_group,l11_success,sparse_success,alpha,spatial_mode,m_t,jaccard_l11,l11_retention,lost_from_l11,new_vs_l11,components,isolated_ratio,largest_component_ratio
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,1.0,corners,42,0.9534883720930233,0.9761904761904762,1,1,7,0.11904761904761904,0.5238095238095238
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,1.0,gaussian,42,0.7872340425531915,0.8809523809523809,5,5,3,0.0,0.5714285714285714
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,1.0,both,42,0.7142857142857143,0.8333333333333334,7,7,2,0.0,0.6190476190476191
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.9,raw,42,0.9534883720930233,0.9761904761904762,1,1,7,0.09523809523809523,0.5238095238095238
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.9,corners,42,0.9090909090909091,0.9523809523809523,2,2,8,0.14285714285714285,0.5238095238095238
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.9,gaussian,42,0.75,0.8571428571428571,6,6,3,0.023809523809523808,0.6190476190476191
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.9,both,42,0.75,0.8571428571428571,6,6,2,0.0,0.6190476190476191
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.75,raw,42,0.9090909090909091,0.9523809523809523,2,2,8,0.11904761904761904,0.5
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.75,corners,42,0.8666666666666667,0.9285714285714286,3,3,7,0.11904761904761904,0.5476190476190477
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.75,gaussian,42,0.75,0.8571428571428571,6,6,4,0.047619047619047616,0.6428571428571429
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.75,both,42,0.7142857142857143,0.8333333333333334,7,7,3,0.023809523809523808,0.6666666666666666
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.5,raw,42,0.8666666666666667,0.9285714285714286,3,3,7,0.09523809523809523,0.5476190476190477
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.5,corners,42,0.8260869565217391,0.9047619047619048,4,4,7,0.11904761904761904,0.5714285714285714
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.5,gaussian,42,0.7142857142857143,0.8333333333333334,7,7,4,0.047619047619047616,0.6666666666666666
initial_400,close_drawer,97,0,google_robot_close_drawer__seed097__initial,both_success,1,1,0.5,both,42,0.68,0.8095238095238095,8,8,3,0.023809523809523808,0.6904761904761905
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,1.0,raw,27,1.0,1.0,0,0,7,0.1111111111111111,0.37037037037037035
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,1.0,corners,27,0.9285714285714286,0.9629629629629629,1,1,5,0.0,0.37037037037037035
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,1.0,gaussian,27,0.7419354838709677,0.8518518518518519,4,4,6,0.1111111111111111,0.4074074074074074
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,1.0,both,27,0.7419354838709677,0.8518518518518519,4,4,5,0.037037037037037035,0.4074074074074074
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.9,raw,27,0.8,0.8888888888888888,3,3,7,0.1111111111111111,0.4074074074074074
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.9,corners,27,0.7419354838709677,0.8518518518518519,4,4,6,0.037037037037037035,0.4074074074074074
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.9,gaussian,27,0.7419354838709677,0.8518518518518519,4,4,5,0.07407407407407407,0.48148148148148145
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.9,both,27,0.7419354838709677,0.8518518518518519,4,4,4,0.037037037037037035,0.48148148148148145
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.75,raw,27,0.7419354838709677,0.8518518518518519,4,4,9,0.18518518518518517,0.4074074074074074
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.75,corners,27,0.7419354838709677,0.8518518518518519,4,4,7,0.1111111111111111,0.4074074074074074
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.75,gaussian,27,0.6363636363636364,0.7777777777777778,6,6,5,0.07407407407407407,0.48148148148148145
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.75,both,27,0.5882352941176471,0.7407407407407407,7,7,4,0.037037037037037035,0.5185185185185185
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.5,raw,27,0.5882352941176471,0.7407407407407407,7,7,7,0.1111111111111111,0.5185185185185185
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.5,corners,27,0.5882352941176471,0.7407407407407407,7,7,6,0.07407407407407407,0.5185185185185185
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.5,gaussian,27,0.4594594594594595,0.6296296296296297,10,10,4,0.037037037037037035,0.6666666666666666
initial_400,close_drawer,98,0,google_robot_close_drawer__seed098__initial,both_success,1,1,0.5,both,27,0.42105263157894735,0.5925925925925926,11,11,3,0.0,0.7037037037037037
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,1.0,raw,25,1.0,1.0,0,0,7,0.08,0.44
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,1.0,corners,25,0.9230769230769231,0.96,1,1,7,0.08,0.44
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,1.0,gaussian,25,0.6666666666666666,0.8,5,5,3,0.0,0.48
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,1.0,both,25,0.6666666666666666,0.8,5,5,3,0.0,0.48
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.9,raw,25,0.7857142857142857,0.88,3,3,9,0.2,0.36
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.9,corners,25,0.7857142857142857,0.88,3,3,8,0.16,0.36
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.9,gaussian,25,0.6666666666666666,0.8,5,5,3,0.0,0.44
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.9,both,25,0.6666666666666666,0.8,5,5,3,0.0,0.44
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.75,raw,25,0.6129032258064516,0.76,6,6,8,0.12,0.32
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.75,corners,25,0.6129032258064516,0.76,6,6,8,0.12,0.32
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.75,gaussian,25,0.5625,0.72,7,7,4,0.04,0.36
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.75,both,25,0.5625,0.72,7,7,4,0.04,0.36
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.5,raw,25,0.5625,0.72,7,7,8,0.12,0.32
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.5,corners,25,0.5625,0.72,7,7,8,0.12,0.32
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.5,gaussian,25,0.47058823529411764,0.64,9,9,6,0.12,0.48
initial_400,close_drawer,99,0,google_robot_close_drawer__seed099__initial,both_success,1,1,0.5,both,25,0.47058823529411764,0.64,9,9,6,0.12,0.48
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,1.0,raw,11,1.0,1.0,0,0,4,0.18181818181818182,0.45454545454545453
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,1.0,corners,11,1.0,1.0,0,0,4,0.18181818181818182,0.45454545454545453
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,1.0,gaussian,11,0.6923076923076923,0.8181818181818182,2,2,2,0.0,0.5454545454545454
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,1.0,both,11,0.6923076923076923,0.8181818181818182,2,2,2,0.0,0.5454545454545454
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.9,raw,11,0.8333333333333334,0.9090909090909091,1,1,4,0.18181818181818182,0.45454545454545453
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.9,corners,11,0.8333333333333334,0.9090909090909091,1,1,4,0.18181818181818182,0.45454545454545453
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.9,gaussian,11,0.6923076923076923,0.8181818181818182,2,2,2,0.0,0.5454545454545454
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.9,both,11,0.6923076923076923,0.8181818181818182,2,2,2,0.0,0.5454545454545454
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.75,raw,11,0.8333333333333334,0.9090909090909091,1,1,4,0.18181818181818182,0.45454545454545453
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.75,corners,11,0.8333333333333334,0.9090909090909091,1,1,4,0.18181818181818182,0.45454545454545453
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.75,gaussian,11,0.6923076923076923,0.8181818181818182,2,2,2,0.0,0.5454545454545454
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.75,both,11,0.6923076923076923,0.8181818181818182,2,2,2,0.0,0.5454545454545454
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.5,raw,11,0.6923076923076923,0.8181818181818182,2,2,6,0.36363636363636365,0.36363636363636365
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.5,corners,11,0.6923076923076923,0.8181818181818182,2,2,6,0.36363636363636365,0.36363636363636365
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.5,gaussian,11,0.6923076923076923,0.8181818181818182,2,2,3,0.09090909090909091,0.45454545454545453
initial_400,pick_coke_can,0,0,google_robot_pick_coke_can__seed000__initial,both_success,1,1,0.5,both,11,0.6923076923076923,0.8181818181818182,2,2,3,0.09090909090909091,0.45454545454545453
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,1.0,raw,28,1.0,1.0,0,0,7,0.10714285714285714,0.42857142857142855
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,1.0,corners,28,1.0,1.0,0,0,7,0.10714285714285714,0.42857142857142855
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,1.0,gaussian,28,0.5135135135135135,0.6785714285714286,9,9,3,0.03571428571428571,0.5
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,1.0,both,28,0.5135135135135135,0.6785714285714286,9,9,3,0.03571428571428571,0.5
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.9,raw,28,0.75,0.8571428571428571,4,4,7,0.10714285714285714,0.42857142857142855
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.9,corners,28,0.75,0.8571428571428571,4,4,7,0.10714285714285714,0.42857142857142855
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.9,gaussian,28,0.5135135135135135,0.6785714285714286,9,9,3,0.03571428571428571,0.5
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.9,both,28,0.5135135135135135,0.6785714285714286,9,9,3,0.03571428571428571,0.5
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.75,raw,28,0.696969696969697,0.8214285714285714,5,5,7,0.10714285714285714,0.39285714285714285
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.75,corners,28,0.696969696969697,0.8214285714285714,5,5,7,0.10714285714285714,0.39285714285714285
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.75,gaussian,28,0.47368421052631576,0.6428571428571429,10,10,5,0.10714285714285714,0.5357142857142857
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.75,both,28,0.47368421052631576,0.6428571428571429,10,10,5,0.10714285714285714,0.5357142857142857
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.5,raw,28,0.6,0.75,7,7,8,0.14285714285714285,0.35714285714285715
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.5,corners,28,0.6,0.75,7,7,8,0.14285714285714285,0.35714285714285715
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.5,gaussian,28,0.47368421052631576,0.6428571428571429,10,10,6,0.10714285714285714,0.5357142857142857
initial_400,pick_coke_can,1,0,google_robot_pick_coke_can__seed001__initial,both_fail,0,0,0.5,both,28,0.47368421052631576,0.6428571428571429,10,10,6,0.10714285714285714,0.5357142857142857
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,1.0,raw,16,1.0,1.0,0,0,5,0.125,0.4375
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,1.0,corners,16,1.0,1.0,0,0,5,0.125,0.4375
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,1.0,gaussian,16,0.6842105263157895,0.8125,3,3,3,0.0,0.5
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,1.0,both,16,0.6842105263157895,0.8125,3,3,3,0.0,0.5
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.9,raw,16,1.0,1.0,0,0,5,0.125,0.4375
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.9,corners,16,1.0,1.0,0,0,5,0.125,0.4375
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.9,gaussian,16,0.6842105263157895,0.8125,3,3,3,0.0,0.5
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.9,both,16,0.6842105263157895,0.8125,3,3,3,0.0,0.5
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.75,raw,16,0.7777777777777778,0.875,2,2,9,0.4375,0.3125
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.75,corners,16,0.7777777777777778,0.875,2,2,9,0.4375,0.3125
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.75,gaussian,16,0.6842105263157895,0.8125,3,3,3,0.0,0.4375
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.75,both,16,0.6842105263157895,0.8125,3,3,3,0.0,0.4375
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.5,raw,16,0.6,0.75,4,4,7,0.3125,0.375
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.5,corners,16,0.6,0.75,4,4,7,0.3125,0.375
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.5,gaussian,16,0.5238095238095238,0.6875,5,5,2,0.0,0.6875
initial_400,pick_coke_can,2,0,google_robot_pick_coke_can__seed002__initial,both_success,1,1,0.5,both,16,0.5238095238095238,0.6875,5,5,2,0.0,0.6875
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,1.0,raw,14,1.0,1.0,0,0,6,0.2857142857142857,0.42857142857142855
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,1.0,corners,14,1.0,1.0,0,0,6,0.2857142857142857,0.42857142857142855
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,1.0,gaussian,14,0.6470588235294118,0.7857142857142857,3,3,2,0.0,0.5
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,1.0,both,14,0.6470588235294118,0.7857142857142857,3,3,2,0.0,0.5
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.9,raw,14,0.8666666666666667,0.9285714285714286,1,1,6,0.2857142857142857,0.42857142857142855
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.9,corners,14,0.8666666666666667,0.9285714285714286,1,1,6,0.2857142857142857,0.42857142857142855
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.9,gaussian,14,0.6470588235294118,0.7857142857142857,3,3,2,0.0,0.5
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.9,both,14,0.6470588235294118,0.7857142857142857,3,3,2,0.0,0.5
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.75,raw,14,0.75,0.8571428571428571,2,2,5,0.21428571428571427,0.5
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.75,corners,14,0.75,0.8571428571428571,2,2,5,0.21428571428571427,0.5
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.75,gaussian,14,0.5555555555555556,0.7142857142857143,4,4,2,0.0,0.5714285714285714
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.75,both,14,0.5555555555555556,0.7142857142857143,4,4,2,0.0,0.5714285714285714
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.5,raw,14,0.5555555555555556,0.7142857142857143,4,4,3,0.07142857142857142,0.6428571428571429
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.5,corners,14,0.5555555555555556,0.7142857142857143,4,4,3,0.07142857142857142,0.6428571428571429
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.5,gaussian,14,0.5555555555555556,0.7142857142857143,4,4,3,0.07142857142857142,0.6428571428571429
initial_400,pick_coke_can,3,0,google_robot_pick_coke_can__seed003__initial,l11_win,1,0,0.5,both,14,0.5555555555555556,0.7142857142857143,4,4,3,0.07142857142857142,0.6428571428571429
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,1.0,raw,31,1.0,1.0,0,0,7,0.0967741935483871,0.3870967741935484
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,1.0,corners,31,1.0,1.0,0,0,7,0.0967741935483871,0.3870967741935484
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,1.0,gaussian,31,0.6756756756756757,0.8064516129032258,6,6,4,0.06451612903225806,0.5161290322580645
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,1.0,both,31,0.6756756756756757,0.8064516129032258,6,6,4,0.06451612903225806,0.5161290322580645
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.9,raw,31,0.9375,0.967741935483871,1,1,6,0.06451612903225806,0.3870967741935484
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.9,corners,31,0.9375,0.967741935483871,1,1,6,0.06451612903225806,0.3870967741935484
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.9,gaussian,31,0.7222222222222222,0.8387096774193549,5,5,5,0.0967741935483871,0.5161290322580645
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.9,both,31,0.7222222222222222,0.8387096774193549,5,5,5,0.0967741935483871,0.5161290322580645
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.75,raw,31,0.8787878787878788,0.9354838709677419,2,2,7,0.06451612903225806,0.3870967741935484
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.75,corners,31,0.8787878787878788,0.9354838709677419,2,2,7,0.06451612903225806,0.3870967741935484
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.75,gaussian,31,0.6756756756756757,0.8064516129032258,6,6,6,0.0967741935483871,0.5483870967741935
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.75,both,31,0.6756756756756757,0.8064516129032258,6,6,6,0.0967741935483871,0.5483870967741935
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.5,raw,31,0.8787878787878788,0.9354838709677419,2,2,7,0.06451612903225806,0.3870967741935484
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.5,corners,31,0.8787878787878788,0.9354838709677419,2,2,7,0.06451612903225806,0.3870967741935484
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.5,gaussian,31,0.6756756756756757,0.8064516129032258,6,6,6,0.06451612903225806,0.5483870967741935
initial_400,pick_coke_can,4,0,google_robot_pick_coke_can__seed004__initial,both_fail,0,0,0.5,both,31,0.6756756756756757,0.8064516129032258,6,6,6,0.06451612903225806,0.5483870967741935
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,1.0,raw,14,1.0,1.0,0,0,4,0.14285714285714285,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,1.0,corners,14,1.0,1.0,0,0,4,0.14285714285714285,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,1.0,gaussian,14,0.75,0.8571428571428571,2,2,2,0.0,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,1.0,both,14,0.75,0.8571428571428571,2,2,2,0.0,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.9,raw,14,1.0,1.0,0,0,4,0.14285714285714285,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.9,corners,14,1.0,1.0,0,0,4,0.14285714285714285,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.9,gaussian,14,0.75,0.8571428571428571,2,2,2,0.0,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.9,both,14,0.75,0.8571428571428571,2,2,2,0.0,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.75,raw,14,1.0,1.0,0,0,4,0.14285714285714285,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.75,corners,14,1.0,1.0,0,0,4,0.14285714285714285,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.75,gaussian,14,0.75,0.8571428571428571,2,2,2,0.0,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.75,both,14,0.75,0.8571428571428571,2,2,2,0.0,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.5,raw,14,0.8666666666666667,0.9285714285714286,1,1,4,0.14285714285714285,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.5,corners,14,0.8666666666666667,0.9285714285714286,1,1,4,0.14285714285714285,0.5714285714285714
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.5,gaussian,14,0.75,0.8571428571428571,2,2,3,0.07142857142857142,0.6428571428571429
initial_400,pick_coke_can,5,0,google_robot_pick_coke_can__seed005__initial,sparse_win,0,1,0.5,both,14,0.75,0.8571428571428571,2,2,3,0.07142857142857142,0.6428571428571429
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,1.0,raw,37,1.0,1.0,0,0,7,0.05405405405405406,0.32432432432432434
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,1.0,corners,37,1.0,1.0,0,0,7,0.05405405405405406,0.32432432432432434
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,1.0,gaussian,37,0.8048780487804879,0.8918918918918919,4,4,6,0.05405405405405406,0.35135135135135137
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,1.0,both,37,0.8048780487804879,0.8918918918918919,4,4,6,0.05405405405405406,0.35135135135135137
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,0.9,raw,37,1.0,1.0,0,0,7,0.05405405405405406,0.32432432432432434
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,0.9,corners,37,1.0,1.0,0,0,7,0.05405405405405406,0.32432432432432434
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,0.9,gaussian,37,0.8048780487804879,0.8918918918918919,4,4,6,0.05405405405405406,0.35135135135135137
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,0.9,both,37,0.8048780487804879,0.8918918918918919,4,4,6,0.05405405405405406,0.35135135135135137
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,0.75,raw,37,0.85,0.918918918918919,3,3,9,0.08108108108108109,0.2972972972972973
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,0.75,corners,37,0.85,0.918918918918919,3,3,9,0.08108108108108109,0.2972972972972973
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,0.75,gaussian,37,0.8048780487804879,0.8918918918918919,4,4,7,0.05405405405405406,0.35135135135135137
initial_400,pick_coke_can,6,0,google_robot_pick_coke_can__seed006__initial,both_fail,0,0,0.75,both,37,0.8048780487804879,0.8918918918918919,4,4,7,0.05405405405405406,0.35135135135135137
