task,outcome_group,alpha,spatial_mode,n,jaccard_l11,l11_retention,lost_from_l11,new_vs_l11,components,isolated_ratio,largest_component_ratio,synonym_mask_jaccard,target_response,target_mask_response,target_correct_both
move_near,both_fail,0.5,gaussian,25,0.5608953631742238,0.7094892574649941,9.56,9.56,5.8,0.048163124133446596,0.40110219796195423,,,,
move_near,both_fail,0.5,raw,25,0.6503585514996436,0.7818212105733587,7.12,7.12,11.04,0.16055398303760487,0.2977169294976861,,,,
move_near,both_fail,0.75,both,25,0.6782055017750881,0.8005561664918767,6.6,6.6,5.6,0.05500699992025039,0.39421655409412826,,,,
move_near,both_fail,0.75,corners,25,0.7571993450174639,0.8549348282952348,4.56,4.56,10.24,0.16570375479600924,0.31953291012722596,,,,
move_near,both_fail,0.75,gaussian,25,0.6782055017750881,0.8005561664918767,6.6,6.6,5.6,0.05500699992025039,0.39421655409412826,,,,
move_near,both_fail,0.75,raw,25,0.7571993450174639,0.8549348282952348,4.56,4.56,10.24,0.16570375479600924,0.31953291012722596,,,,
move_near,both_fail,0.9,both,25,0.7107603022373971,0.826639019215115,6.04,6.04,5.28,0.034458891959807295,0.37731883494038626,,,,
move_near,both_fail,0.9,corners,25,0.8956520173054899,0.9427910386120204,1.64,1.64,9.36,0.13436571490528887,0.29386843044798416,,,,
move_near,both_fail,0.9,gaussian,25,0.7107603022373971,0.826639019215115,6.04,6.04,5.2,0.03104836564401782,0.37731883494038626,,,,
move_near,both_fail,0.9,raw,25,0.8956520173054899,0.9427910386120204,1.64,1.64,9.36,0.13436571490528887,0.29386843044798416,,,,
move_near,both_fail,1.0,both,25,0.6944017975206477,0.8159694024803986,6.28,6.28,4.76,0.011082990083905415,0.4095347208231108,,,,
move_near,both_fail,1.0,corners,25,1.0,1.0,0.0,0.0,9.08,0.11890578061207782,0.29067825236472244,,,,
move_near,both_fail,1.0,gaussian,25,0.6912129863318366,0.813864139322504,6.4,6.4,4.64,0.006872463768115942,0.4095347208231108,,,,
move_near,both_fail,1.0,raw,25,1.0,1.0,0.0,0.0,9.08,0.11890578061207782,0.29067825236472244,,,,
move_near,both_success,0.5,both,49,0.6173660853602292,0.7595146033067243,8.938775510204081,8.938775510204081,5.428571428571429,0.032013369549179826,0.4171401679791328,,,,
move_near,both_success,0.5,corners,49,0.6586534318670905,0.7863439201729093,7.163265306122449,7.163265306122449,10.877551020408163,0.13773398913956322,0.3064979924028325,,,,
move_near,both_success,0.5,gaussian,49,0.6173660853602292,0.7595146033067243,8.938775510204081,8.938775510204081,5.489795918367347,0.03349247050633287,0.4153568459546709,,,,
move_near,both_success,0.5,raw,49,0.6586534318670905,0.7863439201729093,7.163265306122449,7.163265306122449,10.877551020408163,0.13773398913956322,0.3064979924028325,,,,
move_near,both_success,0.75,both,49,0.6822500333270629,0.808363184085565,7.1020408163265305,7.1020408163265305,4.877551020408164,0.02984070917954637,0.43614166968255946,,,,
move_near,both_success,0.75,corners,49,0.7937808714934387,0.8821060420625122,4.163265306122449,4.163265306122449,11.0,0.16282420155156208,0.31964689626702597,,,,
move_near,both_success,0.75,gaussian,49,0.6863703955936689,0.8111558801113437,6.959183673469388,6.959183673469388,5.020408163265306,0.0326334052053251,0.43614166968255946,,,,
move_near,both_success,0.75,raw,49,0.7937808714934387,0.8821060420625122,4.163265306122449,4.163265306122449,11.0,0.16282420155156208,0.31964689626702597,,,,
move_near,both_success,0.9,both,49,0.6818622249307055,0.8080633255209725,7.081632653061225,7.081632653061225,4.510204081632653,0.03203294466514245,0.4526584838373042,,,,
move_near,both_success,0.9,corners,49,0.9011713226719782,0.9471257806482762,2.0,2.0,9.938775510204081,0.14410583668386687,0.3424118925346842,,,,
move_near,both_success,0.9,gaussian,49,0.6818622249307055,0.8080633255209725,7.081632653061225,7.081632653061225,4.510204081632653,0.03203294466514245,0.4526584838373042,,,,
move_near,both_success,0.9,raw,49,0.9011713226719782,0.9471257806482762,2.0,2.0,9.938775510204081,0.14410583668386687,0.3424118925346842,,,,
move_near,both_success,1.0,both,49,0.6896378646481228,0.8147041030678064,7.040816326530612,7.040816326530612,4.204081632653061,0.030873332625085168,0.47886597665275227,,,,
move_near,both_success,1.0,corners,49,1.0,1.0,0.0,0.0,9.16326530612245,0.1321916833023774,0.3748916206411525,,,,
move_near,both_success,1.0,gaussian,49,0.6906814639060078,0.8154599609665215,7.020408163265306,7.020408163265306,4.204081632653061,0.030873332625085168,0.47962183455146734,,,,
move_near,both_success,1.0,raw,49,1.0,1.0,0.0,0.0,9.16326530612245,0.1321916833023774,0.3748916206411525,,,,
move_near,l11_win,0.5,both,13,0.5907201617194406,0.7403065486640805,9.538461538461538,9.538461538461538,4.538461538461538,0.023854875715129793,0.4620622742855049,,,,
move_near,l11_win,0.5,corners,13,0.6402582973231332,0.7757809401729548,7.615384615384615,7.615384615384615,10.153846153846153,0.1292512035252507,0.30867433635128727,,,,
move_near,l11_win,0.5,gaussian,13,0.6032279791053068,0.7490977574552893,9.23076923076923,9.23076923076923,4.538461538461538,0.023854875715129793,0.47085348307671365,,,,
move_near,l11_win,0.5,raw,13,0.6402582973231332,0.7757809401729548,7.615384615384615,7.615384615384615,10.153846153846153,0.1292512035252507,0.30867433635128727,,,,
move_near,l11_win,0.75,both,13,0.6418404306565105,0.7791259043436902,8.0,8.0,4.230769230769231,0.007053291536050157,0.4365848398425532,,,,
move_near,l11_win,0.75,corners,13,0.8008772093746733,0.8881387920407884,3.8461538461538463,3.8461538461538463,9.76923076923077,0.148433021908521,0.3514625825878094,,,,
move_near,l11_win,0.75,gaussian,13,0.648145600896107,0.7837412889590749,7.769230769230769,7.769230769230769,4.461538461538462,0.011668676151434772,0.4365848398425532,,,,
move_near,l11_win,0.75,raw,13,0.8008772093746733,0.8881387920407884,3.8461538461538463,3.8461538461538463,9.76923076923077,0.148433021908521,0.3514625825878094,,,,
move_near,l11_win,0.9,both,13,0.7046103635020243,0.8250167849895618,6.769230769230769,6.769230769230769,4.538461538461538,0.02552072448624173,0.44581560907332235,,,,
move_near,l11_win,0.9,corners,13,0.9248487342616898,0.9598610635180509,1.3846153846153846,1.3846153846153846,9.307692307692308,0.12339774160100839,0.36972466533265086,,,,
move_near,l11_win,0.9,gaussian,13,0.7046103635020243,0.8250167849895618,6.769230769230769,6.769230769230769,4.538461538461538,0.02552072448624173,0.44581560907332235,,,,
move_near,l11_win,0.9,raw,13,0.9248487342616898,0.9598610635180509,1.3846153846153846,1.3846153846153846,9.307692307692308,0.12339774160100839,0.36972466533265086,,,,
move_near,l11_win,1.0,both,13,0.6677144837419582,0.8000183160255757,7.461538461538462,7.461538461538462,4.153846153846154,0.02821955821955822,0.47065666839714027,,,,
move_near,l11_win,1.0,corners,13,1.0,1.0,0.0,0.0,8.538461538461538,0.10642402566177521,0.376777956868701,,,,
move_near,l11_win,1.0,gaussian,13,0.6677144837419582,0.8000183160255757,7.461538461538462,7.461538461538462,4.384615384615385,0.032834942834942836,0.47065666839714027,,,,
move_near,l11_win,1.0,raw,13,1.0,1.0,0.0,0.0,8.538461538461538,0.10642402566177521,0.376777956868701,,,,
move_near,sparse_win,0.5,both,13,0.468832418559719,0.612797619047619,5.923076923076923,5.923076923076923,4.461538461538462,0.06263736263736264,0.518719474969475,,,,
move_near,sparse_win,0.5,corners,13,0.4875820435945224,0.6305021367521367,5.846153846153846,5.846153846153846,9.23076923076923,0.40966117216117215,0.25546398046398044,,,,
move_near,sparse_win,0.5,gaussian,13,0.468832418559719,0.612797619047619,5.923076923076923,5.923076923076923,4.461538461538462,0.06263736263736264,0.518719474969475,,,,
move_near,sparse_win,0.5,raw,13,0.4875820435945224,0.6305021367521367,5.846153846153846,5.846153846153846,9.23076923076923,0.40966117216117215,0.25546398046398044,,,,
move_near,sparse_win,0.75,both,13,0.5483580746738641,0.6874542124542126,4.6923076923076925,4.6923076923076925,4.153846153846154,0.06362179487179487,0.48057844932844923,,,,
move_near,sparse_win,0.75,corners,13,0.7153952321373136,0.8279532967032969,2.6923076923076925,2.6923076923076925,7.846153846153846,0.33590506715506707,0.2956272893772893,,,,
move_near,sparse_win,0.75,gaussian,13,0.5483580746738641,0.6874542124542126,4.6923076923076925,4.6923076923076925,4.153846153846154,0.06362179487179487,0.48057844932844923,,,,
move_near,sparse_win,0.75,raw,13,0.7153952321373136,0.8279532967032969,2.6923076923076925,2.6923076923076925,7.846153846153846,0.33590506715506707,0.2956272893772893,,,,
move_near,sparse_win,0.9,both,13,0.7095930126529881,0.8276633089133092,3.5384615384615383,3.5384615384615383,4.230769230769231,0.04965659340659341,0.4315323565323566,,,,
move_near,sparse_win,0.9,corners,13,0.9425213675213675,0.968986568986569,0.6153846153846154,0.6153846153846154,6.6923076923076925,0.21006562881562882,0.3775564713064713,,,,
move_near,sparse_win,0.9,gaussian,13,0.7095930126529881,0.8276633089133092,3.5384615384615383,3.5384615384615383,4.230769230769231,0.04965659340659341,0.4315323565323566,,,,
move_near,sparse_win,0.9,raw,13,0.9425213675213675,0.968986568986569,0.6153846153846154,0.6153846153846154,6.6923076923076925,0.21006562881562882,0.3775564713064713,,,,
move_near,sparse_win,1.0,both,13,0.6931328656025013,0.8164682539682542,3.923076923076923,3.923076923076923,3.8461538461538463,0.054052197802197804,0.4675900488400489,,,,
move_near,sparse_win,1.0,corners,13,1.0,1.0,0.0,0.0,6.769230769230769,0.23228785103785105,0.3946504884004884,,,,
move_near,sparse_win,1.0,gaussian,13,0.6931328656025013,0.8164682539682542,3.923076923076923,3.923076923076923,3.8461538461538463,0.054052197802197804,0.4675900488400489,,,,
move_near,sparse_win,1.0,raw,13,1.0,1.0,0.0,0.0,6.769230769230769,0.23228785103785105,0.3946504884004884,,,,
open_drawer,ALL,0.5,both,100,0.7048337623336864,0.823371921050411,6.72,6.72,3.73,0.04277433958132308,0.7123687359138252,,,,
open_drawer,ALL,0.5,corners,100,0.7848726743745881,0.8762529290727137,4.48,4.48,7.05,0.13591369472916282,0.5753731521381914,,,,
open_drawer,ALL,0.5,gaussian,100,0.7141044655721402,0.8295797579034234,6.43,6.43,3.95,0.0402880009550548,0.7029746914989075,,,,
open_drawer,ALL,0.5,raw,100,0.7926364564210522,0.8810752449141874,4.25,4.25,7.26,0.13469384369621829,0.563384862557059,,,,
open_drawer,ALL,0.75,both,100,0.728735133912369,0.8390390873595563,5.96,5.96,3.37,0.034766003285913276,0.7156028790929616,,,,
open_drawer,ALL,0.75,corners,100,0.8486507847971692,0.9152603887058425,2.88,2.88,7.03,0.1300324105423489,0.5852103414675739,,,,
open_drawer,ALL,0.75,gaussian,100,0.7397451217076743,0.8461932612467961,5.64,5.64,3.72,0.035513420222625755,0.7046988325184015,,,,
open_drawer,ALL,0.75,raw,100,0.8586260320013054,0.9209615432486059,2.61,2.61,7.15,0.12622007391687193,0.5780696415726242,,,,
open_drawer,ALL,0.9,both,100,0.7301642914768551,0.8381082045866499,5.71,5.71,3.3,0.028202316754749313,0.7054847173127768,,,,
open_drawer,ALL,0.9,corners,100,0.9267006943470147,0.9603864465968017,1.5,1.5,6.63,0.12441510344962894,0.5932439492200419,,,,
open_drawer,ALL,0.9,gaussian,100,0.7466955874528722,0.8487590031268134,5.23,5.23,3.79,0.03293486163752867,0.6971798305622069,,,,
open_drawer,ALL,0.9,raw,100,0.9379361080585208,0.9664327612598222,1.23,1.23,6.94,0.1251851604884202,0.5854515115100857,,,,
open_drawer,ALL,1.0,both,100,0.7286174925245861,0.8374838030906289,5.75,5.75,3.31,0.028819212853675814,0.7047398584779815,,,,
open_drawer,ALL,1.0,corners,100,0.9714600007916804,0.9853520984030213,0.67,0.67,6.7,0.12123579327408374,0.593213747183636,,,,
open_drawer,ALL,1.0,gaussian,100,0.7400426185616295,0.8447531195681723,5.42,5.42,3.65,0.029883307127581863,0.6942881694480139,,,,
open_drawer,ALL,1.0,raw,100,1.0,1.0,0.0,0.0,6.99,0.121203714792738,0.5824224106288693,,,,
open_drawer,both_fail,0.5,both,42,0.7008460241138375,0.820084019900579,6.023809523809524,6.023809523809524,3.261904761904762,0.03767805200032777,0.7280759290811145,,,,
open_drawer,both_fail,0.5,corners,42,0.7841885000054418,0.8761940893465117,4.0,4.0,6.857142857142857,0.16608241992460743,0.5668286460847983,,,,
open_drawer,both_fail,0.5,gaussian,42,0.7090039472741557,0.8258135669434161,5.785714285714286,5.785714285714286,3.4285714285714284,0.03677097471313443,0.7216563526743631,,,,
open_drawer,both_fail,0.5,raw,42,0.7879624218279937,0.8787366684354645,3.880952380952381,3.880952380952381,6.833333333333333,0.1607378568342653,0.5628760335028826,,,,
open_drawer,both_fail,0.75,both,42,0.7218554023129777,0.8326538744786698,5.261904761904762,5.261904761904762,3.0,0.026332538537638808,0.7285627343384377,,,,
open_drawer,both_fail,0.75,corners,42,0.8437521690716511,0.9120662193827462,2.5,2.5,6.738095238095238,0.16173898972587347,0.5656758533567944,,,,
open_drawer,both_fail,0.75,gaussian,42,0.7272898275058791,0.8360044440785905,5.119047619047619,5.119047619047619,3.1904761904761907,0.024087027190142177,0.7192861370423197,,,,
open_drawer,both_fail,0.75,raw,42,0.8508511209241276,0.9161277369915248,2.3095238095238093,2.3095238095238093,6.809523809523809,0.1562238112626027,0.5608167668650548,,,,
open_drawer,both_fail,0.9,both,42,0.7111076749193543,0.820559375479518,5.071428571428571,5.071428571428571,2.8095238095238093,0.02241364616458428,0.7281524617040209,,,,
open_drawer,both_fail,0.9,corners,42,0.9436429495449608,0.9703652817292272,1.119047619047619,1.119047619047619,6.166666666666667,0.14976006265488723,0.5705819865992876,,,,
open_drawer,both_fail,0.9,gaussian,42,0.7201184929987829,0.826279112760951,4.809523809523809,4.809523809523809,3.0714285714285716,0.022876754460029163,0.7202843500976494,,,,
open_drawer,both_fail,0.9,raw,42,0.946297653703047,0.9718214598735324,1.0476190476190477,1.0476190476190477,6.357142857142857,0.14870665885993511,0.5669000965198544,,,,
open_drawer,both_fail,1.0,both,42,0.7073412987952377,0.8189205346590501,5.166666666666667,5.166666666666667,2.8333333333333335,0.021554685203424545,0.7246435040976691,,,,
open_drawer,both_fail,1.0,corners,42,0.9798484902149698,0.9896916983784084,0.4523809523809524,0.4523809523809524,6.261904761904762,0.14583876619592476,0.5701613170864572,,,,
open_drawer,both_fail,1.0,gaussian,42,0.7171846170449189,0.8252355100357212,4.880952380952381,4.880952380952381,3.0476190476190474,0.021612869624557798,0.7180755264444928,,,,
open_drawer,both_fail,1.0,raw,42,1.0,1.0,0.0,0.0,6.380952380952381,0.14226820647027735,0.5656024211524173,,,,
open_drawer,both_success,0.5,both,28,0.721943291879,0.8368146863745806,7.107142857142857,7.107142857142857,4.0,0.04190397697923637,0.703556519676766,,,,
open_drawer,both_success,0.5,corners,28,0.8004553204113112,0.8861265466450055,4.714285714285714,4.714285714285714,7.035714285714286,0.0984396901187196,0.5893991035288987,,,,
open_drawer,both_success,0.5,gaussian,28,0.73531247330712,0.8455052663388652,6.678571428571429,6.678571428571429,4.285714285714286,0.0331332799713747,0.6860269526126243,,,,
open_drawer,both_success,0.5,raw,28,0.8161344966912819,0.8955860587640919,4.25,4.25,7.428571428571429,0.10313291356194303,0.5774943416241368,,,,
open_drawer,both_success,0.75,both,28,0.7385845487597411,0.8476780522965685,6.678571428571429,6.678571428571429,3.6785714285714284,0.04002289718348006,0.7127535790085607,,,,
open_drawer,both_success,0.75,corners,28,0.8726750282031367,0.9300322612580472,2.8214285714285716,2.8214285714285716,7.392857142857143,0.10241780617094666,0.6072942826212434,,,,
open_drawer,both_success,0.75,gaussian,28,0.7570917213433942,0.859821260713482,6.142857142857143,6.142857142857143,4.214285714285714,0.04090199482970366,0.6951407329131631,,,,
open_drawer,both_success,0.75,raw,28,0.884609381770398,0.9367445206298809,2.5,2.5,7.5,0.09932441511213007,0.5984801800571409,,,,
open_drawer,both_success,0.9,both,28,0.7458160478010933,0.8528395531752577,6.464285714285714,6.464285714285714,3.75,0.03741433496159883,0.6840411113120648,,,,
open_drawer,both_success,0.9,corners,28,0.9293186243128203,0.9625682802052836,1.5357142857142858,1.5357142857142858,7.107142857142857,0.09580584928725064,0.6143958222313642,,,,
open_drawer,both_success,0.9,gaussian,28,0.7783492037335368,0.874360171463002,5.535714285714286,5.535714285714286,4.464285714285714,0.04246250914532002,0.6778025581985118,,,,
open_drawer,both_success,0.9,raw,28,0.9465578223037048,0.9717767017778357,1.1428571428571428,1.1428571428571428,7.75,0.10363791276801902,0.5999632365250737,,,,
open_drawer,both_success,1.0,both,28,0.7549415243029963,0.8587424003281049,6.178571428571429,6.178571428571429,3.9642857142857144,0.03658558038284425,0.6775749109642855,,,,
open_drawer,both_success,1.0,corners,28,0.9591707461320373,0.9789854545867496,0.9642857142857143,0.9642857142857143,7.5,0.10111484738740217,0.6015591497712315,,,,
open_drawer,both_success,1.0,gaussian,28,0.7693575554682534,0.8678659879342441,5.785714285714286,5.785714285714286,4.321428571428571,0.03258118877057859,0.6636187632344327,,,,
open_drawer,both_success,1.0,raw,28,1.0,1.0,0.0,0.0,8.107142857142858,0.10906411145079664,0.5832891253870767,,,,
open_drawer,l11_win,0.5,both,22,0.7025467981398226,0.820998683568163,7.2272727272727275,7.2272727272727275,4.545454545454546,0.06150946575350524,0.6662491180653228,,,,
open_drawer,l11_win,0.5,corners,22,0.7762193345100203,0.8700696203095645,5.045454545454546,5.045454545454546,7.636363636363637,0.12395597627032019,0.5641655361692323,,,,
open_drawer,l11_win,0.5,gaussian,22,0.7081548367171805,0.8244967738251467,7.045454545454546,7.045454545454546,4.7272727272727275,0.060381939153820396,0.6589412755003032,,,,
open_drawer,l11_win,0.5,raw,22,0.7843491777945686,0.8750958440857882,4.818181818181818,4.818181818181818,8.045454545454545,0.12181481590249471,0.5349705849582107,,,,
open_drawer,l11_win,0.75,both,22,0.7353403419633068,0.8433300368576625,6.181818181818182,6.181818181818182,3.909090909090909,0.05145437724764521,0.6736222099999352,,,,
open_drawer,l11_win,0.75,corners,22,0.8283445230772549,0.9022683797386658,3.6818181818181817,3.6818181818181817,7.363636363636363,0.12002263684063487,0.5674369827771036,,,,
open_drawer,l11_win,0.75,gaussian,22,0.7487070262545693,0.8522240586003247,5.7727272727272725,5.7727272727272725,4.363636363636363,0.05695226759705419,0.6651315487719992,,,,
open_drawer,l11_win,0.75,raw,22,0.8417724703238844,0.9101126206832632,3.3181818181818183,3.3181818181818183,7.590909090909091,0.11715985422956848,0.5581940282226242,,,,
open_drawer,l11_win,0.9,both,22,0.7478438151881768,0.8516383481586334,5.818181818181818,5.818181818181818,3.8181818181818183,0.03324739483611735,0.6782831962595619,,,,
open_drawer,l11_win,0.9,corners,22,0.8863161406370104,0.9355982039436737,2.1818181818181817,2.1818181818181817,7.181818181818182,0.12644108982300797,0.593392948195688,,,,
open_drawer,l11_win,0.9,gaussian,22,0.7603883647994016,0.8591418302696492,5.454545454545454,5.454545454545454,4.454545454545454,0.04390306573133347,0.6652680440370736,,,,
open_drawer,l11_win,0.9,raw,22,0.9070838561838873,0.9468082507025202,1.6818181818181819,1.6818181818181819,7.363636363636363,0.1210373422081112,0.5843175548070535,,,,
open_drawer,l11_win,1.0,both,22,0.7379046560845162,0.8453631107909589,6.136363636363637,6.136363636363637,3.6363636363636362,0.04060136869962186,0.6888984590986411,,,,
open_drawer,l11_win,1.0,corners,22,0.9676086677318179,0.9833907310459228,0.7727272727272727,0.7727272727272727,6.7727272727272725,0.11104666620873514,0.6130653958438317,,,,
open_drawer,l11_win,1.0,gaussian,22,0.7486239722763841,0.8520173718870403,5.818181818181818,5.818181818181818,4.181818181818182,0.04770319424498377,0.6735859573504219,,,,
open_drawer,l11_win,1.0,raw,22,1.0,1.0,0.0,0.0,7.0,0.10665316317392776,0.596916940836681,,,,
open_drawer,sparse_win,0.5,both,8,0.6721751861124237,0.8001101265286172,7.625,7.625,3.0,0.021054521515351005,0.7875776776986454,,,,
open_drawer,sparse_win,0.5,corners,8,0.757722013311636,0.8590082752309135,4.625,4.625,6.5,0.14157062935144732,0.6019619229656672,,,,
open_drawer,sparse_win,0.5,gaussian,8,0.6830156389152706,0.8075911871346779,7.25,7.25,3.375,0.028535582121411614,0.7853049504259182,,,,
open_drawer,sparse_win,0.5,raw,8,0.757722013311636,0.8590082752309135,4.625,4.625,6.75,0.14384335662417458,0.594812301753546,,,,
open_drawer,sparse_win,0.75,both,8,0.7122164507032929,0.8305249665848744,6.5,6.5,2.75,0.014749536178107606,0.7729830293554372,,,,
open_drawer,sparse_win,0.75,corners,8,0.8461258851650177,0.916056248379117,2.875,2.875,6.375,0.0877508628084665,0.6593493464101183,,,,
open_drawer,sparse_win,0.75,gaussian,8,0.7197770800381157,0.8354018605242683,6.25,6.25,3.0,0.017685142238713668,0.7703788626887704,,,,
open_drawer,sparse_win,0.75,raw,8,0.8548498855775731,0.920933142318511,2.625,2.625,6.5,0.0877508628084665,0.6518682858040576,,,,
open_drawer,sparse_win,0.9,both,8,0.7268116910627687,0.8414719425160093,6.125,6.125,2.875,0.012476808905380334,0.7363358631575798,,,,
open_drawer,sparse_win,0.9,corners,8,0.9396486223799865,0.9685288118179823,1.5,1.5,5.875,0.08591499466355457,0.6377779502563489,,,,
open_drawer,sparse_win,0.9,gaussian,8,0.7377825386515597,0.8486215637281305,5.75,5.75,3.375,0.02223059678416821,0.7314589692181859,,,,
open_drawer,sparse_win,0.9,raw,8,0.948705686221857,0.9734057057573763,1.25,1.25,6.0,0.08851916133022122,0.6351737835896822,,,,
open_drawer,sparse_win,1.0,both,8,0.7226436985894222,0.8388677758493427,6.25,6.25,2.625,0.007374768089053803,0.7388868835657431,,,,
open_drawer,sparse_win,1.0,corners,8,0.9810239885427856,0.9902462121212121,0.5,0.5,6.0,0.09051359546751252,0.6304380623217029,,,,
open_drawer,sparse_win,1.0,gaussian,8,0.7338461246355983,0.8463488364554033,5.875,5.875,3.0,0.014855828695114408,0.7336785502324097,,,,
open_drawer,sparse_win,1.0,raw,8,1.0,1.0,0.0,0.0,6.25,0.09311776213417919,0.6278338956550362,,,,
pick_coke_can,ALL,0.5,both,100,0.6237093058459151,0.7621770543195909,5.72,5.72,4.06,0.0532356971956197,0.5475530635448734,,,,
pick_coke_can,ALL,0.5,corners,100,0.7080153648613877,0.8245836655612463,3.82,3.82,7.29,0.17484573676444384,0.4071466744379377,,,,
pick_coke_can,ALL,0.5,gaussian,100,0.6239950201316293,0.7624043270468636,5.71,5.71,4.08,0.05404290722696767,0.5475530635448734,,,,
pick_coke_can,ALL,0.5,raw,100,0.7080153648613877,0.8245836655612463,3.82,3.82,7.29,0.17484573676444384,0.4071466744379377,,,,
pick_coke_can,ALL,0.75,both,100,0.6522418142276001,0.7845934881652158,5.22,5.22,3.73,0.04184053860225315,0.548607079850898,,,,
pick_coke_can,ALL,0.75,corners,100,0.8226413595666644,0.9004230905292705,2.23,2.23,7.03,0.16354702341040347,0.4076374464719723,,,,
pick_coke_can,ALL,0.75,gaussian,100,0.6522418142276001,0.7845934881652158,5.22,5.22,3.73,0.04184053860225315,0.548607079850898,,,,
pick_coke_can,ALL,0.75,raw,100,0.8226413595666644,0.9004230905292705,2.23,2.23,7.03,0.16354702341040347,0.4076374464719723,,,,
pick_coke_can,ALL,0.9,both,100,0.6550097414619248,0.7871895992361315,5.25,5.25,3.42,0.03233153896251493,0.5486749674841864,,,,
pick_coke_can,ALL,0.9,corners,100,0.9157736596208029,0.9543812997234133,1.06,1.06,6.64,0.15066836670401013,0.4200810943853639,,,,
pick_coke_can,ALL,0.9,gaussian,100,0.6550097414619248,0.7871895992361315,5.25,5.25,3.42,0.03233153896251493,0.5486749674841864,,,,
pick_coke_can,ALL,0.9,raw,100,0.9157736596208029,0.9543812997234133,1.06,1.06,6.64,0.15066836670401013,0.4200810943853639,,,,
pick_coke_can,ALL,1.0,both,100,0.6518468729632515,0.784663264844986,5.37,5.37,3.14,0.024576270389198233,0.5431266911135659,,,,
pick_coke_can,ALL,1.0,corners,100,1.0,1.0,0.0,0.0,6.48,0.1433270603717276,0.4235942065718379,,,,
pick_coke_can,ALL,1.0,gaussian,100,0.6529274226461267,0.7854172330989543,5.35,5.35,3.16,0.02533023864316649,0.5423727228595976,,,,
pick_coke_can,ALL,1.0,raw,100,1.0,1.0,0.0,0.0,6.48,0.1433270603717276,0.4235942065718379,,,,
pick_coke_can,both_fail,0.5,both,42,0.6188020995429762,0.7592843908826775,6.571428571428571,6.571428571428571,4.4523809523809526,0.04855763658672788,0.524232031610522,,,,
pick_coke_can,both_fail,0.5,corners,42,0.7205594468764153,0.8331583316879174,4.119047619047619,4.119047619047619,7.738095238095238,0.1582377628628104,0.3838286353108177,,,,
pick_coke_can,both_fail,0.5,gaussian,42,0.6194823716518195,0.759825516423803,6.5476190476190474,6.5476190476190474,4.476190476190476,0.0496585471703971,0.524232031610522,,,,
pick_coke_can,both_fail,0.5,raw,42,0.7205594468764153,0.8331583316879174,4.119047619047619,4.119047619047619,7.738095238095238,0.1582377628628104,0.3838286353108177,,,,
pick_coke_can,both_fail,0.75,both,42,0.6395961760592542,0.7765846981834676,6.119047619047619,6.119047619047619,4.142857142857143,0.042429372656861496,0.5273295321310678,,,,
pick_coke_can,both_fail,0.75,corners,42,0.8218436455533477,0.9004666885469296,2.5476190476190474,2.5476190476190474,7.523809523809524,0.1467455511517349,0.3935834139290112,,,,
pick_coke_can,both_fail,0.75,gaussian,42,0.6395961760592542,0.7765846981834676,6.119047619047619,6.119047619047619,4.142857142857143,0.042429372656861496,0.5273295321310678,,,,
pick_coke_can,both_fail,0.75,raw,42,0.8218436455533477,0.9004666885469296,2.5476190476190474,2.5476190476190474,7.523809523809524,0.1467455511517349,0.3935834139290112,,,,
pick_coke_can,both_fail,0.9,both,42,0.6411291522922047,0.7777884005110681,6.142857142857143,6.142857142857143,3.6904761904761907,0.03257986128119618,0.5321293777914724,,,,
pick_coke_can,both_fail,0.9,corners,42,0.9117528132296933,0.9521746448916547,1.2619047619047619,1.2619047619047619,6.976190476190476,0.13183597200325367,0.4091042530812856,,,,
pick_coke_can,both_fail,0.9,gaussian,42,0.6411291522922047,0.7777884005110681,6.142857142857143,6.142857142857143,3.6904761904761907,0.03257986128119618,0.5321293777914724,,,,
pick_coke_can,both_fail,0.9,raw,42,0.9117528132296933,0.9521746448916547,1.2619047619047619,1.2619047619047619,6.976190476190476,0.13183597200325367,0.4091042530812856,,,,
pick_coke_can,both_fail,1.0,both,42,0.6449670708435663,0.7806192727766446,6.166666666666667,6.166666666666667,3.4285714285714284,0.02833168183696362,0.5327674405298662,,,,
pick_coke_can,both_fail,1.0,corners,42,1.0,1.0,0.0,0.0,6.785714285714286,0.11949799389529646,0.4137621903719219,,,,
pick_coke_can,both_fail,1.0,gaussian,42,0.6475398081837456,0.7824144352860927,6.119047619047619,6.119047619047619,3.4761904761904763,0.030126844346411844,0.530972278020418,,,,
pick_coke_can,both_fail,1.0,raw,42,1.0,1.0,0.0,0.0,6.785714285714286,0.11949799389529646,0.4137621903719219,,,,
pick_coke_can,both_success,0.5,both,24,0.640473871012288,0.773070881924241,4.75,4.75,3.5833333333333335,0.04548606535157854,0.5583936094868446,,,,
pick_coke_can,both_success,0.5,corners,24,0.6799081829703025,0.8022011974791337,3.7083333333333335,3.7083333333333335,6.666666666666667,0.1800348227723545,0.41840699348550675,,,,
pick_coke_can,both_success,0.5,gaussian,24,0.640473871012288,0.773070881924241,4.75,4.75,3.625,0.04692284696077395,0.5583936094868446,,,,
pick_coke_can,both_success,0.5,raw,24,0.6799081829703025,0.8022011974791337,3.7083333333333335,3.7083333333333335,6.666666666666667,0.1800348227723545,0.41840699348550675,,,,
