task,seed,success,steps,mean_m_t,std_m_t,cv_m_t,min_m_t,max_m_t,range_m_t,mean_abs_step_change,early_mean_m_t,middle_mean_m_t,late_mean_m_t
open_drawer,116,0,113,38.10619469026549,16.027279196419205,0.42059511128550164,5,60,55,14.651785714285714,42.89473684210526,40.026315789473685,31.216216216216218
open_drawer,117,1,113,46.123893805309734,9.343146409977754,0.20256629783719995,5,70,65,7.75,46.078947368421055,44.94736842105263,47.37837837837838
open_drawer,118,0,113,33.309734513274336,7.086169560810767,0.21273569616674193,18,56,38,4.8125,34.89473684210526,33.23684210526316,31.756756756756758
open_drawer,119,0,113,37.50442477876106,4.583780357765364,0.12221972166764655,3,49,46,2.357142857142857,36.73684210526316,37.78947368421053,38.0
open_drawer,120,0,113,30.920353982300885,13.331804804441262,0.4311659825134123,3,53,50,12.375,32.421052631578945,31.763157894736842,28.513513513513512
open_drawer,121,0,113,29.07079646017699,14.24545685327682,0.49002636968653907,3,49,46,13.848214285714286,28.105263157894736,24.605263157894736,34.648648648648646
open_drawer,122,1,113,42.0353982300885,12.804126273204817,0.3046034250257146,12,66,54,11.3125,45.13157894736842,46.8421052631579,33.91891891891892
open_drawer,123,0,113,36.7787610619469,5.382262762754469,0.14634160062349735,4,45,41,1.9017857142857142,34.473684210526315,37.89473684210526,38.0
open_drawer,124,0,113,48.50442477876106,11.939466712424181,0.2461521143046766,5,55,50,6.223214285714286,39.63157894736842,53.0,53.0
open_drawer,125,0,113,34.08849557522124,11.011303542329031,0.3230211059925183,4,52,48,9.303571428571429,36.81578947368421,30.605263157894736,34.86486486486486
open_drawer,126,0,113,33.991150442477874,20.63397643771637,0.6070396608856938,5,61,56,20.446428571428573,35.23684210526316,29.92105263157895,36.891891891891895
open_drawer,127,0,113,33.176991150442475,9.339449196864162,0.28150380347976806,4,47,43,7.75,36.473684210526315,28.68421052631579,34.4054054054054
open_drawer,128,1,113,35.93805309734513,13.919670417368152,0.38732399831632636,5,72,67,10.401785714285714,42.473684210526315,37.13157894736842,28.0
open_drawer,129,1,113,28.964601769911503,11.496770769035496,0.3969248692028754,4,53,49,10.026785714285714,27.94736842105263,35.6578947368421,23.135135135135137
open_drawer,130,0,113,37.13274336283186,11.573928914895655,0.3116906499959983,4,53,49,8.535714285714286,37.18421052631579,39.078947368421055,35.08108108108108
open_drawer,131,0,113,47.123893805309734,12.092660498650632,0.2566142040089242,4,57,53,6.303571428571429,36.81578947368421,51.71052631578947,53.0
open_drawer,132,1,113,34.30088495575221,19.77612977686399,0.5765486751252917,4,67,63,16.955357142857142,42.28947368421053,36.0,24.35135135135135
open_drawer,133,0,113,17.0,13.395283808810625,0.7879578711065074,4,45,41,11.357142857142858,24.94736842105263,11.5,14.486486486486486
open_drawer,134,0,113,11.539823008849558,11.083780223347564,0.9604809549373272,4,38,34,8.044642857142858,16.842105263157894,13.578947368421053,4.0
open_drawer,135,0,113,37.85840707964602,11.123496025723485,0.29381838497119067,3,50,47,9.410714285714286,34.5,40.3421052631579,38.75675675675676
open_drawer,136,0,113,39.97345132743363,9.3538692736869,0.2340020429326145,4,53,49,6.285714285714286,37.1578947368421,40.078947368421055,42.75675675675676
open_drawer,137,0,113,43.663716814159294,12.539926055496815,0.28719328015223755,5,62,57,11.455357142857142,45.63157894736842,45.55263157894737,39.7027027027027
open_drawer,138,0,113,42.097345132743364,15.128338643744776,0.3593656226073491,5,53,48,8.035714285714286,31.07894736842105,46.39473684210526,49.0
open_drawer,139,1,113,39.176991150442475,12.717648589149245,0.324620350253866,11,68,57,10.383928571428571,45.6578947368421,32.94736842105263,38.91891891891892
open_drawer,140,1,113,40.51327433628319,11.119714649238613,0.2744708945749155,14,65,51,8.044642857142858,47.63157894736842,33.28947368421053,40.62162162162162
open_drawer,141,0,113,46.14159292035398,16.235472611351113,0.35186198793300266,5,68,63,7.6875,30.842105263157894,53.78947368421053,54.0
open_drawer,142,0,113,34.150442477876105,15.015167104199845,0.4396770880473134,4,51,47,15.857142857142858,32.026315789473685,37.73684210526316,32.648648648648646
open_drawer,143,0,113,46.14159292035398,16.235472611351113,0.35186198793300266,5,68,63,7.6875,30.842105263157894,53.78947368421053,54.0
open_drawer,144,1,113,28.964601769911503,11.496770769035496,0.3969248692028754,4,53,49,10.026785714285714,27.94736842105263,35.6578947368421,23.135135135135137
open_drawer,145,1,113,29.115044247787612,10.73308689061921,0.3686440178236993,4,59,55,7.5625,36.421052631578945,25.63157894736842,25.18918918918919
open_drawer,146,0,113,30.690265486725664,20.93186572153529,0.6820359938101175,5,67,62,21.205357142857142,33.13157894736842,33.10526315789474,25.7027027027027
open_drawer,147,0,113,11.539823008849558,11.083780223347564,0.9604809549373272,4,38,34,8.044642857142858,16.842105263157894,13.578947368421053,4.0
open_drawer,148,0,113,33.123893805309734,15.696306280650212,0.47386658020664546,5,59,54,14.741071428571429,38.6578947368421,31.13157894736842,29.486486486486488
open_drawer,149,0,113,34.150442477876105,15.015167104199845,0.4396770880473134,4,51,47,15.857142857142858,32.026315789473685,37.73684210526316,32.648648648648646
open_drawer,150,0,113,45.91150442477876,3.9117646972230578,0.08520227655863638,31,66,35,3.044642857142857,46.3421052631579,45.078947368421055,46.32432432432432
open_drawer,151,0,113,37.85840707964602,11.123496025723485,0.29381838497119067,3,50,47,9.410714285714286,34.5,40.3421052631579,38.75675675675676
open_drawer,152,0,113,43.97345132743363,13.357216190940564,0.3037563754430034,4,76,72,11.214285714285714,44.1578947368421,41.3421052631579,46.486486486486484
open_drawer,153,1,113,39.176991150442475,12.717648589149245,0.324620350253866,11,68,57,10.383928571428571,45.6578947368421,32.94736842105263,38.91891891891892
open_drawer,154,0,113,37.13274336283186,11.573928914895655,0.3116906499959983,4,53,49,8.535714285714286,37.18421052631579,39.078947368421055,35.08108108108108
open_drawer,155,0,113,48.06194690265487,8.564469912501089,0.17819648317301107,4,61,57,8.017857142857142,47.60526315789474,48.94736842105263,47.62162162162162
open_drawer,156,0,113,33.309734513274336,7.086169560810767,0.21273569616674193,18,56,38,4.8125,34.89473684210526,33.23684210526316,31.756756756756758
open_drawer,157,1,113,28.672566371681416,12.679467394718769,0.4422159924701299,5,60,55,7.160714285714286,41.81578947368421,23.0,21.0
open_drawer,158,0,113,25.778761061946902,13.577528619774098,0.5266943817488751,4,45,41,12.491071428571429,22.289473684210527,26.157894736842106,28.972972972972972
open_drawer,159,0,113,40.75221238938053,13.154312845328214,0.3227876984847097,5,62,57,12.8125,37.421052631578945,42.26315789473684,42.62162162162162
open_drawer,160,0,113,31.345132743362832,11.926596968451056,0.38049278866035274,4,50,46,12.142857142857142,31.026315789473685,33.421052631578945,29.54054054054054
open_drawer,161,1,113,32.75221238938053,12.043821882932805,0.36772544522329287,5,66,61,9.75,41.55263157894737,29.44736842105263,27.10810810810811
open_drawer,162,0,113,44.88495575221239,16.781127311584275,0.3738697528014635,6,56,50,7.892857142857143,33.1578947368421,48.71052631578947,53.0
open_drawer,163,0,113,40.05309734513274,10.852870186794316,0.2709620705054701,4,57,53,10.642857142857142,41.5,40.76315789473684,37.83783783783784
open_drawer,164,0,113,33.309734513274336,7.086169560810767,0.21273569616674193,18,56,38,4.8125,34.89473684210526,33.23684210526316,31.756756756756758
open_drawer,165,0,113,34.26548672566372,8.5196469442773,0.24863639067751414,19,56,37,8.714285714285714,32.473684210526315,34.94736842105263,35.4054054054054
open_drawer,166,0,113,38.10619469026549,16.027279196419205,0.42059511128550164,5,60,55,14.651785714285714,42.89473684210526,40.026315789473685,31.216216216216218
open_drawer,167,0,113,34.150442477876105,15.015167104199845,0.4396770880473134,4,51,47,15.857142857142858,32.026315789473685,37.73684210526316,32.648648648648646
open_drawer,168,1,113,32.53982300884956,14.255590673676057,0.4380967490142492,4,55,51,13.571428571428571,39.60526315789474,34.10526315789474,23.675675675675677
open_drawer,169,1,113,30.309734513274336,12.324577679326971,0.40662110299677307,4,51,47,10.026785714285714,34.44736842105263,31.55263157894737,24.783783783783782
open_drawer,170,1,113,35.36283185840708,13.707476124914143,0.3876238243531777,3,54,51,8.107142857142858,42.60526315789474,41.94736842105263,21.16216216216216
open_drawer,171,1,113,38.02654867256637,15.271269906216574,0.4015949498260351,5,70,65,9.857142857142858,47.73684210526316,38.60526315789474,27.45945945945946
open_drawer,172,0,113,39.10619469026549,5.258558690546177,0.13446868794562525,3,46,43,2.4375,37.3421052631579,40.0,40.0
open_drawer,173,1,113,40.0,15.467350712164555,0.38668376780411384,5,79,74,11.455357142857142,48.63157894736842,36.36842105263158,34.86486486486486
open_drawer,174,1,113,30.309734513274336,12.324577679326971,0.40662110299677307,4,51,47,10.026785714285714,34.44736842105263,31.55263157894737,24.783783783783782
open_drawer,175,1,113,38.46017699115044,12.766823291634633,0.3319491559951021,5,66,61,8.928571428571429,44.81578947368421,41.39473684210526,28.91891891891892
open_drawer,176,0,113,37.85840707964602,11.123496025723485,0.29381838497119067,3,50,47,9.410714285714286,34.5,40.3421052631579,38.75675675675676
open_drawer,177,1,113,27.345132743362832,14.709439454077632,0.5379180123983083,3,56,53,10.482142857142858,42.71052631578947,18.026315789473685,21.135135135135137
open_drawer,178,1,113,32.75221238938053,12.043821882932805,0.36772544522329287,5,66,61,9.75,41.55263157894737,29.44736842105263,27.10810810810811
open_drawer,179,1,113,33.94690265486726,12.097568473574547,0.35636737161468296,4,56,52,8.223214285714286,43.28947368421053,32.28947368421053,26.054054054054053
open_drawer,180,1,113,43.04424778761062,11.909235934365027,0.27667427232385855,4,59,55,9.741071428571429,47.973684210526315,46.44736842105263,34.486486486486484
open_drawer,181,1,113,34.30088495575221,19.77612977686399,0.5765486751252917,4,67,63,16.955357142857142,42.28947368421053,36.0,24.35135135135135
open_drawer,182,0,113,21.778761061946902,13.724685152520948,0.6301866811194097,4,46,42,14.464285714285714,22.236842105263158,21.68421052631579,21.405405405405407
open_drawer,183,1,113,34.43362831858407,18.478342312634943,0.5366365153759313,4,70,66,16.4375,42.13157894736842,30.973684210526315,30.08108108108108
open_drawer,184,0,113,37.95575221238938,6.874847551688349,0.18112794901860188,5,52,47,2.4910714285714284,43.28947368421053,35.5,35.0
open_drawer,185,1,113,38.65486725663717,17.263071185402982,0.4465950192194453,6,80,74,13.767857142857142,45.23684210526316,34.1578947368421,36.513513513513516
open_drawer,186,1,113,38.70796460176991,17.150392248115892,0.4430714046724042,5,71,66,13.5,42.36842105263158,41.68421052631579,31.89189189189189
open_drawer,187,0,113,39.10619469026549,5.258558690546177,0.13446868794562525,3,46,43,2.4375,37.3421052631579,40.0,40.0
open_drawer,188,1,113,25.194690265486727,19.806970439757052,0.7861565365973118,5,71,66,15.678571428571429,38.23684210526316,19.18421052631579,17.972972972972972
open_drawer,189,0,113,38.823008849557525,10.30785428561022,0.26550889771460107,3,65,62,9.526785714285714,37.6578947368421,36.63157894736842,42.270270270270274
open_drawer,190,0,113,35.8141592920354,9.998715556949566,0.2791833105844579,3,49,46,4.410714285714286,29.526315789473685,39.0,39.0
open_drawer,191,1,113,30.876106194690266,15.441658826569,0.5001167805681562,5,66,61,11.598214285714286,37.81578947368421,31.18421052631579,23.43243243243243
open_drawer,192,1,113,33.10619469026549,12.401372199167021,0.3745937071654299,4,56,52,7.223214285714286,42.86842105263158,31.5,24.72972972972973
open_drawer,193,0,113,42.05309734513274,11.624539734319448,0.27642529250380843,20,64,44,9.723214285714286,45.68421052631579,42.21052631578947,38.16216216216216
open_drawer,194,0,113,29.265486725663717,13.77892304711509,0.4708250088672528,4,46,42,13.625,36.39473684210526,27.710526315789473,23.54054054054054
open_drawer,195,1,113,29.876106194690266,12.904779071777151,0.43194313836220916,5,55,50,7.1875,40.94736842105263,25.710526315789473,22.783783783783782
open_drawer,196,0,113,30.920353982300885,13.331804804441262,0.4311659825134123,3,53,50,12.375,32.421052631578945,31.763157894736842,28.513513513513512
open_drawer,197,1,113,30.876106194690266,15.441658826569,0.5001167805681562,5,66,61,11.598214285714286,37.81578947368421,31.18421052631579,23.43243243243243
open_drawer,198,1,113,33.10619469026549,12.401372199167021,0.3745937071654299,4,56,52,7.223214285714286,42.86842105263158,31.5,24.72972972972973
open_drawer,199,1,113,37.05309734513274,12.574620251810773,0.33936758740258355,5,69,64,10.6875,44.13157894736842,33.78947368421053,33.13513513513514
close_drawer,100,1,113,30.150442477876105,14.7769380466422,0.4901068386470704,4,59,55,10.455357142857142,17.55263157894737,30.973684210526315,42.24324324324324
close_drawer,101,0,113,31.38938053097345,16.006322660217236,0.5099279561896103,4,80,76,12.607142857142858,32.078947368421055,31.605263157894736,30.45945945945946
close_drawer,102,1,113,41.43362831858407,13.36014155653021,0.322446816721041,5,59,54,10.946428571428571,38.21052631578947,46.921052631578945,39.108108108108105
close_drawer,103,1,113,34.256637168141594,7.52550678746462,0.21968025496861326,14,53,39,5.491071428571429,29.605263157894736,38.05263157894737,35.13513513513514
close_drawer,104,1,113,40.584070796460175,19.799761178374137,0.4878702601736323,5,65,60,13.910714285714286,26.263157894736842,45.973684210526315,49.75675675675676
close_drawer,105,1,113,37.10619469026549,11.525549019889826,0.3106098352605653,4,52,48,9.107142857142858,31.07894736842105,42.026315789473685,38.24324324324324
close_drawer,106,1,113,28.265486725663717,11.692231517569402,0.4136575333391805,4,58,54,9.446428571428571,22.973684210526315,30.31578947368421,31.594594594594593
close_drawer,107,1,113,39.14159292035398,13.492618274637529,0.3447130601478727,4,67,63,11.982142857142858,39.3421052631579,34.44736842105263,43.75675675675676
close_drawer,108,0,113,27.831858407079647,16.683361779423752,0.5994339844435242,4,79,75,13.205357142857142,28.31578947368421,30.86842105263158,24.216216216216218
close_drawer,109,0,113,22.98230088495575,8.296477876087316,0.3609942241039148,4,50,46,6.330357142857143,23.157894736842106,22.210526315789473,23.594594594594593
close_drawer,110,1,113,38.415929203539825,9.308598806866705,0.2423109111209255,5,57,52,6.616071428571429,30.05263157894737,42.6578947368421,42.648648648648646
close_drawer,111,1,113,41.283185840707965,8.207992032967066,0.19882167196683354,15,56,41,3.875,36.81578947368421,42.78947368421053,44.32432432432432
close_drawer,112,1,113,21.98230088495575,10.05382179865079,0.4573598483283169,3,49,46,8.044642857142858,19.36842105263158,23.86842105263158,22.72972972972973
close_drawer,113,1,113,37.10619469026549,12.508660951275086,0.33710438528358805,3,53,50,10.732142857142858,34.1578947368421,37.89473684210526,39.32432432432432
close_drawer,114,1,113,36.92035398230089,14.000089502192004,0.37919705506895884,5,71,66,9.267857142857142,29.5,42.3421052631579,38.972972972972975
close_drawer,115,1,113,44.469026548672566,15.097365881984723,0.3395029541620445,4,77,73,11.678571428571429,35.60526315789474,47.578947368421055,50.37837837837838
close_drawer,116,0,113,32.902654867256636,15.214667237451172,0.4624145771468484,4,71,67,12.125,31.210526315789473,32.526315789473685,35.027027027027025
close_drawer,117,0,113,34.2212389380531,16.685924603718,0.48758972852860977,11,70,59,15.919642857142858,32.76315789473684,32.94736842105263,37.027027027027025
close_drawer,118,1,113,36.13274336283186,9.60964156761485,0.2659538322656081,14,57,43,9.696428571428571,34.8421052631579,35.89473684210526,37.7027027027027
close_drawer,119,0,113,38.123893805309734,9.111048183253791,0.23898524714662917,7,52,45,7.089285714285714,37.28947368421053,39.21052631578947,37.86486486486486
close_drawer,120,0,113,21.353982300884955,8.943203632978827,0.41880729818757045,4,47,43,7.482142857142857,23.842105263157894,21.63157894736842,18.513513513513512
close_drawer,121,0,113,28.15929203539823,9.639122322328097,0.34230698379103547,4,55,51,4.205357142857143,21.05263157894737,27.63157894736842,36.0
close_drawer,122,1,113,36.743362831858406,17.009512570761743,0.46292748566861197,6,71,65,11.276785714285714,31.736842105263158,29.57894736842105,49.24324324324324
close_drawer,123,0,113,44.11504424778761,12.559065556517705,0.28468894842256787,12,53,41,5.892857142857143,32.5,50.0,50.0
close_drawer,124,1,113,28.858407079646017,18.923631925458057,0.6557406953623921,5,58,53,17.848214285714285,28.763157894736842,23.289473684210527,34.67567567567568
close_drawer,125,0,113,32.02654867256637,15.297324757143228,0.47764512228714695,4,54,50,14.848214285714286,36.0,29.789473684210527,30.243243243243242
close_drawer,126,0,113,25.035398230088497,17.45382236379469,0.6971657571964651,6,71,65,15.794642857142858,23.94736842105263,27.55263157894737,23.56756756756757
close_drawer,127,0,113,33.70796460176991,13.571626711981377,0.4026237381081375,4,53,49,13.044642857142858,28.473684210526315,32.89473684210526,39.91891891891892
close_drawer,128,1,113,38.5929203539823,10.570988155635067,0.2739100347596337,12,63,51,6.803571428571429,28.473684210526315,43.81578947368421,43.62162162162162
close_drawer,129,1,113,21.98230088495575,10.05382179865079,0.4573598483283169,3,49,46,8.044642857142858,19.36842105263158,23.86842105263158,22.72972972972973
close_drawer,130,1,113,26.309734513274336,15.857819402827825,0.6027358198854841,4,56,52,11.883928571428571,29.763157894736842,27.894736842105264,21.135135135135137
close_drawer,131,1,113,34.08849557522124,12.561042120486473,0.36848332284916185,4,53,49,7.946428571428571,22.157894736842106,38.28947368421053,42.027027027027025
close_drawer,132,1,113,37.150442477876105,16.847688972022798,0.45349901234839834,4,65,61,13.794642857142858,32.28947368421053,39.63157894736842,39.5945945945946
close_drawer,133,0,113,18.63716814159292,13.830876031675897,0.7421125316141389,4,52,48,14.116071428571429,23.0,16.157894736842106,16.7027027027027
close_drawer,134,0,113,22.495575221238937,8.004560529528804,0.3558282218083222,4,37,33,6.008928571428571,22.710526315789473,18.736842105263158,26.135135135135137
close_drawer,135,1,113,30.309734513274336,14.441263179874596,0.4764562742557166,4,52,48,12.544642857142858,28.81578947368421,29.473684210526315,32.7027027027027
close_drawer,136,1,113,26.964601769911503,14.891899088757329,0.5522758769378333,4,53,49,14.258928571428571,23.68421052631579,25.736842105263158,31.594594594594593
close_drawer,137,1,113,39.32743362831859,19.812145411416626,0.503774174502718,5,70,65,18.205357142857142,30.36842105263158,40.63157894736842,47.189189189189186
close_drawer,138,0,113,26.300884955752213,15.986656468991923,0.6078372076029903,6,65,59,15.491071428571429,27.5,19.289473684210527,32.270270270270274
close_drawer,139,1,113,46.991150442477874,7.8407778817873925,0.16685647846364884,16,58,42,3.3839285714285716,40.0,50.63157894736842,50.432432432432435
close_drawer,140,1,113,38.63716814159292,12.659643878522825,0.32765454839053576,12,54,42,6.392857142857143,29.736842105263158,35.63157894736842,50.86486486486486
close_drawer,141,1,113,24.98230088495575,13.791739416109111,0.5520604158768436,6,60,54,12.857142857142858,22.710526315789473,21.710526315789473,30.675675675675677
close_drawer,142,1,113,33.283185840707965,13.114518757461118,0.3940283487352051,4,49,45,10.803571428571429,29.68421052631579,35.68421052631579,34.513513513513516
close_drawer,143,1,113,24.98230088495575,13.791739416109111,0.5520604158768436,6,60,54,12.857142857142858,22.710526315789473,21.710526315789473,30.675675675675677
