task,seed,step,phase,matched_count,l11_entropy,l11_normalized_entropy,l11_effective_support,matched_over_effective_support,top16_mass,top32_mass,standard_mask_components
pick_coke_can,30,40,middle,59,4.012593171338611,0.7236185336743916,27.511664886190548,2.1445448773845377,0.5727265986460113,0.7556644202059966,4
pick_coke_can,30,71,late,11,3.557506686509195,0.6415496568195179,17.582923715924327,0.6256069910624494,0.7251966514183623,0.8785860629556925,2
pick_coke_can,59,8,early,13,4.060693629311331,0.732292820197108,35.17843944408443,0.3695445336812991,0.588109820448381,0.778425886754965,2
pick_coke_can,59,40,middle,64,4.058328561518058,0.7318663112500179,32.61464767254884,1.9623084891966391,0.5831551745081718,0.7652624385221463,5
pick_coke_can,59,71,late,38,3.548634120297271,0.6399496059102803,19.87750261323432,1.9117089676396184,0.7435436041902996,0.8888279006914865,1
pick_coke_can,95,8,early,10,4.00949806073787,0.723060371085055,30.0580771873662,0.33268927808207005,0.5809759239162808,0.7685639760577693,4
pick_coke_can,95,40,middle,43,3.520167206982029,0.6348159715766158,12.600843468522692,3.412469975316761,0.7032210104797005,0.8277884296614806,9
pick_coke_can,95,71,late,56,3.634664054639333,0.6554639758656923,15.217937446757071,3.679867931901215,0.6829701261613484,0.8109041444757308,14
pick_coke_can,96,8,early,24,3.9416265052942263,0.7108206265280594,29.50417036688085,0.8134443267362835,0.6417248053824308,0.809834514013114,2
pick_coke_can,96,40,middle,6,3.9679059635690037,0.7155597820443432,27.680231000285982,0.21676119682447773,0.6154915587690157,0.7818031083054543,2
pick_coke_can,96,71,late,29,3.8610821071866415,0.6962955010629096,22.563690884964142,1.2852507219607785,0.627104309856761,0.7984961261509786,1
pick_coke_can,97,8,early,25,3.7122981194263716,0.6694642608997314,24.835653072407162,1.0066173789396113,0.7111910311728891,0.8678975289352228,2
pick_coke_can,97,40,middle,24,3.723639600303537,0.6715095481769594,24.96657733927004,0.9612851482950486,0.7125341348098939,0.8655180413378313,2
pick_coke_can,97,71,late,8,3.6735855516190394,0.662482957200267,19.410437164664526,0.41214939839497766,0.7028756687452662,0.8419717267629745,2
pick_coke_can,99,8,early,8,3.9384224187440697,0.7102428115559982,27.32715458847389,0.2927491032445163,0.6265227584864546,0.7926507069312159,2
pick_coke_can,99,40,middle,41,4.12875385189591,0.7445665883976794,32.72858733177378,1.2527274576313934,0.5595852175782056,0.7351899965550928,13
pick_coke_can,99,71,late,7,4.02251447140557,0.7254077099751133,29.971621462943965,0.2335542642781137,0.587189910493267,0.7689395888031894,3
close_drawer,0,11,early,27,4.18271498335117,0.7542977704915871,33.41617934845411,0.8079918328918434,0.5428010367396403,0.7230199333877565,1
close_drawer,0,56,middle,32,4.136962905422213,0.7460469834992781,32.05075989300632,0.998416265537049,0.557256802489176,0.7459224452406474,4
close_drawer,0,101,late,4,4.202916991533529,0.757940937619173,34.446839639252666,0.11612095744893657,0.5376174063594382,0.7244019327277019,3
close_drawer,1,11,early,29,4.3609257986324605,0.7864357529214742,49.98017257492542,0.580230089372461,0.47002222669170024,0.6889133680596028,2
close_drawer,1,56,middle,33,3.605918986224636,0.6502801799092052,20.192255483486218,1.634289939872656,0.7319218815241857,0.8918794088999167,2
close_drawer,1,101,late,41,3.629145328036347,0.6544687459279235,20.786542915228747,1.9724299594793304,0.7227028022558739,0.8901832756846297,3
close_drawer,9,11,early,20,3.925718472398972,0.7079518215070243,26.131935049045836,0.7653470729382617,0.6239778952174289,0.8096396253009971,3
close_drawer,9,56,middle,4,3.6276517241417072,0.6541993940614423,18.314617180071266,0.2184047834946029,0.7402838643229026,0.8467344984712922,3
close_drawer,9,101,late,32,3.7296362373917753,0.6725909630006108,22.355348371273415,1.4314247968114846,0.7305462003520002,0.8452108017303912,3
close_drawer,21,11,early,18,4.391595493632456,0.7919666300317331,46.39832388983199,0.38794504824655157,0.4666089640401462,0.6655182998190088,2
close_drawer,21,56,middle,32,4.199123821841942,0.7572568892312601,38.71018955237677,0.8266557299261592,0.5353543827340119,0.7516359510069659,1
close_drawer,21,101,late,13,3.802459180034823,0.6857236252773692,21.560285560779683,0.6029604739395614,0.6556689032263211,0.8308670455213554,1
close_drawer,49,11,early,26,4.247127094069575,0.7659136495799163,43.36253432290512,0.5995959508821002,0.5066580123232926,0.7263785409420211,1
close_drawer,49,56,middle,5,3.4998540444109674,0.6311527592133606,17.71493796187388,0.28224767203593987,0.757218145512982,0.9052621871135473,3
close_drawer,49,101,late,30,4.077476664506904,0.7353194204030727,29.787333926516798,1.0071394799550653,0.6209391297667164,0.761847785692729,3
