task,seed,stage,category,step,m,swap_count,historical_mask_jaccard,residual_cosine,action_l2,action_changed_dims,feature_norm_delta,residual_norm_delta,component_delta,isolated_ratio_delta,max_single_swap_action_l2,sum_single_swap_action_l2,interaction_only_action_change
close_drawer,59,late,both_success,99,19,2,0.2631578947368421,0.8531506641483652,0.008168970604153225,1,1.938446044921875,-8.98089599609375,0,0.05263157894736842,0.008168970604153225,0.008168970604153225,0
close_drawer,60,early,both_success,13,6,1,1.0,0.8447758937503365,0.0,0,2.1230621337890625,-29.266761779785156,1,0.16666666666666666,0.0,0.0,0
close_drawer,60,middle,both_success,56,49,0,0.08163265306122448,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,60,late,both_success,99,48,0,0.8979591836734694,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,61,early,both_fail,13,12,0,1.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,61,middle,both_fail,56,21,0,0.4883720930232558,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,61,late,both_fail,99,42,0,0.23809523809523808,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,62,early,both_success,13,23,1,0.8846153846153846,0.9854440434619224,0.014118062926273711,1,1.197540283203125,-0.7593231201171875,0,0.0,0.014118062926273711,0.014118062926273711,0
close_drawer,62,middle,both_success,56,24,1,0.92,0.9914069254126691,0.004667983202373244,1,-2.677093505859375,1.3129425048828125,0,0.0,0.004667983202373244,0.004667983202373244,0
close_drawer,62,late,both_success,99,28,1,0.9310344827586207,0.9934996438170585,0.0,0,0.5689849853515625,-0.6821441650390625,-1,-0.03571428571428571,0.0,0.0,0
close_drawer,63,early,both_success,13,28,1,0.8571428571428571,0.9930594581081109,0.02427192703211714,2,1.027679443359375,2.0717620849609375,-1,-0.07142857142857144,0.02427192703211714,0.02427192703211714,0
close_drawer,63,middle,both_success,56,46,1,0.7592592592592593,0.9900257857790015,0.0,0,-1.44586181640625,-2.7491912841796875,1,0.021739130434782608,0.0,0.0,0
close_drawer,63,late,both_success,99,43,0,0.851063829787234,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,64,early,both_success,13,21,1,1.0,0.9809364233286373,0.0,0,0.7884521484375,6.9565887451171875,-2,0.0,0.0,0.0,0
close_drawer,64,middle,both_success,56,33,0,0.6346153846153846,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,64,late,both_success,99,60,2,0.639344262295082,0.9114354888418965,0.0,0,-2.4366302490234375,4.29852294921875,-1,-0.016666666666666666,0.0,0.0,0
close_drawer,65,early,both_success,13,20,1,0.85,0.9786263883439803,0.1803485256036121,1,2.0957412719726562,-2.6041412353515625,0,0.05,0.1803485256036121,0.1803485256036121,0
close_drawer,65,middle,both_success,56,7,1,0.5714285714285714,0.9260432430240637,0.04084485302076617,1,0.872039794921875,-7.146514892578125,-1,0.0,0.04084485302076617,0.04084485302076617,0
close_drawer,65,late,both_success,99,16,0,0.6956521739130435,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,66,early,both_success,13,31,0,0.6774193548387096,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,66,middle,both_success,56,40,0,0.8780487804878049,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,66,late,both_success,99,59,0,0.6176470588235294,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,67,early,rescue,13,21,2,1.0,0.9228942792663251,0.09175424243172495,3,3.6661605834960938,0.838623046875,0,0.0,0.11122023510497854,0.19067793872535138,0
close_drawer,67,middle,rescue,56,5,0,0.35714285714285715,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,67,late,rescue,99,39,1,0.5,0.9932011566220657,0.0,0,-0.038299560546875,3.377716064453125,-1,-0.025641025641025647,0.0,0.0,0
close_drawer,68,early,both_success,13,21,0,1.0,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,68,middle,both_success,56,16,0,0.26229508196721313,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,68,late,both_success,99,34,1,0.6296296296296297,0.9981838662404092,0.0,0,2.183837890625,1.0922698974609375,0,0.0,0.0,0.0,0
close_drawer,69,early,both_success,13,20,1,0.9523809523809523,0.9933559323780204,0.0,0,-0.1997222900390625,1.378997802734375,0,-0.05,0.0,0.0,0
close_drawer,69,middle,both_success,56,4,0,0.8,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,69,late,both_success,99,34,0,0.11764705882352941,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,70,early,harm,13,28,1,1.0,0.9963730740021435,0.0,0,0.798095703125,-2.5342254638671875,-1,-0.03571428571428571,0.0,0.0,0
close_drawer,70,middle,harm,56,38,0,0.6851851851851852,0.9999999999999998,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,70,late,harm,99,54,0,0.8448275862068966,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,71,early,rescue,13,7,1,0.25925925925925924,0.9966844135722814,0.0,0,2.73345947265625,-0.096588134765625,1,0.14285714285714285,0.0,0.0,0
close_drawer,71,middle,rescue,56,21,2,0.8076923076923077,0.9451212278321898,0.11504726535666215,1,1.098236083984375,-0.405181884765625,1,0.047619047619047616,0.11504726535666215,0.11504726535666215,0
close_drawer,71,late,rescue,99,13,0,0.46153846153846156,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,72,early,both_success,13,33,1,0.9428571428571428,0.9967791242034442,0.0,0,0.264251708984375,-0.232177734375,1,0.0,0.0,0.0,0
close_drawer,72,middle,both_success,56,52,1,0.9245283018867925,0.9928122283141159,0.0,0,-3.06591796875,-0.379425048828125,0,0.0,0.0,0.0,0
close_drawer,72,late,both_success,99,45,0,0.875,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,73,early,both_fail,13,45,2,1.0,0.9977335304962526,0.007059031463136828,1,-3.251922607421875,-2.21954345703125,-2,-0.044444444444444446,0.007059031463136828,0.007059031463136828,0
close_drawer,73,middle,both_fail,56,29,0,0.6041666666666666,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,73,late,both_fail,99,41,0,0.8333333333333334,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,74,early,both_success,13,28,0,0.8214285714285714,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,74,middle,both_success,56,48,0,0.92,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,74,late,both_success,99,47,0,0.9387755102040817,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,75,early,both_success,13,29,1,0.8529411764705882,0.996333560632156,0.0,0,-0.6197509765625,2.5223846435546875,-1,-0.034482758620689655,0.0,0.0,0
close_drawer,75,middle,both_success,56,36,1,0.9230769230769231,0.9569846603320338,0.06706079889980016,1,-2.3729705810546875,12.12200927734375,0,0.0,0.06706079889980016,0.06706079889980016,0
close_drawer,75,late,both_success,99,48,0,0.8846153846153846,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,76,early,harm,13,30,0,0.8108108108108109,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,76,middle,harm,56,15,0,0.32608695652173914,0.9999999999999998,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,76,late,harm,99,51,1,0.0784313725490196,0.9735001772057588,0.0,0,0.6093292236328125,-0.09716796875,0,0.0,0.0,0.0,0
close_drawer,77,early,both_success,13,26,0,1.0,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,77,middle,both_success,56,47,1,0.88,0.9666369276160772,0.0,0,1.0584564208984375,1.5931854248046875,0,0.0,0.0,0.0,0
close_drawer,77,late,both_success,99,47,1,0.9791666666666666,0.997726071095572,0.0,0,-0.503204345703125,-0.1775665283203125,2,0.0425531914893617,0.0,0.0,0
close_drawer,78,early,both_fail,13,25,1,1.0,0.9980894436572542,0.0,0,0.79913330078125,-0.55010986328125,-1,-0.04000000000000001,0.0,0.0,0
close_drawer,78,middle,both_fail,56,27,1,1.0,0.9974608970302747,0.0,0,3.4326400756835938,1.1568450927734375,-1,-0.037037037037037035,0.0,0.0,0
close_drawer,78,late,both_fail,99,26,1,1.0,0.9788301852501172,0.0,0,-3.1970443725585938,1.6350250244140625,3,0.11538461538461539,0.0,0.0,0
close_drawer,79,early,both_success,13,21,1,1.0,0.9971601620152837,0.0,0,1.5180587768554688,-0.9922637939453125,0,0.0,0.0,0.0,0
close_drawer,79,middle,both_success,56,44,1,0.6730769230769231,0.9864957106109733,0.0,0,0.2082061767578125,-4.4726715087890625,-1,0.0,0.0,0.0,0
close_drawer,79,late,both_success,99,46,1,0.6851851851851852,0.9991478194629816,0.0,0,0.7769775390625,-1.4147796630859375,-1,-0.021739130434782608,0.0,0.0,0
close_drawer,80,early,both_success,13,28,0,0.8571428571428571,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,80,middle,both_success,56,22,0,0.5526315789473685,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,80,late,both_success,99,52,1,0.8909090909090909,0.9821616120738,0.0,0,1.5565948486328125,1.5547943115234375,1,0.019230769230769232,0.0,0.0,0
close_drawer,81,early,rescue,13,5,1,1.0,0.873367248947278,0.0,0,-2.5319366455078125,-25.483871459960938,2,0.6,0.0,0.0,0
close_drawer,81,middle,rescue,56,5,0,0.16129032258064516,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,81,late,rescue,99,19,0,0.9,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,82,early,both_success,13,27,2,1.0,0.9376361400089962,0.04738613489796131,1,-8.360992431640625,-7.7873992919921875,-2,-0.07407407407407407,0.04738613489796131,0.04738613489796131,0
close_drawer,82,middle,both_success,56,40,0,0.8695652173913043,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,82,late,both_success,99,5,0,0.2,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,83,early,both_success,13,21,0,1.0,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,83,middle,both_success,56,16,0,0.26229508196721313,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,83,late,both_success,99,34,1,0.6296296296296297,0.9981838662404092,0.0,0,2.183837890625,1.0922698974609375,0,0.0,0.0,0.0,0
close_drawer,84,early,harm,13,18,0,1.0,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,84,middle,harm,56,6,0,1.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,84,late,harm,99,52,0,0.6538461538461539,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,85,early,both_success,13,19,1,0.48717948717948717,0.9350545413647853,0.07187571931435192,2,-1.8505477905273438,-4.9145965576171875,1,-0.05263157894736842,0.07187571931435192,0.07187571931435192,0
close_drawer,85,middle,both_success,56,29,0,0.5178571428571429,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,85,late,both_success,99,53,0,0.7966101694915254,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,86,early,both_success,13,22,0,1.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,86,middle,both_success,56,51,0,0.9615384615384616,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,86,late,both_success,99,51,1,0.9423076923076923,0.99804764774592,0.0,0,-2.312957763671875,1.177215576171875,0,0.0,0.0,0.0,0
close_drawer,87,early,harm,13,28,1,1.0,0.9963730740021435,0.0,0,0.798095703125,-2.5342254638671875,-1,-0.03571428571428571,0.0,0.0,0
close_drawer,87,middle,harm,56,38,0,0.6851851851851852,0.9999999999999998,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,87,late,harm,99,54,0,0.8448275862068966,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,88,early,both_success,13,29,1,0.8529411764705882,0.996333560632156,0.0,0,-0.6197509765625,2.5223846435546875,-1,-0.034482758620689655,0.0,0.0,0
close_drawer,88,middle,both_success,56,36,1,0.9230769230769231,0.9569846603320338,0.06706079889980016,1,-2.3729705810546875,12.12200927734375,0,0.0,0.06706079889980016,0.06706079889980016,0
close_drawer,88,late,both_success,99,48,0,0.8846153846153846,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,89,early,both_success,13,28,0,0.8214285714285714,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,89,middle,both_success,56,48,0,0.92,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,89,late,both_success,99,47,0,0.9387755102040817,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,90,early,rescue,13,19,1,0.95,0.9681415245347178,0.007897689149660159,1,4.238502502441406,0.1514739990234375,0,0.0,0.007897689149660159,0.007897689149660159,0
close_drawer,90,middle,rescue,56,42,0,0.9534883720930233,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,90,late,rescue,99,42,1,0.68,0.9970885870654221,0.0,0,2.0695343017578125,-0.4873504638671875,0,0.0,0.0,0.0,0
close_drawer,91,early,rescue,13,48,1,0.9795918367346939,0.9952903494680341,0.11826910327880168,2,0.447967529296875,-3.593292236328125,-1,-0.04166666666666667,0.11826910327880168,0.11826910327880168,0
close_drawer,91,middle,rescue,56,44,1,0.4772727272727273,0.9948360277726683,0.0,0,0.2191314697265625,-2.000640869140625,-1,-0.02272727272727272,0.0,0.0,0
close_drawer,91,late,rescue,99,35,1,0.6346153846153846,0.993433631310178,0.0,0,1.493316650390625,0.1979827880859375,0,-0.028571428571428567,0.0,0.0,0
close_drawer,92,early,both_success,13,26,0,1.0,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,92,middle,both_success,56,53,0,0.8928571428571429,0.9999999999999998,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,92,late,both_success,99,43,0,0.627906976744186,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,93,early,both_success,13,35,2,0.9444444444444444,0.938833848063357,0.017985152967533148,2,-8.441314697265625,-18.730911254882812,1,0.0,0.01764757865784211,0.021115819534834657,0
close_drawer,93,middle,both_success,56,40,0,0.851063829787234,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,93,late,both_success,99,50,1,0.32,0.9981532228867552,0.0,0,-0.1987762451171875,0.8919830322265625,-1,-0.019999999999999997,0.0,0.0,0
close_drawer,94,early,rescue,13,27,1,0.39705882352941174,0.9920031348305642,0.0,0,-0.1190032958984375,1.8445587158203125,-1,-0.037037037037037035,0.0,0.0,0
close_drawer,94,middle,rescue,56,41,0,0.9523809523809523,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,94,late,rescue,99,47,0,0.9038461538461539,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,95,early,both_success,13,26,0,1.0,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,95,middle,both_success,56,53,0,0.8928571428571429,0.9999999999999998,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,95,late,both_success,99,43,0,0.627906976744186,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,96,early,both_success,13,33,0,0.9705882352941176,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,96,middle,both_success,56,36,2,0.7948717948717948,0.9732985314229551,0.0,0,4.1497802734375,0.258880615234375,0,0.027777777777777776,0.0,0.0,0
close_drawer,96,late,both_success,99,42,0,0.8095238095238095,0.9999999999999998,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,97,early,both_success,13,23,0,0.8846153846153846,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,97,middle,both_success,56,47,1,0.8979591836734694,0.9987425736954278,0.0,0,0.4020843505859375,0.49969482421875,-1,-0.042553191489361694,0.0,0.0,0
close_drawer,97,late,both_success,99,34,0,0.75,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,98,early,both_success,13,22,0,1.0,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,98,middle,both_success,56,47,0,0.9183673469387755,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,98,late,both_success,99,46,0,0.717391304347826,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,99,early,both_success,13,20,0,1.0,0.9999999999999998,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,99,middle,both_success,56,40,0,0.7647058823529411,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
close_drawer,99,late,both_success,99,52,0,0.8148148148148148,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,0,early,both_success,9,24,2,0.8888888888888888,0.9807111644857415,0.03353039944990005,1,2.299468994140625,-3.124298095703125,0,0.0,0.03353039944990005,0.0670607988998001,0
move_near,0,middle,both_success,40,47,1,0.86,0.9224261506004031,0.03384396669568587,2,-0.761962890625,7.5814971923828125,-1,-0.02127659574468084,0.03384396669568587,0.03384396669568587,0
move_near,0,late,both_success,70,54,0,0.7540983606557377,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,1,early,both_fail,9,51,1,1.0,0.9779506012471837,0.0,0,-1.371734619140625,0.85235595703125,0,0.0,0.0,0.0,0
move_near,1,middle,both_fail,40,65,1,1.0,0.9958234578327105,0.0,0,-0.169891357421875,-0.8802337646484375,0,0.015384615384615385,0.0,0.0,0
move_near,1,late,both_fail,70,46,0,0.4946236559139785,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,2,early,harm,9,43,1,0.9555555555555556,0.9943315100473119,0.0,0,0.45721435546875,-0.921783447265625,0,0.0,0.0,0.0,0
move_near,2,middle,harm,40,69,0,0.5942028985507246,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,2,late,harm,70,44,1,0.28846153846153844,0.9903091351999392,0.0030275596146490114,1,-0.767578125,0.1569366455078125,1,0.022727272727272735,0.0030275596146490114,0.0030275596146490114,0
move_near,3,early,both_fail,9,34,3,0.6764705882352942,0.8692757949422306,0.04872940940857532,2,-1.7922821044921875,-3.807159423828125,0,0.029411764705882346,0.066979251523916,0.12743541267909395,0
move_near,3,middle,both_fail,40,39,1,0.36363636363636365,0.9957540404546293,0.017341204384962783,1,1.5947723388671875,0.2555084228515625,-2,-0.025641025641025633,0.017341204384962783,0.017341204384962783,0
move_near,3,late,both_fail,70,45,1,0.4583333333333333,0.9090904239953285,0.04441058634743269,2,-2.35247802734375,-5.8553619384765625,0,0.0,0.04441058634743269,0.04441058634743269,0
move_near,4,early,both_success,9,33,0,0.9090909090909091,0.9999999999999998,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,4,middle,both_success,40,31,0,0.6129032258064516,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,4,late,both_success,70,38,0,0.6842105263157895,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,5,early,both_success,9,56,2,0.9491525423728814,0.9724760899201167,0.007380910506435467,1,-1.876953125,1.085296630859375,1,0.017857142857142863,0.0,0.0,1
move_near,5,middle,both_success,40,15,0,0.8235294117647058,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,5,late,both_success,70,32,0,0.5,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,6,early,both_success,9,37,3,0.9473684210526315,0.9712957725466717,0.03530330373229232,3,2.2050018310546875,0.3712615966796875,-2,-0.08108108108108109,0.03240552304699166,0.06652771519957094,0
move_near,6,middle,both_success,40,29,0,0.84375,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,6,late,both_success,70,16,0,0.3,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,7,early,both_success,9,13,1,0.8571428571428571,0.9531192769426075,0.0,0,2.0215377807617188,-4.028404235839844,-2,-0.15384615384615385,0.0,0.0,0
move_near,7,middle,both_success,40,19,1,0.9047619047619048,0.8195289909608678,0.021511838688694874,2,4.854301452636719,22.198699951171875,0,0.0,0.021511838688694874,0.021511838688694874,0
move_near,7,late,both_success,70,56,0,0.4827586206896552,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,8,early,both_success,9,39,0,1.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,8,middle,both_success,40,81,0,0.9156626506024096,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,8,late,both_success,70,46,0,0.6666666666666666,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,9,early,both_success,9,32,0,1.0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,9,middle,both_success,40,21,0,0.5238095238095238,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,9,late,both_success,70,73,0,0.9178082191780822,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,10,early,both_success,9,53,1,1.0,0.9964183757733872,0.0,0,1.2104034423828125,-2.1073455810546875,-1,-0.03773584905660378,0.0,0.0,0
move_near,10,middle,both_success,40,77,0,0.2857142857142857,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,10,late,both_success,70,83,0,0.7906976744186046,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,11,early,harm,9,55,0,0.34545454545454546,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,11,middle,harm,40,21,0,0.9523809523809523,0.9999999999999998,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,11,late,harm,70,79,1,0.7341772151898734,0.9987125293325783,0.0,0,-0.6073760986328125,-0.29376220703125,0,-0.012658227848101278,0.0,0.0,0
move_near,12,early,both_success,9,44,1,1.0,0.9677209173510527,0.0873456439489436,2,2.07354736328125,-0.6403961181640625,0,0.0,0.0873456439489436,0.0873456439489436,0
move_near,12,middle,both_success,40,76,2,0.9230769230769231,0.9544199253062404,0.0,0,-0.4909210205078125,-5.231903076171875,-2,-0.026315789473684223,0.0,0.0,0
move_near,12,late,both_success,70,73,1,0.7837837837837838,0.8667101824094505,0.0,0,3.9015350341796875,2.7628173828125,-1,-0.0136986301369863,0.0,0.0,0
move_near,13,early,both_fail,9,27,1,1.0,0.9510935439125399,0.0,0,0.052978515625,3.480377197265625,-1,0.0,0.0,0.0,0
move_near,13,middle,both_fail,40,24,1,0.5454545454545454,0.963633666989518,0.02952364202574187,1,1.9335708618164062,-0.104217529296875,-1,-0.04166666666666666,0.02952364202574187,0.02952364202574187,0
move_near,13,late,both_fail,70,43,0,0.627906976744186,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,14,early,both_fail,9,65,0,1.0,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,14,middle,both_fail,40,32,2,0.8888888888888888,0.8671854968952912,0.0,0,2.5040740966796875,6.8419952392578125,2,0.0625,0.011669958005933179,0.011669958005933179,0
move_near,14,late,both_fail,70,35,2,0.813953488372093,0.9583447282856666,0.27555878870731715,2,-16.989700317382812,-0.8416900634765625,-2,-0.05714285714285715,0.021192917302543024,0.021192917302543024,0
move_near,15,early,both_success,9,25,2,1.0,0.9516251439925201,0.024083023749313023,3,0.156768798828125,-3.703704833984375,0,0.0,0.06977449369378935,0.07677646849734926,0
move_near,15,middle,both_success,40,13,1,0.8666666666666667,0.8971251563621793,0.022941852255194795,1,2.3394317626953125,4.4699859619140625,0,0.0,0.022941852255194795,0.022941852255194795,0
move_near,15,late,both_success,70,14,1,0.6875,0.8771647035442609,0.0,0,2.1602096557617188,3.2958450317382812,0,0.0,0.0,0.0,0
move_near,16,early,both_success,9,26,1,1.0,0.9736949861883394,0.12916593386262065,1,-0.664093017578125,0.7314300537109375,1,0.038461538461538464,0.12916593386262065,0.12916593386262065,0
move_near,16,middle,both_success,40,27,1,0.7037037037037037,0.990812984460346,0.0,0,0.203338623046875,-1.9661102294921875,0,0.037037037037037035,0.0,0.0,0
move_near,16,late,both_success,70,8,1,0.28,0.9087428086780537,0.039488445748301126,1,-1.7043914794921875,11.173202514648438,2,0.25,0.039488445748301126,0.039488445748301126,0
move_near,17,early,both_success,9,13,1,0.8571428571428571,0.9531192769426075,0.0,0,2.0215377807617188,-4.028404235839844,-2,-0.15384615384615385,0.0,0.0,0
move_near,17,middle,both_success,40,19,1,0.9047619047619048,0.8195289909608678,0.021511838688694874,2,4.854301452636719,22.198699951171875,0,0.0,0.021511838688694874,0.021511838688694874,0
move_near,17,late,both_success,70,56,0,0.4827586206896552,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,18,early,both_fail,9,34,3,0.6764705882352942,0.8692757949422306,0.04872940940857532,2,-1.7922821044921875,-3.807159423828125,0,0.029411764705882346,0.066979251523916,0.12743541267909395,0
move_near,18,middle,both_fail,40,39,1,0.36363636363636365,0.9957540404546293,0.017341204384962783,1,1.5947723388671875,0.2555084228515625,-2,-0.025641025641025633,0.017341204384962783,0.017341204384962783,0
move_near,18,late,both_fail,70,45,1,0.4583333333333333,0.9090904239953285,0.04441058634743269,2,-2.35247802734375,-5.8553619384765625,0,0.0,0.04441058634743269,0.04441058634743269,0
move_near,19,early,both_success,9,24,2,1.0,0.9719151088411602,0.0,0,3.1208343505859375,0.977691650390625,1,0.08333333333333334,0.0,0.0,0
move_near,19,middle,both_success,40,14,0,0.5,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,19,late,both_success,70,8,1,0.21428571428571427,0.5373197330536709,0.02697843512239354,3,-5.4525146484375,-49.62751770019531,-1,0.0,0.02697843512239354,0.02697843512239354,0
move_near,20,early,both_success,9,56,2,0.9491525423728814,0.9724760899201167,0.007380910506435467,1,-1.876953125,1.085296630859375,1,0.017857142857142863,0.0,0.0,1
move_near,20,middle,both_success,40,15,0,0.8235294117647058,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,20,late,both_success,70,32,0,0.5,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,21,early,both_success,9,53,1,1.0,0.9964183757733872,0.0,0,1.2104034423828125,-2.1073455810546875,-1,-0.03773584905660378,0.0,0.0,0
move_near,21,middle,both_success,40,77,0,0.2857142857142857,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,21,late,both_success,70,83,0,0.7906976744186046,0.9999999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,22,early,both_success,9,21,1,1.0,0.9678711203455816,0.0,0,2.1959915161132812,0.6228179931640625,-1,-0.047619047619047616,0.0,0.0,0
move_near,22,middle,both_success,40,65,0,0.8904109589041096,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0
move_near,22,late,both_success,70,57,0,0.5851063829787234,1.0000000000000002,0.0,0,0.0,0.0,0,0.0,0.0,0,0
