layers,selection_score,target_response,target_mask_response,correct_response_fraction,positive_task_count,synonym_mask_jaccard,synonym_score_cosine,mean_components,mean_isolated_ratio,mean_largest_component_ratio,mean_visual_attention_mass,fixed_position_frequency_peak
"[11, 7]",0.86171875,0.07674868482475479,0.07056911129491775,0.6666666666666666,2,0.8982605273085963,0.9926570663217185,7.566666666666666,0.11559985804937865,0.5701503485049155,0.1549991456170877,0.65
"[11, 14]",0.8882812499999999,0.0549354562535882,0.09335998529546917,0.6666666666666666,2,0.9179435131729968,0.9945636720000394,7.816666666666666,0.13770658659973645,0.5631089560959457,0.2873851485550404,0.6666666666666666
"[11, 8]",0.84140625,0.06587054207921028,0.06430963376527893,0.6666666666666666,2,0.9045596537522808,0.9932558454251958,7.516666666666667,0.11955596469093849,0.5603311935558366,0.19559015855193138,0.6333333333333333
"[7, 14]",0.85859375,0.045995250189056,0.10008903133903134,0.6666666666666666,2,0.9136124328269856,0.9937205595026865,8.933333333333334,0.16579723447705877,0.5034638776126752,0.22057947938640912,0.7
"[7, 8]",0.82578125,0.0562432959365348,0.019641462181784763,0.6666666666666666,2,0.9301264507354324,0.9939497065419244,8.583333333333334,0.1567126980466396,0.49326802588445834,0.12878449286023777,0.8666666666666667
"[14, 8]",0.86484375,0.043694254787017904,0.0868678774928775,0.6666666666666666,2,0.9227151819154086,0.994751737143237,8.516666666666667,0.14864660993930703,0.514849481791042,0.2611704962948958,0.65
