task,seed,category,phase,control_step,sector,removed_count,progress,delta_vs_locked_full,mean_action_l2,mean_residual_norm,final_success
close_drawer,57,harm,late,90,r2_c1,19,-0.0,0.0,0.19028384530252257,173.30140380859376,0
open_drawer,1,rescue,approach,0,r0_c1,1,0.20560459057665043,-0.05133265196591197,0.1053135084046964,159.97313499450684,0
open_drawer,1,rescue,approach,0,r1_c0,4,0.24860919534963372,-0.008328047192928678,0.13570069887116878,186.77942962646483,0
open_drawer,1,rescue,contact_or_motion,43,r0_c0,1,0.1224175151437521,-0.0018551051616668701,0.12063063032812549,181.64990158081054,0
open_drawer,1,rescue,contact_or_motion,43,r0_c1,1,0.11444232426583767,-0.009830296039581299,0.14455062714068537,163.30259552001954,0
open_drawer,1,rescue,contact_or_motion,43,r1_c0,20,0.14568977616727352,0.021417155861854553,0.1476454916613531,166.20863494873046,1
open_drawer,1,rescue,contact_or_motion,43,r1_c1,3,0.2143853958696127,0.09011277556419373,0.14762957449215966,164.9001823425293,1
open_drawer,1,rescue,contact_or_motion,43,r2_c0,2,0.1224175151437521,-0.0018551051616668701,0.12063063032812549,181.43967208862304,0
open_drawer,1,rescue,contact_or_motion,43,r2_c1,2,0.10084149800240993,-0.023431122303009033,0.07486670287130939,199.7683547973633,0
open_drawer,1,rescue,late,90,r0_c0,1,0.0020884275436401367,0.0,0.002369306744898067,104.67378845214844,1
open_drawer,1,rescue,late,90,r0_c1,1,0.0020884275436401367,0.0,0.002369306744898067,105.11122283935546,1
open_drawer,1,rescue,late,90,r1_c1,3,0.0020884275436401367,0.0,0.002369306744898067,104.9069938659668,1
open_drawer,1,rescue,late,90,r2_c0,7,0.0020884275436401367,0.0,0.002369306744898067,102.63993377685547,1
open_drawer,1,rescue,late,90,r2_c1,3,0.0020884275436401367,0.0,0.002369306744898067,103.32930526733398,1
open_drawer,2,rescue,approach,0,r0_c0,1,0.22055089036230335,0.07008442481427946,0.13125509230159124,204.55179595947266,0
open_drawer,2,rescue,approach,0,r0_c1,6,0.20690045199863172,0.05643398645060782,0.08731856396220619,170.36404266357422,0
open_drawer,2,rescue,approach,0,r1_c0,4,0.13706121306196006,-0.013405252486063834,0.06412839508546858,166.88187255859376,0
open_drawer,2,rescue,approach,0,r1_c1,8,0.13633487208291573,-0.014131593465108172,0.0579528751962143,180.14118881225585,0
open_drawer,2,rescue,contact_or_motion,73,r0_c0,8,0.09509129077196121,0.0,0.04091123511615319,209.46233673095702,0
open_drawer,2,rescue,contact_or_motion,73,r0_c1,1,0.11399061977863312,0.018899329006671906,0.09909715144312833,188.3825942993164,0
open_drawer,2,rescue,contact_or_motion,73,r1_c0,27,0.0831998884677887,-0.011891402304172516,0.09336773559338735,193.58368301391602,0
open_drawer,2,rescue,contact_or_motion,73,r1_c1,3,0.11399061977863312,0.018899329006671906,0.09909715144312833,190.11602478027345,0
open_drawer,2,rescue,contact_or_motion,73,r2_c0,1,0.09509129077196121,0.0,0.04091123511615319,209.97700958251954,0
